"ipc_class","publication_number"
"B65: Conveying","EP1885621"
"A21: Baking","EP2706863"
"A21: Baking","WO2005074690"
"B65: Conveying","WO2013067153"
"A47: Furniture","WO1999058036"
"A21: Baking","US20030035876"
"A21: Baking","US20080102169"
"A47: Furniture","CN1846578"
"B65: Conveying","CN1329564"
"A23: Foods Or Foodstuffs","CN102613509"
"A23: Foods Or Foodstuffs","JP2003102414"
"A21: Baking","CN1662143"
"A21: Baking","WO2004039174"
"A21: Baking","US5955123"
"G06: Computing","US20020038261"
"H04: Electric Communication Technique","US20050102703"
"A21: Baking","US20110151072"
"A21: Baking","US20120093977"
"C08: Organic Macromolecular Compounds","WO2008100688"
"A21: Baking","WO2014001437"
"A21: Baking","WO2014060301"
"A21: Baking","EP2127525"
"A21: Baking","WO2004098322"
"A47: Furniture","WO2005032318"
"A23: Foods Or Foodstuffs","WO1999021430"
"A23: Foods Or Foodstuffs","US6120809"
"A21: Baking","US5547695"
"A21: Baking","US6267998"
"A21: Baking","US20080171114"
"G01: Measuring","JP2002247635"
"G06: Computing","CN1537286"
"A21: Baking","WO2008022092"
"A21: Baking","WO2005011406"
"A47: Furniture","WO2015013769"
"A23: Foods Or Foodstuffs","CA2029435"
"A23: Foods Or Foodstuffs","US20010014357"
"A23: Foods Or Foodstuffs","US20120288586"
"A21: Baking","US20060246198"
"A23: Foods Or Foodstuffs","US20080032001"
"A23: Foods Or Foodstuffs","WO2005011395"
"G08: Signalling","US20130241743"
"A21: Baking","US20100297296"
"A21: Baking","US5328709"
"A23: Foods Or Foodstuffs","US20100104728"
"A23: Foods Or Foodstuffs","US20090238917"
"A47: Furniture","WO2014111937"
"A23: Foods Or Foodstuffs","US4940600"
"A23: Foods Or Foodstuffs","US20010002264"
"A21: Baking","US20120052157"
"B65: Conveying","DE000010024967"
"A47: Furniture","DE000004237760"
"B60: Vehicles In General","DE000004029253"
"A21: Baking","DE000003318485"
"A21: Baking","DE000019829887"
"B65: Conveying","DE102006055980"
"A23: Foods Or Foodstuffs","WO1993002569"
"A23: Foods Or Foodstuffs","WO1996003889"
"A23: Foods Or Foodstuffs","WO1996006535"
"A21: Baking","WO1991014370"
"C09: Dyes","WO2007005063"
"A23: Foods Or Foodstuffs","WO2007115973"
"A23: Foods Or Foodstuffs","WO2008137183"
"A21: Baking","WO1995007025"
"A23: Foods Or Foodstuffs","CA2704935"
"A21: Baking","EP1790230"
"A21: Baking","CA2481290"
"A22: Butchering","US4800094"
"A61: Medical Or Veterinary Science","US5885614"
"A63: Sports","US20020182971"
"A21: Baking","WO2007122629"
"B65: Conveying","US20050184066"
"A22: Butchering","CA2692860"
"A21: Baking","WO2005097063"
"A23: Foods Or Foodstuffs","WO2008006224"
"A61: Medical Or Veterinary Science","EP2289546"
"A21: Baking","US3899962"
"A23: Foods Or Foodstuffs","EP0650671"
"A23: Foods Or Foodstuffs","EP0455756"
"A23: Foods Or Foodstuffs","CA2024663"
"A0J: Agriculture","CA2295937"
"A21: Baking","US20040033291"
"A21: Baking","US20010019734"
"A21: Baking","US20040180127"
"B65: Conveying","US20060222271"
"A21: Baking","US20050025875"
"A21: Baking","EP1902621"
"A23: Foods Or Foodstuffs","EP1116445"
"A23: Foods Or Foodstuffs","KR1020080109104"
"A21: Baking","KR1020050008350"
"A21: Baking","WO1996025853"
"A23: Foods Or Foodstuffs","US20080196598"
"A21: Baking","US20080196597"
"A21: Baking","US20010028910"
"A23: Foods Or Foodstuffs","US20140328975"
"A23: Foods Or Foodstuffs","WO2005079593"
"A21: Baking","EP1761130"
"A21: Baking","US4560559"
"A21: Baking","US20040069156"
"A21: Baking","WO2004040999"
"A23: Foods Or Foodstuffs","WO2013087420"
"A46: Brushware","US6561710"
"A21: Baking","WO2004039163"
"F24: Heating","CA2590103"
"A21: Baking","WO2008036284"
"A23: Foods Or Foodstuffs","US20040132816"
"A23: Foods Or Foodstuffs","US20060040911"
"A23: Foods Or Foodstuffs","WO2011006080"
"A23: Foods Or Foodstuffs","WO2010140034"
"A21: Baking","CA2084893"
"A21: Baking","EP2046130"
"A23: Foods Or Foodstuffs","CA2527787"
"A61: Medical Or Veterinary Science","US20050129783"
"B65: Conveying","US20040149746"
"B29: Working Of Plastics","US6699549"
"B32: Layered Products","US20130101774"
"G06: Computing","WO2015006649"
"A21: Baking","EP1982597"
"A23: Foods Or Foodstuffs","CA2468905"
"B65: Conveying","DE000003218174"
"B65: Conveying","US20040066982"
"A47: Furniture","US20100037787"
"B65: Conveying","US20120241513"
"A23: Foods Or Foodstuffs","US20060029703"
"A21: Baking","US20090272728"
"A23: Foods Or Foodstuffs","US20110256207"
"H04: Electric Communication Technique","US20100056100"
"A23: Foods Or Foodstuffs","WO1999021570"
"A23: Foods Or Foodstuffs","WO2012145629"
"B65: Conveying","WO1998008752"
"A21: Baking","WO2007136891"
"A21: Baking","WO2002054875"
"A21: Baking","US20070264311"
"A21: Baking","CA2553287"
"B32: Layered Products","WO2004089623"
"A23: Foods Or Foodstuffs","WO2012078149"
"A23: Foods Or Foodstuffs","WO2008119618"
"A21: Baking","US6663903"
"A61: Medical Or Veterinary Science","US20110064817"
"A47: Furniture","US5039535"
"A47: Furniture","WO2008090443"
"A23: Foods Or Foodstuffs","WO2011008095"
"A21: Baking","US20060286241"
"A47: Furniture","US20110311701"
"A21: Baking","US20060251788"
"A23: Foods Or Foodstuffs","US20100136168"
"A21: Baking","EP0955812"
"A23: Foods Or Foodstuffs","EP1683734"
"A21: Baking","CA2277183"
"B65: Conveying","US20070087092"
"A23: Foods Or Foodstuffs","US20070065550"
"A21: Baking","US20080260904"
"A21: Baking","US20110097440"
"A23: Foods Or Foodstuffs","EP1709876"
"A21: Baking","EP1552750"
"A21: Baking","US6616954"
"A21: Baking","US20030175382"
"A23: Foods Or Foodstuffs","US20070026120"
"A23: Foods Or Foodstuffs","CA2530522"
"A21: Baking","CA2584771"
"A21: Baking","US20030044489"
"B32: Layered Products","US20090238925"
"A61: Medical Or Veterinary Science","US20140221424"
"A21: Baking","WO2000015215"
"A21: Baking","EP0954974"
"G06: Computing","US20040099723"
"A23: Foods Or Foodstuffs","US20080003238"
"A23: Foods Or Foodstuffs","US5021249"
"A23: Foods Or Foodstuffs","CA2611561"
"A61: Medical Or Veterinary Science","EP2535056"
"G06: Computing","US7108171"
"A21: Baking","WO2009138447"
"A23: Foods Or Foodstuffs","ZA199007256"
"C10: Petroleum, Gas Or Coke Industries","WO2004067686"
"A23: Foods Or Foodstuffs","WO2000008951"
"A21: Baking","US20130122158"
"A23: Foods Or Foodstuffs","US20080102186"
"G01: Measuring","US20090253154"
"A23: Foods Or Foodstuffs","WO2012044242"
"A23: Foods Or Foodstuffs","WO2005067404"
"A21: Baking","JP2006296307"
"A21: Baking","JP2001231517"
"A21: Baking","JP2000253806"
"A21: Baking","JP2001299291"
"A23: Foods Or Foodstuffs","JP2006180725"
"A21: Baking","CN1886053"
"A21: Baking","JP2006230210"
"A21: Baking","JP2011083252"
"A23: Foods Or Foodstuffs","CN102858190"
"A21: Baking","JP2004180589"
"A45: Hand Or Travelling Articles","JP2009240743"
"A47: Furniture","JP2005261476"
"A61: Medical Or Veterinary Science","CN1527725"
"A21: Baking","CN101460062"
"B26: Hand Cutting Tools","CN1334178"
"A21: Baking","CN101980612"
"A21: Baking","JP2008092929"
"A21: Baking","CN101304661"
"G06: Computing","WO2001063392"
"A21: Baking","US20050042341"
"B29: Working Of Plastics","WO1999055528"
"A47: Furniture","WO2014089562"
"A23: Foods Or Foodstuffs","US20080193598"
"A23: Foods Or Foodstuffs","WO2002017734"
"A23: Foods Or Foodstuffs","US20070105200"
"A47: Furniture","US20140283389"
"A21: Baking","US20120308487"
"A23: Foods Or Foodstuffs","US20150017285"
"A47: Furniture","WO1993014352"
"A21: Baking","WO2013085432"
"A21: Baking","WO2013016782"
"A21: Baking","WO2001047379"
"A21: Baking","WO2004002228"
"A01: Agriculture","US20050042594"
"A01: Agriculture","US20050069862"
"A21: Baking","US20050255204"
"A01: Agriculture","US20060110523"
"A23: Foods Or Foodstuffs","US20070003687"
"A23: Foods Or Foodstuffs","US20090186129"
"A21: Baking","US20130045317"
"A63: Sports","WO2002094404"
"B26: Hand Cutting Tools","WO2010019238"
"B65: Conveying","WO2011055241"
"A21: Baking","US3779205"
"A21: Baking","US3682106"
"A21: Baking","US3926146"
"A21: Baking","US20140219045"
"A47: Furniture","US20140332542"
"A21: Baking","CA2522937"
"G06: Computing","US20080103918"
"A21: Baking","EP1261258"
"A47: Furniture","EP0481352"
"A21: Baking","EP0697567"
"B65: Conveying","EP0834618"
"A47: Furniture","EP0902818"
"A21: Baking","EP1592304"
"A21: Baking","EP1515611"
"A47: Furniture","EP0626055"
"B65: Conveying","EP1053191"
"A21: Baking","EP1246543"
"A21: Baking","CA2786392"
"A23: Foods Or Foodstuffs","KR1020080090073"
"A23: Foods Or Foodstuffs","KR100780806"
"A63: Sports","ES2172462"
"A23: Foods Or Foodstuffs","KR1020060063021"
"F25: Refrigeration Or Cooling","KR1020070058272"
"A23: Foods Or Foodstuffs","KR1020070073322"
"G06: Computing","KR1020130099350"
"A23: Foods Or Foodstuffs","KR1020010038748"
"A23: Foods Or Foodstuffs","KR1020100043567"
"A23: Foods Or Foodstuffs","KR1020100065990"
"F24: Heating","KR100286541"
"A23: Foods Or Foodstuffs","KR1020040000844"
"A23: Foods Or Foodstuffs","KR1020040016233"
"A21: Baking","KR1020050098170"
"H04: Electric Communication Technique","KR1020010083438"
"A21: Baking","KR1020010108367"
"A23: Foods Or Foodstuffs","KR1020040006741"
"A23: Foods Or Foodstuffs","KR1020020053283"
"A23: Foods Or Foodstuffs","KR1020030060363"
"A23: Foods Or Foodstuffs","KR1020050031740"
"A23: Foods Or Foodstuffs","KR1020040027839"
"A61: Medical Or Veterinary Science","KR1020120097080"
"A23: Foods Or Foodstuffs","KR1020120058353"
"A23: Foods Or Foodstuffs","KR101174701"
"A47: Furniture","EP2538828"
"B65: Conveying","EP2627567"
"F24: Heating","EP2689190"
"A21: Baking","EP2762004"
"A21: Baking","WO1999062343"
"A61: Medical Or Veterinary Science","WO2011065657"
"A23: Foods Or Foodstuffs","US5098723"
"A21: Baking","US6288179"
"A21: Baking","CA2801290"
"G06: Computing","WO2001071631"
"A21: Baking","WO2010061412"
"A23: Foods Or Foodstuffs","US4390554"
"A23: Foods Or Foodstuffs","US20090035426"
"A23: Foods Or Foodstuffs","US20090117228"
"A23: Foods Or Foodstuffs","WO2004099001"
"A23: Foods Or Foodstuffs","WO2008055250"
"G07: Checking","KR101341528"
"A47: Furniture","WO2011163288"
"A21: Baking","WO2006132909"
"B65: Conveying","US5484984"
"A47: Furniture","US5584231"
"A23: Foods Or Foodstuffs","US5124168"
"A21: Baking","EP0699392"
"A21: Baking","CA2157444"
"A21: Baking","WO2004040984"
"A61: Medical Or Veterinary Science","WO2008127777"
"A23: Foods Or Foodstuffs","WO2012166854"
"A23: Foods Or Foodstuffs","WO2012025828"
"A23: Foods Or Foodstuffs","US20020098276"
"A01: Agriculture","US20140165461"
"A23: Foods Or Foodstuffs","US20020136799"
"G06: Computing","US20130130208"
"A21: Baking","WO2003077661"
"A21: Baking","US20070281063"
"A21: Baking","WO2003020043"
"C08: Organic Macromolecular Compounds","WO2009079268"
"B01: Physical Or Chemical Processes Or Apparatus In General","WO2013159182"
"A23: Foods Or Foodstuffs","US20070166439"
"A21: Baking","US20060275535"
"A23: Foods Or Foodstuffs","US20140106046"
"A21: Baking","WO1992001384"
"A22: Butchering","US6428838"
"A21: Baking","US20050003056"
"B43: Writing Or Drawing Implements","US20040086319"
"B43: Writing Or Drawing Implements","US20060188316"
"B43: Writing Or Drawing Implements","US20080253825"
"A47: Furniture","DE000010300852"
"A61: Medical Or Veterinary Science","US20050095233"
"A23: Foods Or Foodstuffs","JP11155532"
"A47: Furniture","JP2003153758"
"F25: Refrigeration Or Cooling","CN101063585"
"B23: Machine Tools","JP10277849"
"A21: Baking","CN1662144"
"B65: Conveying","JP2005082197"
"B26: Hand Cutting Tools","CN102275170"
"A21: Baking","JP2000318768"
"A23: Foods Or Foodstuffs","CA2693762"
"A21: Baking","EP1100338"
"A23: Foods Or Foodstuffs","CA2529088"
"A23: Foods Or Foodstuffs","CA2532942"
"G09: Educating","US4909740"
"A61: Medical Or Veterinary Science","EP2272531"
"A21: Baking","US20050173400"
"A23: Foods Or Foodstuffs","CA1297723"
"A23: Foods Or Foodstuffs","US20050136174"
"A21: Baking","WO2013043659"
"A21: Baking","US6042852"
"A23: Foods Or Foodstuffs","US20050233007"
"A21: Baking","US20110052769"
"A61: Medical Or Veterinary Science","US20130053339"
"G08: Signalling","US08860588"
"F24: Heating","CA2268503"
"A23: Foods Or Foodstuffs","WO2005104859"
"A23: Foods Or Foodstuffs","WO2013028617"
"A21: Baking","WO2004084640"
"A23: Foods Or Foodstuffs","WO2004017760"
"A21: Baking","WO2003084334"
"A23: Foods Or Foodstuffs","WO2007005727"
"H04: Electric Communication Technique","US20150026728"
"A21: Baking","US20070048406"
"A21: Baking","US20090204552"
"G06: Computing","US20130173502"
"A47: Furniture","WO2002096252"
"H04: Electric Communication Technique","US20100134620"
"A23: Foods Or Foodstuffs","WO1991003947"
"A0J: Agriculture","WO1998054955"
"A23: Foods Or Foodstuffs","WO2002085136"
"A21: Baking","WO2005002360"
"A21: Baking","WO2000059309"
"B65: Conveying","WO1995024110"
"A21: Baking","EP1481590"
"G06: Computing","US7076445"
"A21: Baking","CA2117991"
"A22: Butchering","WO2009018503"
"A21: Baking","US20070104855"
"A23: Foods Or Foodstuffs","WO2009061571"
"A23: Foods Or Foodstuffs","US20060088634"
"B65: Conveying","US5543606"
"G06: Computing","US20090167553"
"A23: Foods Or Foodstuffs","WO1992014370"
"A21: Baking","US6080441"
"A21: Baking","US20070092619"
"A01: Agriculture","US20090117255"
"G06: Computing","WO2013078417"
"A61: Medical Or Veterinary Science","EP2586790"
"A21: Baking","US20080135539"
"A01: Agriculture","WO2014171944"
"C07: Organic Chemistry","WO2014193337"
"G06: Computing","CA2679935"
"A21: Baking","EP0315452"
"A21: Baking","WO2012076055"
"A21: Baking","WO2004032647"
"A21: Baking","US20090098270"
"A23: Foods Or Foodstuffs","WO2005003327"
"A21: Baking","EP1608236"
"A21: Baking","CA2553796"
"B65: Conveying","US20110033583"
"B65: Conveying","EP1712481"
"A21: Baking","US20110300265"
"A23: Foods Or Foodstuffs","US08460738"
"A23: Foods Or Foodstuffs","US20120282368"
"A23: Foods Or Foodstuffs","WO2003047358"
"A23: Foods Or Foodstuffs","CA2762824"
"A21: Baking","WO2005058044"
"A21: Baking","US20100092617"
"A21: Baking","US20070292563"
"A23: Foods Or Foodstuffs","US4904488"
"A23: Foods Or Foodstuffs","WO2013000673"
"A21: Baking","WO1998051159"
"A21: Baking","WO2008110531"
"G06: Computing","WO2002019263"
"A01: Agriculture","WO2013014606"
"A23: Foods Or Foodstuffs","WO2006121724"
"A21: Baking","US20050031756"
"A21: Baking","US5194271"
"B65: Conveying","US20050115944"
"A23: Foods Or Foodstuffs","CA2138963"
"A47: Furniture","JP2003169755"
"A21: Baking","JP10052216"
"A21: Baking","JP10075721"
"F24: Heating","CN1359461"
"A21: Baking","JP2007060936"
"A23: Foods Or Foodstuffs","JP2007282526"
"A47: Furniture","JP2006289076"
"A21: Baking","JP2003111551"
"A23: Foods Or Foodstuffs","JP2010142181"
"A21: Baking","JP2006025657"
"A21: Baking","JP2008079606"
"A21: Baking","JP2010022322"
"F24: Heating","CN1550720"
"F24: Heating","JP2000337642"
"B65: Conveying","JP2000191058"
"F24: Heating","JP2000164340"
"A47: Furniture","CN102892343"
"A23: Foods Or Foodstuffs","JP2003289828"
"B65: Conveying","JP2004227373"
"A23: Foods Or Foodstuffs","JP2011024529"
"A23: Foods Or Foodstuffs","JP2005013006"
"A21: Baking","CN103750181"
"A23: Foods Or Foodstuffs","WO2006047465"
"A23: Foods Or Foodstuffs","WO2013192436"
"A23: Foods Or Foodstuffs","WO2007002768"
"A21: Baking","WO2008075062"
"A21: Baking","WO2003015525"
"A21: Baking","WO2008129040"
"A23: Foods Or Foodstuffs","US20100196534"
"A21: Baking","WO2011156010"
"A23: Foods Or Foodstuffs","WO2014095564"
"A01: Agriculture","WO2009035651"
"A23: Foods Or Foodstuffs","WO2012151387"
"A21: Baking","WO2007050328"
"A23: Foods Or Foodstuffs","US5362504"
"A21: Baking","US20040121002"
"A21: Baking","US20060159806"
"H04: Electric Communication Technique","CN1802867"
"A21: Baking","US20050042358"
"A21: Baking","EP0463221"
"A21: Baking","CA2043452"
"A21: Baking","CA2612086"
"B43: Writing Or Drawing Implements","US6585441"
"A21: Baking","CA2067793"
"F24: Heating","WO2009135148"
"A21: Baking","US4003688"
"A21: Baking","EP1594374"
"A61: Medical Or Veterinary Science","US20070054028"
"A21: Baking","US20070259090"
"B67: Opening Or Closing Bottles, Jars Or Similar Containers","US20100075001"
"B05: Spraying Or Atomising In General","US20100021751"
"H05: Electric Techniques Not Otherwise Provided For","US20110089162"
"A21: Baking","CA2600360"
"A23: Foods Or Foodstuffs","CA2621465"
"A21: Baking","CA2512893"
"A21: Baking","US20080131556"
"A21: Baking","US5554225"
"A21: Baking","WO2007009979"
"H04: Electric Communication Technique","WO2005027545"
"A47: Furniture","WO2014053902"
"A23: Foods Or Foodstuffs","WO2005096838"
"A47: Furniture","EP1480879"
"A21: Baking","US20090068316"
"A21: Baking","WO2007144433"
"A21: Baking","WO2004093548"
"A47: Furniture","US3646880"
"A47: Furniture","US4099512"
"A21: Baking","US3716319"
"A23: Foods Or Foodstuffs","US20080245579"
"G08: Signalling","US20080266119"
"G06: Computing","US20020188571"
"A21: Baking","EP0015194"
"F25: Refrigeration Or Cooling","EP0482245"
"F25: Refrigeration Or Cooling","EP0482473"
"A21: Baking","EP0500681"
"B6B: Conveying","EP0071774"
"A21: Baking","EP1909585"
"A21: Baking","RU0002529060"
"7","RU02262857"
"G06: Computing","MXPA2005010226"
"A21: Baking","MXA2007006774"
"A23: Foods Or Foodstuffs","MXA2007009111"
"A21: Baking","EA200701088"
"F24: Heating","KR100142490"
"A47: Furniture","KR100396150"
"A47: Furniture","KR1020140000826"
"A21: Baking","KR101291132"
"A47: Furniture","KR1020000036343"
"A23: Foods Or Foodstuffs","KR1020000009635"
"B65: Conveying","KR1020010069788"
"A21: Baking","KR1020070094761"
"A23: Foods Or Foodstuffs","KR1020050105352"
"A47: Furniture","KR1020040062903"
"A23: Foods Or Foodstuffs","KR1020050027229"
"A23: Foods Or Foodstuffs","KR1020050031742"
"A23: Foods Or Foodstuffs","KR1020040082448"
"A47: Furniture","KR1020060132473"
"G06: Computing","KR1020010091345"
"6","RU94017964"
"A21: Baking","EP1827114"
"A21: Baking","US5520100"
"B65: Conveying","WO2008020214"
"A23: Foods Or Foodstuffs","US20070092616"
"A21: Baking","US20120070559"
"G06: Computing","US20080215385"
"A47: Furniture","EP1545160"
"A21: Baking","EP0416030"
"A23: Foods Or Foodstuffs","WO2009011598"
"A21: Baking","WO2004060074"
"A23: Foods Or Foodstuffs","CA2612542"
"A21: Baking","US20070292575"
"B65: Conveying","CA2142136"
"A21: Baking","WO1998042214"
"A23: Foods Or Foodstuffs","CA2508513"
"B65: Conveying","CA2055556"
"A47: Furniture","DE000003404543"
"B42: Bookbinding","DE000004132426"
"A21: Baking","EP1188379"
"A23: Foods Or Foodstuffs","CA2758479"
"G05: Controlling","US20100277654"
"A21: Baking","US20100310728"
"A61: Medical Or Veterinary Science","WO2014209369"
"A47: Furniture","US5159177"
"G06: Computing","WO2001086450"
"A23: Foods Or Foodstuffs","US5443852"
"A21: Baking","WO2006033100"
"G06: Computing","WO2000058851"
"B65: Conveying","WO2004009468"
"A23: Foods Or Foodstuffs","WO2013156567"
"B65: Conveying","CA2814255"
"A21: Baking","CA2013612"
"A23: Foods Or Foodstuffs","WO2009003118"
"A21: Baking","CA2532285"
"A23: Foods Or Foodstuffs","US20060093720"
"A47: Furniture","US20050133499"
"A47: Furniture","US20060081623"
"A21: Baking","EP1392121"
"G06: Computing","CA2702215"
"A21: Baking","CA2639471"
"A23: Foods Or Foodstuffs","EP0256791"
"H04: Electric Communication Technique","US6570975"
"A47: Furniture","US5255664"
"B65: Conveying","US6200029"
"A23: Foods Or Foodstuffs","WO2010141821"
"A21: Baking","US20040146609"
"B43: Writing Or Drawing Implements","US20110070013"
