weight,title_phrases
1.0,Acquiring Three-dimensional Geometry
1.0,Acquisition Unit
1.0,Partial Acquisition
1.0,remote Vehicle Driving
1.0,Vision Field
1.0,Egg-beater Rotors
1.0,Military Mission
1.0,Positioning Center
1.0,Rotors Around Two Axis
1.0,Thrust Forces
1.0,Former Module
1.0,Interfaces Receiving Lateral Modules
1.0,Mechanical Structure
1.0,optoelectronic System
1.0,Optoelectronic Unit
1.0,aircraft Dynamic Controlling Device
1.0,Controlling Aircraft
1.0,Diagonal Manner
1.0,Micro Convertible Drone System
1.0,Propeller Engines
1.0,Same Direction
1.0,naval Surface Drone
1.0,Supporting Unit Supporting
1.0,Water Coarse Stream Image
1.0,Another Hole
1.0,Conducting Rim
1.0,Connecting One End
1.0,One Hole
1.0,parasitic Monopole Antenna System I.e
1.0,tactical Air Navigation Antenna System
1.0,Central Space Protecting Energy Generator
1.0,Control Surfaces
1.0,Electric Energy Necessary
1.0,propulsion Engine
1.0,Recognition Drone
1.0,Aspiration Unit
1.0,Floating Building
1.0,Landing Device
1.0,Movable Drone
1.0,Turbine Driving Depression
1.0,Vent Duct
1.0,digital Clearance
1.0,Digital Clearances Received On-board
1.0,On-board Computer
1.0,Recipient Equipments
1.0,Dividing Result
1.0,Integrating Values
1.0,Known Value
1.0,Total Result
1.0,aircraft I.e
1.0,Inclination Angle
1.0,Missile-firing Tubes
1.0,tactical Drone
1.0,Automation Block
1.0,Ground Station
1.0,Managing Platform
1.0,Managing System Controlling Method
1.0,Mission Data
1.0,Navigation Data
1.0,Determining Position
1.0,drone Position Determining System
1.0,Image Processing Unit
1.0,Naval Platform
1.0,Shooting Unit
1.0,Shooting Units
1.0,Contra Rotating Propellers
1.0,Electric Motors
1.0,Hollow Central Body
1.0,rotary Wing Drone
1.0,South Pole Carriage
1.0,Bidirectional Transmission
1.0,Controlling Station
1.0,Electric Digital Data
1.0,Submarine Observation Drone
1.0,Longitudinal Axis
1.0,Naval Platform
1.0,Receiving Helicopter I.e
1.0,Water Drop
1.0,Collecting Optical Signals
1.0,Helicopter I.e
1.0,Immobile Target I.e
1.0,Locating Opto-electronic Projector
1.0,Observation Camber
1.0,amphibious Gyropendular Drone
1.0,Assuring Floatability
1.0,Defense Application
1.0,Propulsion Device
1.0,Safety Device
1.0,Upper Propulsion Device
1.0,Connecting Actuators
1.0,Electronic Controls
1.0,rotor Blades Controlling Device
1.0,Small Sized Revolving Wing I.e
1.0,Aircraft Altitude Measurement System
1.0,aircraft I.e
1.0,Antennas Co-located
1.0,Approach Zone
1.0,Landing Area
1.0,multistatic Radar System
1.0,aerostat Assembly
1.0,Detachable Attachment
1.0,Drone Assembly
1.0,Elongated Envelope
1.0,Photovoltaic Panel
1.0,Photovoltaic Panels
1.0,Self-gripping Band
1.0,Calculation Unit
1.0,Displacement Information
1.0,Electric Field
1.0,Field Information
1.0,Kinematic Magnitude
1.0,Solid Displacement
1.0,Determining Short Propagation Times
1.0,helicopter Drone
1.0,Localization Waves
1.0,Reflectionless Paths
1.0,air Drone
1.0,Control Computer
1.0,Controlling Vehicle
1.0,Different Fluid Flow Velocity Fields
1.0,Guiding Vehicle I.e
1.0,Speed Setpoint
1.0,aircraft I.e
1.0,Alarm Signals
1.0,alarm System
1.0,Logical Alarm Generator
1.0,Receiving One
1.0,Warning Pilot
1.0,Active Position
1.0,Fixing Underwater Machine
1.0,Operable Drone
1.0,Retracted Position
1.0,Activating Function
1.0,double Tap
1.0,External Mechanical Stress I.e
1.0,Passage Marker
1.0,Start/stop/lap Timing
1.0,Validating Sequence
1.0,Analysis Unit
1.0,Controlling Operating Condition
1.0,supervision System
1.0,Absorption Unit
1.0,Quadri-rotor Type Drone
1.0,Receiving Rigidification Unit
1.0,Rigidification Unit
1.0,Rear Arms Articulated Relative
1.0,Reinforcement Part
1.0,retractable Landing Gear
1.0,Revolving Aerofoil Integrated Drone
1.0,Stable Ground
1.0,Synchronous Via Two Shoes
1.0,collecting Container
1.0,Nuclear Cloud Outputted
1.0,Nuclear Power Plant
1.0,suction Device I.e
1.0,procede D'observation D'une Zone Au Moyen D'un Drone
1.0,procede De Surveillance De L'etat De Vegetation Aux Abords D'une Infrastructure
1.0,air Drone
1.0,Collecting Video Information
1.0,Diving Submarine
1.0,Hertzian Transmission System
1.0,Real Time
1.0,Unit Processing Signals
1.0,Dispositif De Determination D'une Interdistance Entre Un Drone
1.0,Procede De Pilotage De Vol D'un Drone
1.0,Un Objet
1.0,procede D'analyse D'une Parcelle Agricole Cultivee
1.0,enveloppe De Securite
1.0,Voilures Tournantes Contrarotatives Axiales
1.0,procede De Mesure Du Volume D'un Amas De Materiaux
1.0,dispositif De Transfert D'energie
1.0,Distance Par Ondes Acoustiques Sur Un Objet En Mouvement
1.0,Collecting Zones Rotating Blade
1.0,Natural Displacement
1.0,Parachuting Broken Multirotor Drone
1.0,speed Regulation Blade
1.0,Structure Works
1.0,La Mise En Å’uvre De Ce Procede
1.0,procede De Navigation D'un Drone Aerien En Presence D'un Aeronef Intrus
1.0,Pourvu De Pare-chocs Amovibles De Protection Des Helices
1.0,Voilure Tournante De Type Quadricoptere
1.0,Aerodynamic Thrust
1.0,Blast Air
1.0,Horizontal Flight
1.0,Operating Directional Flap
1.0,Propeller Passes
1.0,Spindle Engine Propeller
1.0,twin-engine Aircraft
1.0,Vertical Flight
1.0,Data Relative
1.0,Data Transmitter Devices
1.0,Environmental Measurements
1.0,Fight Automaton
1.0,Petroleum Exploration Sites
1.0,Remote Reading
1.0,procede De Compensation De Mouvement Sur Plusieurs Sequences D'images
1.0,Sound Waves
1.0,NA
1.0,bagpipe Joints
1.0,NA
1.0,Abr Loudspeaker
1.0,Body Panels
1.0,Closed Air Box
1.0,Motor Vehicle
1.0,practice Bagpipe Chanter
1.0,NA
1.0,automated Defence System
1.0,Rectangular Outlet Section
1.0,Supersonic Nozzle
1.0,yaw Control Device
1.0,missile Guidance System
1.0,Aerial Drone
1.0,laser Weapon
1.0,improved Moisture Control
1.0,land Wheeled Drone
1.0,Pipe Bag
1.0,Unmanned Aerial Power Plant Drone
1.0,air Drone
1.0,Controlled Flight
1.0,Radio Frequency Signals
1.0,rotor-lift Aircraft
1.0,airborne Radar
1.0,lateral Avoidance Manoeuvre Solver
1.0,barnes Hain Bridal Cane Drone Reed
1.0,auto Attack Drones
1.0,Land Air Sea
1.0,self Suspended Energy
1.0,Flying Unmanned Machine
1.0,Game Shooting 'drone' Type Target
1.0,war Sub Drone War Subs
1.0,Active Pollution Filter Drone
1.0,aerial Composite Solar Power Plant
1.0,Spy Drones Survillance Land Air Sea
1.0,"drone Based Accident,traffic Surveillance"
1.0,automated Drone Package Receiver Module
1.0,Aerial Vehicle's aka
1.0,fan/ Impeller Based Rotational Thrust Vectoring System
1.0,NA
1.0,Bellow-type Bagpipes
1.0,Stowing Extra Drones
1.0,Drones take-off/ Landing
1.0,Electronic Guidance
1.0,NA
1.0,Armed Drone
1.0,Firing Ammunitions
1.0,manless Medicine Dispensary System
1.0,NA
1.0,Drone Images
1.0,match Composite Sketches
1.0,Control Therefor
1.0,micro Unmanned Aerial Vehicle
1.0,speaker System
1.0,NA
1.0,unmanned Helicopter
1.0,Drone Child
1.0,speaker Device
1.0,speaker System
1.0,NA
1.0,passive Radiator
1.0,speaker System
1.0,Active Ingredient
1.0,external Skin Agent
1.0,Natural Material
1.0,structure Inspection System
1.0,Control Device
1.0,Target Drone
1.0,flight Control
1.0,Robot Plane
1.0,alarming System
1.0,"3-halogeno-2,3-unsaturated Ketone"
1.0,speaker Equipment
1.0,"3-acyloxy-2,3-unsaturated Ketones"
1.0,Control System
1.0,drone Guidance
1.0,NA
1.0,NA
1.0,speaker System
1.0,Air Current
1.0,High Altitude Suspension
1.0,Interception Missile Base
1.0,Air Conditioner
1.0,Control Method
1.0,cooling Cycle
1.0,sun Roof
1.0,Improving Noise
1.0,Osteoporosis Comprising Benzamidine Derivative
1.0,Pharmaceutical Composition
1.0,Control Method
1.0,flight Control System
1.0,Unmanned Aerial Vehicle
1.0,actuator Fault Diagnosis
1.0,Adaptive Unknown Input Observers
1.0,NA
1.0,Drone Production
1.0,Health Assistance Food
1.0,making Method
1.0,Male Bees
1.0,divided Type
1.0,Sunroof Deflector
1.0,Drone Pupa
1.0,Fire Training
1.0,Portable Guided Missile
1.0,Rotor Blade Drone Safety Landing Pack
1.0,Configuration Uav
1.0,Controlling Method
1.0,flight Control Law Design Device
1.0,Unmanned Delivery Service
1.0,Airborne Drones
1.0,Sharing Reconnaissance Images
1.0,Search Method
1.0,Submersion People
1.0,firing System
1.0,Rescue Method
1.0,Submersion People
1.0,dr One System
1.0,Drone Noise
1.0,wind Noise Reducing Device
1.0,sun-roop Assembly
1.0,High Heat
1.0,Vehicle Speed
1.0,Underwater Drone
1.0,shuttle Device
1.0,Unmanned Aerial Vehicle Launcher
1.0,Combat Unmanned Aerial Vehicles
1.0,Management Arming
1.0,Combat Unmanned Aerial Vehicle Guided Arm
1.0,Attacking Target
1.0,Sqaud Fly
1.0,Multi-rotor Type Drone
1.0,Rotor Arm Device
1.0,multicopter Dron
1.0,Sunroof Deflector
1.0,drone Type Life Ring
1.0,Multi-rotor Type Folding Drone
1.0,locking Device
1.0,Collecting Image Datas
1.0,Unmanned Air Vehicle
1.0,grassland Management System
1.0,NA
1.0,intelligent Surveillance System
1.0,wireless Target Self-starting Operating System
1.0,speaker System
1.0,Automated System
1.0,Military Surveillance
1.0,mounting Tool
1.0,Unmanned Plane
1.0,Drone Cone
1.0,Low Sound
1.0,beekeeping Composition
1.0,Reducing Menopause Symptoms
1.0,Mixing Semen
1.0,Mother Bees
1.0,Anti-varroosis Protection
1.0,multifunction Beehive
1.0,Apiphytotherapy Compounds
1.0,Natural Polymers
1.0,natural Phytotherapeutic Product
1.0,Vitalizing Properties
1.0,natural Pharmaceutical Product
1.0,beehive Stand
1.0,Detachable Active Plate
1.0,High-capacity Pollen Collector
1.0,Change Angle Blades Rigid Rotors
1.0,flexible Element
1.0,Managing Drone Colony
1.0,NA
1.0,Active Additive
1.0,Cosmetic Agents
1.0,Regenerating Action
1.0,Regenerating Cream
1.0,NA
1.0,artificial Comb
1.0,Drone Aircraft
1.0,Nature Testing
1.0,airborne Equipment
1.0,Control Systems
1.0,Associated Naval Drone
1.0,Image Transmission System
1.0,Surface Naval Drone
1.0,Target Drone
1.0,multi-sheets Type Automatic Drone
1.0,Alcoholic Beverages
1.0,Antituberculous Remedy
1.0,Drone Larvae
1.0,Drone Reproduction
1.0,Honey-bee Colony Feeding
1.0,Known Origin
1.0,Sperm Withdrawal
1.0,Bee Brood
1.0,NA
1.0,Drone Larvae
1.0,NA
1.0,Stimulating Immune Response
1.0,Carpathian Bees
1.0,Nosematosis Disease
1.0,Drone Larvae
1.0,Infiltrative Pulmonary Tuberculosis
1.0,Improved Takeoff
1.0,Landing Characteristics
1.0,twin-engine Drone
1.0,floor Mat/foot Pad
1.0,high Voltage Conductor Mounted Line
1.0,Efficient Sub-woofer System
1.0,Structural Partitions
1.0,Power Line
1.0,transdermal Estrogen/progestin Dosage Unit
1.0,infrared Radiation Powered Lightweight Aircraft
1.0,steerable Wide-angle Imaging System
1.0,vtlh Autogyro
1.0,Connecting Railway Track Rails
1.0,Making Same
1.0,NA
1.0,Efficient Sub-woofer System
1.0,Structural Partitions
1.0,dynamic Activity-creating Data-driven Computer Architecture
1.0,automatic Radar Generator
1.0,laser Flare
1.0,Integrating Disparate Audio Sources
1.0,intercom Apparatus
1.0,Light Aircraft
1.0,Similar High Noise Environments
1.0,cathodic Protection
1.0,Critical Component Noble passive
1.0,Critical Offshore Marine Structure Critical Components
1.0,earth Moving Machine
1.0,acoustic Apparatus
1.0,graduated Estrogen Contraceptive
1.0,High Frequency Radio
1.0,Intercept Signaling
1.0,Low Probability
1.0,Controlling Parasitosis
1.0,chute River
1.0,arming Arrangement
1.0,Rotatable Airfoils
1.0,Conducting Three-dimensional
1.0,Marine Seismic Surveys
1.0,loader Bucket Control
1.0,Barrel Stave-type Transducer Array
1.0,submarine Drone
1.0,electron Amplifier
1.0,Manufacture Therefor
1.0,Multiple Object Viewing
1.0,Automotive Automatic Transmission
1.0,Torque Converter
1.0,Turbine Speed
1.0,infrared System
1.0,Africanized Honey Bees
1.0,acoustic Apparatus
1.0,Different Resonance Frequencies
1.0,Plural Resonators
1.0,shift Prompter/driver Information Display
1.0,axle Suspension
1.0,Heavy Vehicles
1.0,multiple Chamber Loudspeaker System
1.0,high Voltage Conductor Mounted Line
1.0,room Sound
1.0,Extension/retraction Structure
1.0,NA
1.0,NA
1.0,high Voltage Tow Cable
1.0,Optical Fiber
1.0,fixed Circular Wing Aircraft
1.0,Optical Link
1.0,Radar Receiver
1.0,skin Permeation Enhancer Compositions
1.0,Transdermal Systems
1.0,backhoe Control Mechanism
1.0,Motor Vehicles
1.0,radiator Mounting
1.0,high Drag Airfoil Apparatus
1.0,core-drilling Apparatus
1.0,Mandrel Driver-ejector
1.0,Wing Aircraft
1.0,Data Transmission Capability
1.0,pulse Compression Radar System
1.0,training Device
1.0,Earthworking Machines
1.0,quick-release Coupling
1.0,radar Signal Progessing
1.0,Independent Wing Surface Control
1.0,kite-like Flying Device
1.0,high Efficiency
1.0,Low Weight
1.0,Volume Energy Absorbent Seam
1.0,Flare Dispenser
1.0,M130 Chaff
1.0,Biological Means
1.0,Converting Backhoe Controls
1.0,Combustion System
1.0,Gas Turbine Engines
1.0,unmanned Boom/canard Propeller V/stol Aircraft
1.0,Roll Control Device
1.0,variable Sweep Side Force Generator
1.0,Path Control
1.0,vehicle Remote Guidance
1.0,Honey Bees
1.0,mating Chamber
1.0,personnel Transfer System
1.0,hearing Aid
1.0,Improved Noise Discrimination
1.0,waveguide Electroacoustical
1.0,geodesic Radar Retro-reflector
1.0,fluid Reservoir
1.0,self Starting Valved Pulse Jet
1.0,NA
1.0,cellular Telephone Headset
1.0,Internal Combustion Engines
1.0,overload Warning Apparatus
1.0,dual Conversion Reflex Receiver
1.0,Fixed Combinations
1.0,Aerial Vehicle
1.0,airborne System
1.0,single Lever Multiple Function Control Mechanism
1.0,generic Drone Control System
1.0,widebeam Antenna
1.0,Reactor-powered Turbine Engine
1.0,geophysical Survey System
1.0,Azimuth/elevation Target Simulation
1.0,control Mechanism
1.0,Off-highway Implement
1.0,electronic Keyboard Musical Instrument
1.0,Modified Eastern Music Tru-scale Octave Transformation
1.0,Overtone Collisions
1.0,Tone Generator
1.0,Dynamic Display
1.0,Pseudo Chase Aircraft
1.0,Closure Channel
1.0,Closure Magazine
1.0,musical Instrument Performance System
1.0,three Function Control System
1.0,multiple Radar Interference Suppressor
1.0,Air Defense
1.0,Fragmentable Projectile
1.0,stabilized Imaging System
1.0,electronic Control Type Automatic Speed Changer
1.0,active Defense System
1.0,Tactical Ballistic Missiles
1.0,Related Method
1.0,Three Dimensional Contour Data
1.0,beehive-mounted Device
1.0,Biocontrol Agents
1.0,Honeybees hymenoptera
1.0,centrifugal Type Acceleration
1.0,Data Rate
1.0,Spread Spectrum Data Link
1.0,three Function Control Mechanism
1.0,Piston-compressor Jet Engine
1.0,digital Imaging Apparatus
1.0,Dual Jet Exhausts
1.0,Single Engine
1.0,unmanned Aerial Aircraft
1.0,Aluminum-lithium Alloys
1.0,cold Rolling
1.0,multivariable Adaptive Surface Control
1.0,armed Expendable Decoy
1.0,echo Exhancing Decoy
1.0,Multi-band Decoy
1.0,Aircraft's Roll
1.0,Matching Position Changes
1.0,Two Sets
1.0,magnetic Resonance Imaging Compatible Audio
1.0,Video System
1.0,Analog Binaural vlsi Techniques
1.0,leak Detection
1.0,Fast Erection
1.0,fluid Pendulum Arrangement
1.0,Vertical Gyroscopes
1.0,Adjustable Capo
1.0,One Hand Operation
1.0,multiple Chamber Loudspeaker System
1.0,Shock Absorber
1.0,single-thrust Bearing
1.0,Processor System
1.0,Reduced Processing Bandwith
1.0,vehicle Recovery Device
1.0,independent Amplifier Control Module
1.0,Composite Materials
1.0,Non-destructive Inspection
1.0,Semi-monocoque Structures
1.0,Horizontal Flight Aircraft
1.0,Vertical Take
1.0,Nulling Coils
1.0,triaxial Magnetic Heading Sensing Apparatus
1.0,airborne Drone Formation Control System
1.0,stabilized Imaging System
1.0,integrated Spacing
1.0,Orientation Control System
1.0,Bearing Support Tube
1.0,gas Turbine Engine
1.0,Turbine Nozzle Wall
1.0,vibration-compensating Mount Assembly
1.0,Field Rcs Test Facility
1.0,Testing Method
1.0,elastic Bearing
1.0,amusement Ride Assembly
1.0,Rotating Tube
1.0,Guidance System
1.0,passive Missile Tracking
1.0,Aluminum Shell
1.0,cylinder Block
1.0,Gray Iron Base Block
1.0,Dental Diagnosis
1.0,relativistic Electronic Musical Instrument
1.0,gimbal Control System
1.0,Automotive Vehicle
1.0,differential Gearing
1.0,Unmanned Aerial Vehicles
1.0,visual Collision Avoidance System
1.0,Axle Assembly
1.0,fluid Circulatory System
1.0,Augmenting Satellite Broadcast System
1.0,miss Distance Vector
1.0,Ducted Propeller
1.0,Inflatable Parachute Wing
1.0,Light Aircraft
1.0,acoustic Display System
1.0,Ultrasonic Imaging
1.0,Partial Capo
1.0,motion Acoustic Holograph
1.0,Optimal Guidance
1.0,7th Order Acoustic Speaker
1.0,Simultaneous Double
1.0,Controlling Same
1.0,Improved Auto Rotation
1.0,Non-destructive Testing
1.0,Assembling Content Addressable Video
1.0,Personal Watercraft Hull Form
1.0,unmanned Sea Surface Vehicle
1.0,Construction Equipment
1.0,hydraulic Latch Pin Assembly
1.0,Hydraulic Piston-cylinder Units
1.0,Safety Device
1.0,Moving Body
1.0,Reducing Drag
1.0,helicopter Cyclic Control Assembly
1.0,Architectural Structure Exteriors
1.0,examination System
1.0,flared Conductor-backed Coplanar Waveguide Traveling Wave Antenna
1.0,Motor Vehicle
1.0,remote Controlled Security Switch
1.0,culture Medium
1.0,Predaceous Insects
1.0,subwoofer Speaker System
1.0,NA
1.0,Reducing Ambiguities
1.0,Synthetic Aperture Radar
1.0,Collision-resistant Automobile Chassis
1.0,Low Cost
1.0,noise-making Strip
1.0,fire Detection Systems
1.0,radiometric Calibration Device
1.0,Disposable Tubing
1.0,infusion Pump
1.0,Size Indicating Means
1.0,gps Based Search
1.0,Rescue System
1.0,Multiple Constraints
1.0,Route Planning
1.0,robotic Inspection Apparatus
1.0,Analog/digital Control Systems
1.0,Distributed Intelligence Network
1.0,programmable Central Intelligence Controller
1.0,generalized Biased Centroid Edge Locator
1.0,flight Console
1.0,Radio Controlled Aircraft
1.0,Wireless Exchange
1.0,Horn Loaded Driver
1.0,Future Presence
1.0,Toxic Agents
1.0,computer Assisted Camera Control System
1.0,Unmanned Aerial Vehicle
1.0,All-moving Wing Tips
1.0,High-lift Center Section
1.0,wing Design
1.0,roll Stand Arrangement
1.0,Single Strand Rolling
1.0,gear Availability
1.0,Synchronization Indicator
1.0,Musical Instruments
1.0,removable Frets
1.0,adaptive Tuned Vibration Absorber
1.0,Controlling Vibration
1.0,automatic Exposure
1.0,Gain Control
1.0,Video Feedback
1.0,plate Resonator
1.0,inter-plant Arm Apparatus
1.0,cytogenetic Chamber
1.0,Control System
1.0,gps Vehicle Collision Avoidance Warning
1.0,flight Control System
1.0,Physical Parameters
1.0,Remote Measurement
1.0,Stencil Media
1.0,uv Curable Adhesive
1.0,musical Instrument
1.0,gps Based Search
1.0,Rescue Transceiver
1.0,Sensor System
1.0,Air Bag Landing Systems
1.0,Releasing Openings
1.0,practice Bagpipe Chanter
1.0,Combat Projectiles
1.0,Defined Operative Range
1.0,Gps-supported Pilot Projectile
1.0,Vectoring Active
1.0,passive Speaker
1.0,Electronic System
1.0,Semiconductor Devices
1.0,Thermal Management
1.0,Model Airplanes
1.0,Radial Engine
1.0,Active Radar Augmentation Systems
1.0,Increasing Isolation
1.0,Connected Stacked Fet Pair
1.0,totem Pole Mixer
1.0,Rotor System Module
1.0,universal Vtol Power
1.0,anechoic Room
1.0,Entire Auditory Range
1.0,NA
1.0,danger Warning
1.0,Emergency Response System
1.0,Honey Bees
1.0,Improved Vibration Characteristics
1.0,road Wheel
1.0,high Speed Glide Target
1.0,Improved Residual Noise Sensing
