row no,publication number,kind code,title,priority document,priority country,earliest priority date,earliest priority year,application date,publication date,publication year,applicant,inventors,ipc classes,family members,family size,family size,wo in family,grant or application type families,granted patent
60,US5874430,A,"4,4-disubstitued-1,4-dihydro-2H-3,1-benzoxazin-2-ones useful as HIV reverse transcriptase inhibitors and intermediates and processes for making the same",US19960027137P,United States,1996-10-02T00:00:00Z,1996,1997-10-01T00:00:00Z,1999-02-23T00:00:00Z,1999,BRISTOL MYERS SQUIBB PHARMA CO,CHRIST DAVID DONALD    US  | COCUZZA ANTHONY JOSEPH    US  | KO SOO SUNG    US  | MARKWALDER JAY ANDREW    US  | MUTLIB ABDUL EZAZ    US  | PARSONS JR RODNEY LAWRENCE    US  | PATEL MONA    US  | SEITZ STEVEN PAUL    US,C07D26518,US6303780B1 | US6492515B2 | US6140499A  | US2002040138A1,4,1,No,Grant,Yes
61,US5905068,A,Retroviral protease inhibiting compounds,US19960718882,United States,1996-09-24T00:00:00Z,1996,1996-09-24T00:00:00Z,1999-05-18T00:00:00Z,1999,ABBOTT LAB,CHEN XIAOQI    US  | GREEN BRIAN E    US  | KEMPF DALE J    US  | LI LIN    US  | NORBECK DANIEL W    US  | SHAM HING L    US,C07D33502 | C07D33348 | C07D33332 | C07D49304 | C07D51900,ZA9708552A ,2,2,No,Grant,Yes
62,US6040434,A,Aldehyde oxidase inhibitors for treatment of aids,US19970984478,United States,1997-12-01T00:00:00Z,1997,1997-12-01T00:00:00Z,2000-03-21T00:00:00Z,2000,INABA TADANOBU | FAYZ SHIRIN | STEWART DAVID JOHN,FAYZ SHIRIN   CA  | INABA TADANOBU   CA  | STEWART DAVID JOHN   CA,A61K03170 | A61K00900 | A61K00922,CA2255325A1,2,2,No,Grant,Yes
63,US6232333,B1,Pharmaceutical composition,US19960031463P,United States,1996-11-21T00:00:00Z,1996,1997-11-07T00:00:00Z,2001-05-15T00:00:00Z,2001,ABBOTT LAB,AL-RAZZAK LAMAN A  US  | LINDENHURST GHOSH  US  | LIPARI JOHN  US,A61K031425 | A61K03142 | A01N04378 | A01N04376,US6458818B1 | US6521651B1 | US2003032619A1,4,1,No,Grant,Yes
64,US6251906,B1,Retroviral protease inhibiting compounds,US19980085709P,United States,1998-05-15T00:00:00Z,1998,1999-05-10T00:00:00Z,2001-06-26T00:00:00Z,2001,ABBOTT LAB,CHEN XIAOQI    US  | KEMPF DALE J    US  | NORBECK DANIEL W    US,C07D41714 | C07D41712 | C07D27724,US2001008892A1,2,1,No,Grant,Yes
65,US6391919,B1,Bis-amino acid sulfonamides containing substituted benzyl amines HIV protease inhibitors,US20000482146,United States,2000-01-12T00:00:00Z,2000,2000-01-12T00:00:00Z,2002-05-21T00:00:00Z,2002,BRISTOL MYERS SQUIBB PHARMA CO,KALTENBACH ROBERT F  US  | TRAINOR GEORGE L  US,A61K03118 | A61K03136 | A61K03134,None,1,1,No,Grant,Yes
66,US6440946,B1,"Multiple-agents-binding compound, production and use thereof",JP19990047557,Japan,1999-02-25T00:00:00Z,1999,1999-08-09T00:00:00Z,2002-08-27T00:00:00Z,2002,TAKEDA PHARMACEUTICAL COMPANY,KISO YOSHIAKI  JP  | FUJINO MASAHIKO  JP,A61K03170,CA2281133A1 | JP2000309598A  | CA2281133C ,3,3,No,Grant,Yes
67,US6558923,B2,Rapid single-cycle assay for human immunodeficiency virus type 1 drug resistance,US19980087335P,United States,1998-05-29T00:00:00Z,1998,2001-11-16T00:00:00Z,2003-05-06T00:00:00Z,2003,PASTEUR INSTITUT,DAM ELISABETH  FR  | RACE ESTHER  FR  | CHARNEAU PIERRE  FR  | CLAVEL FRANCOIS  FR  | OBRY VERONIQUE  FR  | PAULOUS SYLVIE  FR  | ZENNOU VERONIQUE  FR,C12P02106,US6103462A  | US2002119444A1,2,1,No,Grant,Yes
68,US6602885,B2,Piperidine derivatives useful as CCR5 antagonists,US19990132510P,United States,1999-05-04T00:00:00Z,1999,2001-11-08T00:00:00Z,2003-01-02T00:00:00Z,2003,SCHERING CORP,BAROUDY BAHIGE M    US  | CLADER JOHN W    US  | JOSIEN HUBERT B    US  | MCCOMBIE STUART W    US  | MCKITTRICK BRIAN A    US  | MILLER MICHAEL W    US  | NEUSTADT BERNARD R    US  | PALANI ANANDAN    US  | STEENSMA RUO    US  | TAGAT JAYARAM R    US  | VICE SUSAN F    US  | LAUGHLIN MARK A    US,C07D41714 | A61P03118 | A61P02528 | A61P01902 | C07D41314 | A61P03706 | C07D21158 | C07D40114,US6602885B2 | US20030004185A1 | US6387930B1,2,1,No,Grant,Yes
69,US6623761,B2,Method of making nanoparticles of substantially water insoluble materials,US20000748803,United States,2000-12-22T00:00:00Z,2000,2000-12-22T00:00:00Z,2002-08-29T00:00:00Z,2002,HASSAN EMADELDIN M,HASSAN EMADELDIN M    US,A61K000914 | A61K0031192 | A61K0031519 | A61K003157,US20020119916A1 | US20050129777A1,2,1,No,Grant,Yes
70,US6911214,B2,Flavoring systems for pharmaceutical compositions and methods of making such compositions,US20000230095P,United States,2000-09-05T00:00:00Z,2000,2001-09-04T00:00:00Z,2005-06-28T00:00:00Z,2005,ABBOTT LAB,ALANI LAMAN  US  | GAUWITZ DONALD P  US  | KAUL DILIP  US  | LIPARI JOHN M  US  | GHOSH SOUMOJEET  US  | MARSH KENNAN C  US  | WHELAN RICHARD H  US  | PETROSSIAN VANIK D  US,A61K00900,US2005191324A1 | US2002090445A1,3,1,No,Grant,Yes
71,US7141593,B1,Pharmaceutical formulations,US19990137634P,United States,1999-06-04T00:00:00Z,1999,2000-05-22T00:00:00Z,2006-11-28T00:00:00Z,2006,ABBOTT LAB,ALANI LAMAN    US  | GHOSH SOUMOJEET    US,A61K031425,US2007032436A1 | US7432294B2 | US2009053305A1 | US2007032435A1,4,1,No,Grant,Yes
72,US7148359,B2,Polymorph of a pharmaceutical,US19980093432P ,United States,1998-07-20T00:00:00Z,1998,2005-05-04T00:00:00Z,2006-12-12T00:00:00Z,2006,ABBOTT LAB,CHEMBURKAR SANJAY R    US  | PATEL KETAN    US,C07D27730 | A61K03804 | A61K031427 | C07D41702 | C07D41712,US2010144804A1 | US2007015804A1 | US2005203152A1 | US6894171B1 | US7183416B2 | US2005009756A1 | US7659405B2,5,1,No,Grant,Yes
73,US7205413,B2,Solvates and polymorphs of ritonavir and methods of making and using the same,US20020377211P,United States,2002-05-03T00:00:00Z,2002,2003-05-01T00:00:00Z,2007-04-17T00:00:00Z,2007,CENTOCOR ORTHO BIOTECH INC.,MORISSETTE SHERRY L    US  | ALMARSSON ORN    US  | SOUKASENE STEPHEN    US,C07D27730 | C07D41700 | A61K04506 | A61K031427 | C07D27728 | A01N04378 | B65D06900,US2004024031A1,1,1,No,Grant,Yes
74,US7364752,B1,Solid dispersion pharamaceutical formulations,US19990165018P,United States,1999-11-12T00:00:00Z,1999,2000-11-10T00:00:00Z,2008-04-29T00:00:00Z,2008,ABBOTT LAB,FORT JAMES J    US  | KRILL STEVEN L    US  | LAW DEVALINA    US  | QIU YIHONG    US  | PORTER WILLIAM R    US  | SCHMITT ERIC A    US,A61K00872 | A61K00948 | A61K00920 | A61K031425 | A61K031505,None,1,1,No,Grant,Yes
75,US7445897,B2,"Novel sequence variants of multi-drug resistance genes, MDR1 and MRP1, and recombinant cells expressing MRP1 and MDR1 for assessment of drug penetration and disposition",US20040539362P,United States,2004-01-26T00:00:00Z,2004,2005-01-26T00:00:00Z,2008-11-04T00:00:00Z,2008,THE UNIVERSITY OF WASHINGTON,HO RODNEY J  US  | YANG ZIPING  US  | SHEN DANNY D  US  | WU DANIEL  US,C12Q00168,US2009130701A1 | US2006024685A1,2,1,No,Grant,Yes
76,US7468274,B2,Single cell analysis of HIV replication capacity and drug resistance,US20040540716P,United States,2004-01-30T00:00:00Z,2004,2005-01-25T00:00:00Z,2008-12-23T00:00:00Z,2008,THE JOHNS HOPKINS UNIVERSITY,SILICIANO ROBERT    US  | ZHANG HAILI    US  | ZHOU YAN    US,G01N03348 | C12Q00170 | C12N015867 | G01N03350 | G06F01900,US2005244818A1,1,1,No,Grant,Yes
77,US7666419,B2,Anti-CCR5 antibody,US20020358886P,United States,2002-02-22T00:00:00Z,2002,2006-10-16T00:00:00Z,2010-02-23T00:00:00Z,2010,ABBOTT LAB,OLSON WILLIAM C    US  | MADDON PAUL J    US  | TSURUSHITA NAOYA    US  | HINTON PAUL R    US  | VASQUEZ MAXIMILLANO    US,A61K039395 | C12N01513 | C07K01628,US7851600B2 | US7122185B2 | US2003228306A1 | US2007031408A1 | US2008107595A1,3,1,No,Grant,Yes
78,US7785879,B1,"Pregnane X receptor compositions, crystals and uses thereof",US20050718516P,United States,2005-09-19T00:00:00Z,2005,2006-09-18T00:00:00Z,2010-08-31T00:00:00Z,2010,SCHERING CORP,WANG WENYAN    US  | TAREMI SHAHRIAR SHANE    US  | PROSISE WINIFRED W    US  | REICHERT PAUL    US  | LESBURG CHARLES A    US  | MADISON VINCENT S    US  | CHENG KUO-CHI    US,C12N00500 | C12N00100 | C07K01400 | C07H02104 | C12N00120 | C12P02106,None,2,1,No,Grant,Yes
79,US7812034,B2,Method of using protease inhibitors for the treatment of liposarcomas,US20030517612P,United States,2003-11-04T00:00:00Z,2003,2004-11-02T00:00:00Z,2010-10-12T00:00:00Z,2010,CITY OF HOPE,CHOW WARREN  US  | SHIH CHU-CHIH  US,A61N00500 | A61K0317056 | A61K031551,US2005176658A1,1,1,No,Grant,Yes
80,US7902203,B2,Anti-infective agents,US20020423209P,United States,2002-11-01T00:00:00Z,2002,2003-10-31T00:00:00Z,2011-03-08T00:00:00Z,2011,ABBOTT LAB,PRATT JOHN K    US  | BETEBENNER DAVID A    US  | DONNER PAMELA L    US  | GREEN BRIAN E    US  | KEMPF DALE J    US  | MCDANIEL KEITH F    US  | MARING CLARENCE J    US  | STOLL VINCENT S    US  | ZHANG RONG    US,C07D47104 | C07D41714 | C07D41704 | C07D49504 | C07D51304 | C07D51900,US2004167123A1,1,1,No,Grant,Yes
81,US7906519,B2,Methods for Concomitant Administration of Colchicine and a Second Active Agent,US20090138141P,United States,2009-01-14T00:00:00Z,2009,2010-08-18T00:00:00Z,2011-03-15T00:00:00Z,2011,MUTUAL PHARMACEUTICAL COMPANY,DAVIS MATTHEW W    US,A61K031427 | A61P02900,US2011039940A1 | US2010179169A1 | US2010305171A1 | US2010305172A1 | US7915269B2 | US7820681B1,5,1,No,Grant,Yes
82,WO1989010752,A1,RETROVIRAL PROTEASE INHIBITORS,US19880194678,United States,1988-05-13T00:00:00Z,1988,1989-05-12T00:00:00Z,1989-11-16T00:00:00Z,1989,ABBOTT LAB,KEMPF DALE J    US  | PLATTNER JACOB J    US  | NORBECK DANIEL W    US  | BOYD STEVEN A    US  | BAKER WILLIAM R    US  | ERICKSON JOHN W    US  | FUNG ANTHONY K L    US  | CROWLEY STEVEN R    US,A61K03116 | C07C23722 | C07D30728 | A61K03154 | C07D40704 | A61K03138 | C07C23336 | A61K031535 | C07D41304 | A61K031428 | C07C23347 | C07D27764 | A61K0315377 | A61K031405 | C07C23712 | A61K03142 | C07C23512 | C07D23112 | C07D27766 | C07D23336 | A61K031421 | A61K031426 | C07D27728 | C07D30904 | C07D25704 | A61K0315375 | C07D30714 | C07D27110 | C07D30920 | C07D31734 | A61K03144 | A61K031335 | A61K031275 | C07C23710 | A61P04300 | C07C23510 | A61K031425 | C07D29520 | A61P03112 | C07D26510 | C07D23364 | A61K03855 | A61K0314245 | A61K031365 | C07D20712 | A61K03134 | A61K03140 | C07D26316 | C07D21381 | A61K031381 | A61K031341 | C07D207337 | C07D23904 | A61K031357 | C07C27122 | C07D23910 | C07D27300 | C07K00506 | C07D295215 | C07C32360 | C07K00702 | C07D26320 | C07K005107 | C07D30768 | C07D26324 | C07D30758 | C07D26506 | C07D295205 | C07D41306 | C07K005103 | C07D33338 | C07K005065 | C07D23332 | C07D31736 | C07D26322 | C07D26306 | C07D26326 | C07C31744 | A61K03800,EP415981A4 | EP415981A1 | JP3504247T  | AU3566089A  | EP342541A3 | IL90218D0 | EP342541A2,5,4,Yes,Application,No
83,WO1992008701,A1,RETROVIRAL PROTEASE INHIBITORS,US19900615210,United States,1990-11-19T00:00:00Z,1990,1991-11-18T00:00:00Z,1992-05-29T00:00:00Z,1992,MONSANTO CO | SEARLE & CO,CLARE MICHAEL    US  | DECRESCENZO GARY ANTHONY    US  | FRESKOS JOHN NICHOLAS    US  | GETMAN DANIEL PAUL    US  | HEINTZ ROBERT MARTIN    US  | LIN KO-CHUNG    US  | MUELLER RICHARD AUGUST    US  | REED KATHRYN LEA    US  | TALLEY JOHN JEFFREY    US  | VAZQUEZ MICHAEL LAWRENCE    US  | SUN ERIC TAK ON    US,C07C069593 | C07D21340 | A61K031472 | A61K031343 | A61K0315375 | A61K031454 | C07D23926 | A61K0314427 | C12N00999 | C07D20716 | A61K0314184 | A61P04300 | A61K03144 | C07D30779 | C07C31131 | A61P03112 | A61K0314402 | A61K0314418 | C07C31740 | C07C32340 | C07C27526 | C07D21116 | C07C31748 | C07D23508 | A61K031445 | A61K031185 | A61P03704 | A61K0315355 | C07D29512 | C07C27504 | A61K0314409 | C07C31145 | A61K031535 | A61K031505 | A61K0314406 | A61K03134 | C07C31728 | A61K031415 | C07C27540 | A61K03140 | C07C21300 | C07D23524 | C07D40112 | C07C27524 | C07C31750 | C07D24144 | A61K0315377 | C07C32360 | A61K0314709 | C07C21308 | C07D29515 | C07D21548 | C07C31147 | C07C27122 | C07D21381 | C07C32906 | C07C27514 | C07K00502 | C07C33512 | C07D23938 | C07D21550 | C07D29513 | A61K03147 | C07D21554 | C07D21726 | A61K031195 | C07K00506 | C07K005078 | C07D23506 | C07C33508 | C07C31744 | C07D30785 | C07C27518 | A61K031496 | C07C27528 | A61K03117 | A61K031197 | C07C27120 | A61K031216 | C07C21302 | C07C27522 | A61K03127 | A61K03800 | C07C21528 | C07C27116,CA2096409A1 | DE69129235T2 | US5708004A  | GR3035176T3 | PT99554A  | EP855388B1 | AT147378T  | EP558630B1 | US2002161234A1 | US5872298A  | JP2003192648A  | ES2243958T3 | EP731088A2 | EP558673B1 | EP855388A2 | EP730570A1 | CA2096408C  | EP813868A3 | EP730570B1 | DE69304051T2 | US5872299A  | AU1083395A  | HU9301447D0 | EP735019A2 | DE69126987T2 | EP641333A1 | EP815856B1 | DK0558673T3 | US5475013A  | DE69130070D1 | AT164839T  | GR3020814T3 | WO9208699A1 | ES2059293T1 | CA2096409C  | US5510349A  | DE69118907T2 | US7189864B2 | US6974876B2 | EP813867A3 | DK0855388T3 | DE69132439T2 | CA2096525C  | MX9102139A  | AT170169T  | DE69130070T2 | US5620977A  | IE914018A1 | AU9085191A  | EP813867B1 | DE69124110D1 | JP7508041T  | PT730570E  | ES2059289T1 | CA2131182C  | GR3023051T3 | JP6503092T  | PT99553A  | AU4253193A  | DE69424065D1 | DK0813868T3 | DE69129235D1 | ZA9109164A  | ES2151618T3 | DE69133466T2 | US2005171366A1 | AT214046T  | ZA9109160A  | EP558657B1 | DE69133463D1 | IL100085D0 | IL100083D0 | EP815856A3 | AT136888T  | AU9125191A  | AU9053191A  | CA2096528A1 | ZA9109161A  | US5583238A  | JP6502860T  | DE69133464D1 | ES2145252T3 | ES2059289T3 | GR3020451T3 | EP813867A2 | AU4253093A  | ZA9109163A  | ES2059294T1 | MX9102136A  | WO9208698A1 | AU676479B2 | DK0558657T3 | AT296626T  | DE69132423D1 | DK0554400T3 | AT141265T  | EP641333B1 | ES2091000T3 | IL100087D0 | DK730570T3 | EP855388A3 | EP735019A3 | US6022996A  | AT296624T  | CA2096408A1 | DE69132439D1 | PT99552A  | DE69126987D1 | US5610190A  | MX9102138A  | EP731088A3 | EP731088B1 | AU662114B2 | IE914019A1 | DK0813867T3 | US5510378A  | DK0815856T3 | DE69133466D1 | DE69430077T2 | ES2059296T1 | PT855388E  | MX9102137A  | EP813868B1 | DE69304051D1 | EP558630A1 | EP558603B1 | JP2003160545A  | MX9102151A  | DK0731088T3 | CA2096407C  | AT296625T  | DE69118907D1 | DE69132423T2 | ZA9109162A  | EP813868A2 | JP3492362B2 | US6570027B2 | ES2243959T3 | HU9301446D0 | AU9133291A  | DE69133463T2 | WO9514653A1 | EP554400A1 | IE914022A1 | EP558603A1 | HU9301445D0 | IE914021A1 | US5510487A  | US5622949A  | CA2131182A1 | ES2059294T3 | AU9092591A  | AT196759T  | DK0558630T3 | ES2059295T1 | DK0558603T3 | EP558673A1 | US5698569A  | DE69424065T2 | CA2096528C  | US2003225285A1 | ES2173520T3 | DE69124110T2 | JP6502866T  | EP554400B1 | ES2059293T3 | IE914020A1 | WO9208688A1 | JP6505963T  | US5703076A  | AU662309B2 | US5482947A  | GR3024586T3 | WO9208700A1 | US5602175A  | PT99551A  | ES2059295T3 | AT155779T  | AU661667B2 | GR3034894T3 | CA2096525A1 | IL100086D0 | AT191907T  | WO9323368A1 | US5614522A  | EP735019B1 | EP558657A1 | US5648511A  | DK641333T3 | ES2059296T3 | DE69133464T2 | JP6502859T  | IL100084D0 | PT99555A  | WO9323388A1 | US5475027A  | ES2243960T3 | US6388094B1 | AT196466T  | EP815856A2 | DK0735019T3 | ES2151975T3 | GR3033429T3 | DE69430077D1 | CA2096407A1,148,14,Yes,Grant,Yes
84,WO1993009096,A1,HIV PROTEASE INHIBITORS USEFUL FOR THE TREATMENT OF AIDS,US19910789508,United States,1991-11-08T00:00:00Z,1991,1992-11-03T00:00:00Z,1993-05-13T00:00:00Z,1993,MERCK & CO INC,VACCA JOSEPH P    US  | DORSEY BRUCE D    US  | GUARE JAMES P    US  | HOLLOWAY M KATHARINE    US  | HUNGATE RANDALL W    US,A61K03147 | C07F00909 | C07F00718 | A61K031495 | C07D33506 | A61K031535 | A61P03112 | A61P03118 | C07D21708 | A61K03140 | A61K031195 | C07C23712 | A61K03116 | A61P04300 | A61K031472 | A61K0314025 | A61K031497 | A61K031496 | A61K031415 | C12N00999 | C07D40106 | C07D40512 | C07D21726 | C07D21160 | C07D40906 | C07D41712 | C07D41306 | C07D20716 | C07D24104 | C07D41706 | C07D40506 | C07D40912 | C07D40312 | C07D40112 | C07D40306,CN1176250A  | CY2326B1 | JP8508496T  | ZA9402255A  | CA2195027A1 | BR9406503A  | IL109166D0 | IL103613A  | BR9406576A  | HU220866B1 | AU5921394A  | BG61725B1 | CZ9502528A3 | AT163926T  | SK52394A3 | KR273623B1 | JP2004101C  | DE69224703D1 | CZ9401110A3 | SG52731A1 | IL109166A  | AT230610T  | BG62083B1 | HK1006060A1 | FI954580D0 | FI981591A  | FI942112A  | RU2139052C1 | HU9503170D0 | BG100114A  | RU2131416C1 | NO941696D0 | CZ286412B6 | KR100273623B1 | JP7033373B  | WO9426717A1 | MX9403380A  | AU676563B2 | CY2090A  | SI9420017A  | DK617968T3 | RO118000B1 | DE69431972T2 | SK279471B6 | PT617968E  | NZ265164A  | CN1126469A  | EP617968B1 | WO9422480A1 | HU9401424D0 | DE69224703T2 | BG98745A  | BG100016A  | PL310895A1 | NO941696A  | LV12208A  | HR940209B1 | FI106025B1 | FI955315D0 | LV12208B  | RO115726B1 | CA2195027C  | GB9508300D0 | FI955315A  | ES2188604T3 | CY2090B1 | GR3026334T3 | NO303383B1 | FI954580A  | US5527799A  | ZA9208563A  | US5413999A  | SG64366A1 | FI942112D0 | SK136395A3 | JP5279337A  | SK122595A3 | HU73135A2 | ZA9403104A  | SI9420017B  | NO953876D0 | NZ244986A  | HR940286A2 | IL103613D0 | AU659234B2 | RU2171254C2 | CA2081970C  | CA2161334A1 | AU2819992A  | DZ1766A1 | ES2112880T3 | US5717097A  | FI981591D0 | CN1090187C  | CZ287610B6 | EP617968A1 | HU74006A2 | AU6669294A  | EP541168B1 | SK281864B6 | IL109503D0 | CZ9502900A3 | HK1009248A1 | NO953876A  | NO954427A  | PL171340B1 | CA2081970A1 | NO954427D0 | LV13141B  | EP696277A1 | HU9502860D0 | JP8509980T  | EP541168A1 | DE69431972D1 | AU685772B2 | PL311635A1 | HR940209A2 | CN1120316A  | CA2120192A1 | HU70519A2 | US5668132A  | GB2288801A  | DK0541168T3,87,36,Yes,Grant,Yes
85,WO1994014436,A1,RETROVIRAL PROTEASE INHIBITING COMPOUNDS,US19800518730,United States,1980-05-09T00:00:00Z,1980,1993-12-16T00:00:00Z,1994-07-07T00:00:00Z,1994,ABBOTT LAB,KEMPF DALE J    US  | NORBECK DANIEL W    US  | SHAM HING LEUNG    US  | ZHAO CHEN    US  | SOWIN THOMAS J    US  | RENO DANIEL S    US  | HAIGHT ANTHONY R    US  | COOPER ARTHUR J    US,C07D27502 | C07D26324 | C07D26108 | A61K031426 | A61P03704 | A61P03500 | A61K0315375 | A61K0315377 | A61K03154 | C07D41714 | A61P04300 | A61P03502 | A61P03112 | A61K03142 | A61K031535 | A61K031421 | C07D26530 | A61K031422 | C07C21518 | C07C23722 | C07D27734 | C07C27120 | C07C053134 | C07D26106 | C07D26332 | C07D30336 | C07C27134 | C07D41314 | C07D27722 | C07D27728 | A61P03118 | C07D27736 | C07F00504 | A61K0314164 | A61K031415 | C07C27524 | C07C23710 | C07C27122 | C07D27724 | C07D41312 | C07C23340 | C07F00502 | C07D27730 | C07C21520 | C07D27742 | A61K031395 | C07C21528 | A61K04506 | A61K031425 | C07D26348 | C07D41712 | C07D27756 | A61K031427 | C07D26330 | C07D27732,US5597927A  | JP10087639A  | HK1012337A1 | DK0674513T3 | JP2001354663A  | AT143262T  | DK0402646T3 | DE69332616T2 | HU9500480A3 | IL117425D0 | EP727419A3 | DE69632949D1 | US5616714A  | JP3128335A  | JP2010215650A  | EP727419B1 | US5597926A  | DE69632949T2 | EP674513A4 | GR95300059T1 | IL112962A  | GR3021170T3 | US5659045A  | ES2088839T3 | MX9706827A  | EP486948A2 | CA2214629C  | US5837873A  | US5648497A  | US5565418A  | US5354866A  | DE69133610D1 | CA2055670C  | US5580984A  | HK1039612A1 | EP1302468A1 | DE69305093T2 | NZ233717A  | US6150530A  | DK1302468T3 | DE69332616D1 | ES2225874T3 | EP402646B1 | CA2135890A1 | US5955420A  | EP815224A1 | CA2585898A1 | CA2170020A1 | AU650491B2 | IL108126A  | WO9217176A1 | DE10199053I1 | KR187613B1 | DK0727419T3 | WO9323361A1 | CH689001A5 | AU5571190A  | KR100187613B1 | JP3569240B2 | ES2088839T1 | US5635523A  | AT230402T  | EP997459B1 | JP8505844T  | AT415394T  | CA2017252A1 | DE69034202T2 | DE69032493D1 | DE69034202D1 | US6211142B1 | EP839798A2 | JP2006232845A  | AU645493B2 | GR3035148T3 | JP2761374B2 | IL94444A  | US5256677A  | EP839798A3 | US5886036A  | CA2605872A1 | CA2393271C  | JP3342873B2 | JP2963910B2 | AT271606T  | DE69132435D1 | NL300060I2 | EP486948B1 | IL136396D0 | DK0997459T3 | HK1021530A1 | EP997459A1 | ES2119737T3 | JP10505507T  | JP4308574A  | AT417836T  | US5659044A  | EP815224B1 | US5674882A  | KR255897B1 | HU211606B3 | EP317847A1 | JP3812969B2 | US5541334A  | EP1090914A3 | EP674513A1 | US5362912A  | PT1302468E  | US5608072A  | MX9203679A  | IL133409D0 | KR0184866B1 | DE69334250D1 | KR100255897B1 | ZA9601946A  | KR184866B1 | WO9628548A1 | US6531610B1 | US5892052A  | JP9118679A  | US5539122A  | AT302180T  | PT727419E  | AU697681B2 | ES2070660B1 | AU5183696A  | HK130697A  | MX9302878A  | DE69331643T2 | ES2070660A1 | JP64160532A  | IL108126D0 | US5625072A  | MX9204259A  | AT196761T  | CA2585898C  | IT1273979B  | EP674513B1 | EP1090914A2 | US5846987A  | JP2637847B2 | AU1492795A  | CA2502856A1 | IE20010533A1 | CA2393271A1 | ITMI913081A1 | CA2214629A1 | DK1090914T3 | EP727419A2 | AU2856097A  | PT100304A  | AT168677T  | IL136396A  | IL148516A  | IL94444D0 | HK1057038A1 | US5597928A  | JP3207901B2 | AT213733T  | DK0839798T3 | MX9203693A  | ES2317977T3 | US5583233A  | EP402646A1 | EP486948A3 | EP1302468B1 | IL133409A  | US5696270A  | PT99545B  | JP3914065B2 | US6255068B1 | AU712585B2 | ES2189721T3 | IL148516D0 | PT99545A  | ITMI913081D0 | IL99952A  | US5670675A  | US5545750A  | US5554783A  | US5541206A  | LU90839A9 | KR187990B1 | ES2174992T3 | US5679797A  | CA2017252C  | CA1324067C  | AU5954694A  | US6667404B2 | BR1100661A  | AU659575B2 | CA2055670A1 | CA2135890C  | CA2502856C  | US5142056A  | IL99952D0 | IL112962D0 | US5583232A  | US5552558A  | KR100187990B1 | JP2002322159A  | NL300060I1 | AU677500B2 | DE69331643D1 | US5616720A  | US5151438A  | EP839798B1 | EP1090914B1 | IE920714A1 | US2003195362A1 | IE913840A1 | DE69032493T2 | US5591860A  | AU8771591A  | US6169070B1 | DE69132435T2 | DE69305093D1 | DK0486948T3 | CH688551A5 | CA2170020C  | US6017928A  | DE674513T1 | CH684696A5,142,24,Yes,Grant,Yes
86,WO1995006061,A1,RETROVIRAL PROTEASE INHIBITORS AND COMBINATIONS THEREOF,US19930109787,United States,1993-08-20T00:00:00Z,1993,1994-08-09T00:00:00Z,1995-03-02T00:00:00Z,1995,MONSANTO CO | SEARLE & CO,CHANG MIN S   US  | STOLZENBACH JAMES C   US  | TALLEY JOHN J   US  | VAZQUEZ MICHAEL L   US  | GETMAN DANIEL P   US  | MUELLER RICHARD A   US  | OTTINGER JAMES C   US  | DECRESCENZO GARY A   US,C07K00503 | A61K03806,US5750648A  | IL110724D0 | ZA9406325A  | AU7518694A  | IL110724A ,5,5,Yes,Grant,Yes
