type,office,office_code,origin,technology_original,technology_number,technology,year,records
Income,Lower middle-income,W3,Non-Resident,13 - Medical technology,13,Medical technology,1981,20
Income,Lower middle-income,W3,Non-Resident,14 - Organic fine chemistry,14,Organic fine chemistry,1981,307
Income,Lower middle-income,W3,Non-Resident,15 - Biotechnology,15,Biotechnology,1981,21
Income,Lower middle-income,W3,Non-Resident,16 - Pharmaceuticals,16,Pharmaceuticals,1981,167
Income,Lower middle-income,W3,Non-Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",1981,38
Income,Lower middle-income,W3,Non-Resident,18 - Food chemistry,18,Food chemistry,1981,42
Income,Lower middle-income,W3,Non-Resident,19 - Basic materials chemistry,19,Basic materials chemistry,1981,176
Income,Lower middle-income,W3,Non-Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",1981,118
Income,Lower middle-income,W3,Non-Resident,"21 - Surface technology, coating",21,"Surface technology, coating",1981,25
Income,Lower middle-income,W3,Non-Resident,23 - Chemical engineering,23,Chemical engineering,1981,88
Income,Lower middle-income,W3,Non-Resident,24 - Environmental technology,24,Environmental technology,1981,18
Income,Lower middle-income,W3,Non-Resident,25 - Handling,25,Handling,1981,33
Income,Lower middle-income,W3,Non-Resident,26 - Machine tools,26,Machine tools,1981,22
Income,Lower middle-income,W3,Non-Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",1981,16
Income,Lower middle-income,W3,Non-Resident,28 - Textile and paper machines,28,Textile and paper machines,1981,27
Income,Lower middle-income,W3,Non-Resident,29 - Other special machines,29,Other special machines,1981,48
Income,Lower middle-income,W3,Non-Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,1981,33
Income,Lower middle-income,W3,Non-Resident,31 - Mechanical elements,31,Mechanical elements,1981,18
Income,Lower middle-income,W3,Non-Resident,32 - Transport,32,Transport,1981,20
Income,Lower middle-income,W3,Non-Resident,"33 - Furniture, games",33,"Furniture, games",1981,11
Income,Lower middle-income,W3,Non-Resident,34 - Other consumer goods,34,Other consumer goods,1981,18
Income,Lower middle-income,W3,Non-Resident,35 - Civil engineering,35,Civil engineering,1981,50
Income,Low-income,W4,Resident,0 - Unknown,0,Unknown,1981,3
Income,Low-income,W4,Resident,14 - Organic fine chemistry,14,Organic fine chemistry,1981,2
Income,Low-income,W4,Resident,16 - Pharmaceuticals,16,Pharmaceuticals,1981,1
Income,Low-income,W4,Resident,18 - Food chemistry,18,Food chemistry,1981,2
Income,Low-income,W4,Resident,19 - Basic materials chemistry,19,Basic materials chemistry,1981,1
Income,Low-income,W4,Resident,29 - Other special machines,29,Other special machines,1981,3
Income,Low-income,W4,Resident,35 - Civil engineering,35,Civil engineering,1981,2
Income,Low-income,W4,Non-Resident,0 - Unknown,0,Unknown,1981,40
Income,Low-income,W4,Non-Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",1981,39
Income,Low-income,W4,Non-Resident,2 - Audio-visual technology,2,Audio-visual technology,1981,7
Income,Low-income,W4,Non-Resident,3 - Telecommunications,3,Telecommunications,1981,16
Income,Low-income,W4,Non-Resident,4 - Digital communication,4,Digital communication,1981,5
Income,Low-income,W4,Non-Resident,5 - Basic communication processes,5,Basic communication processes,1981,1
Income,Low-income,W4,Non-Resident,6 - Computer technology,6,Computer technology,1981,4
Income,Low-income,W4,Non-Resident,7 - IT methods for management,7,IT methods for management,1981,1
Income,Low-income,W4,Non-Resident,8 - Semiconductors,8,Semiconductors,1981,3
Income,Low-income,W4,Non-Resident,9 - Optics,9,Optics,1981,7
Income,Low-income,W4,Non-Resident,10 - Measurement,10,Measurement,1981,49
Income,Low-income,W4,Non-Resident,11 - Analysis of biological materials,11,Analysis of biological materials,1981,2
Income,Low-income,W4,Non-Resident,12 - Control,12,Control,1981,18
Income,Low-income,W4,Non-Resident,13 - Medical technology,13,Medical technology,1981,17
Income,Low-income,W4,Non-Resident,14 - Organic fine chemistry,14,Organic fine chemistry,1981,300
Income,Low-income,W4,Non-Resident,15 - Biotechnology,15,Biotechnology,1981,30
Income,Low-income,W4,Non-Resident,16 - Pharmaceuticals,16,Pharmaceuticals,1981,144
Income,Low-income,W4,Non-Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",1981,22
Income,Low-income,W4,Non-Resident,18 - Food chemistry,18,Food chemistry,1981,73
Income,Low-income,W4,Non-Resident,19 - Basic materials chemistry,19,Basic materials chemistry,1981,239
Income,Low-income,W4,Non-Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",1981,146
Income,Low-income,W4,Non-Resident,"21 - Surface technology, coating",21,"Surface technology, coating",1981,41
Income,Low-income,W4,Non-Resident,23 - Chemical engineering,23,Chemical engineering,1981,86
Income,Low-income,W4,Non-Resident,24 - Environmental technology,24,Environmental technology,1981,29
Income,Low-income,W4,Non-Resident,25 - Handling,25,Handling,1981,39
Income,Low-income,W4,Non-Resident,26 - Machine tools,26,Machine tools,1981,42
Income,Low-income,W4,Non-Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",1981,36
Income,Low-income,W4,Non-Resident,28 - Textile and paper machines,28,Textile and paper machines,1981,39
Income,Low-income,W4,Non-Resident,29 - Other special machines,29,Other special machines,1981,110
Income,Low-income,W4,Non-Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,1981,86
Income,Low-income,W4,Non-Resident,31 - Mechanical elements,31,Mechanical elements,1981,61
Income,Low-income,W4,Non-Resident,32 - Transport,32,Transport,1981,58
Income,Low-income,W4,Non-Resident,"33 - Furniture, games",33,"Furniture, games",1981,13
Income,Low-income,W4,Non-Resident,34 - Other consumer goods,34,Other consumer goods,1981,27
Income,Low-income,W4,Non-Resident,35 - Civil engineering,35,Civil engineering,1981,170
Income,Upper middle-income,W2,Resident,0 - Unknown,0,Unknown,1981,1067
Income,Upper middle-income,W2,Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",1981,312
Income,Upper middle-income,W2,Resident,2 - Audio-visual technology,2,Audio-visual technology,1981,66
Income,Upper middle-income,W2,Resident,3 - Telecommunications,3,Telecommunications,1981,52
Income,Upper middle-income,W2,Resident,4 - Digital communication,4,Digital communication,1981,7
Income,Upper middle-income,W2,Resident,5 - Basic communication processes,5,Basic communication processes,1981,63
Income,Upper middle-income,W2,Resident,6 - Computer technology,6,Computer technology,1981,44
Income,Upper middle-income,W2,Resident,8 - Semiconductors,8,Semiconductors,1981,26
Income,Upper middle-income,W2,Resident,9 - Optics,9,Optics,1981,55
Income,Upper middle-income,W2,Resident,10 - Measurement,10,Measurement,1981,386
Income,Upper middle-income,W2,Resident,11 - Analysis of biological materials,11,Analysis of biological materials,1981,24
Income,Upper middle-income,W2,Resident,12 - Control,12,Control,1981,100
Income,Upper middle-income,W2,Resident,13 - Medical technology,13,Medical technology,1981,124
Income,Upper middle-income,W2,Resident,14 - Organic fine chemistry,14,Organic fine chemistry,1981,302
Income,Upper middle-income,W2,Resident,15 - Biotechnology,15,Biotechnology,1981,18
Income,Upper middle-income,W2,Resident,16 - Pharmaceuticals,16,Pharmaceuticals,1981,156
Income,Upper middle-income,W2,Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",1981,235
Income,Upper middle-income,W2,Resident,18 - Food chemistry,18,Food chemistry,1981,118
Income,Upper middle-income,W2,Resident,19 - Basic materials chemistry,19,Basic materials chemistry,1981,126
Income,Upper middle-income,W2,Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",1981,292
Income,Upper middle-income,W2,Resident,"21 - Surface technology, coating",21,"Surface technology, coating",1981,91
Income,Upper middle-income,W2,Resident,23 - Chemical engineering,23,Chemical engineering,1981,203
Income,Upper middle-income,W2,Resident,24 - Environmental technology,24,Environmental technology,1981,47
Income,Upper middle-income,W2,Resident,25 - Handling,25,Handling,1981,188
Income,Upper middle-income,W2,Resident,26 - Machine tools,26,Machine tools,1981,317
Income,Upper middle-income,W2,Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",1981,128
Income,Upper middle-income,W2,Resident,28 - Textile and paper machines,28,Textile and paper machines,1981,121
Income,Upper middle-income,W2,Resident,29 - Other special machines,29,Other special machines,1981,201
Income,Upper middle-income,W2,Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,1981,82
Income,Upper middle-income,W2,Resident,31 - Mechanical elements,31,Mechanical elements,1981,210
Income,Upper middle-income,W2,Resident,32 - Transport,32,Transport,1981,155
Income,Upper middle-income,W2,Resident,"33 - Furniture, games",33,"Furniture, games",1981,117
Income,Upper middle-income,W2,Resident,34 - Other consumer goods,34,Other consumer goods,1981,113
Income,Upper middle-income,W2,Resident,35 - Civil engineering,35,Civil engineering,1981,279
Income,Upper middle-income,W2,Non-Resident,0 - Unknown,0,Unknown,1981,1278
Income,Upper middle-income,W2,Non-Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",1981,606
Income,Upper middle-income,W2,Non-Resident,2 - Audio-visual technology,2,Audio-visual technology,1981,129
Income,Upper middle-income,W2,Non-Resident,3 - Telecommunications,3,Telecommunications,1981,168
Income,Upper middle-income,W2,Non-Resident,4 - Digital communication,4,Digital communication,1981,56
Income,Upper middle-income,W2,Non-Resident,5 - Basic communication processes,5,Basic communication processes,1981,92
Income,Upper middle-income,W2,Non-Resident,6 - Computer technology,6,Computer technology,1981,87
Income,Upper middle-income,W2,Non-Resident,7 - IT methods for management,7,IT methods for management,1981,3
Income,Upper middle-income,W2,Non-Resident,8 - Semiconductors,8,Semiconductors,1981,49
Income,Upper middle-income,W2,Non-Resident,9 - Optics,9,Optics,1981,97
Income,Upper middle-income,W2,Non-Resident,10 - Measurement,10,Measurement,1981,338
Income,Upper middle-income,W2,Non-Resident,11 - Analysis of biological materials,11,Analysis of biological materials,1981,54
Income,Upper middle-income,W2,Non-Resident,12 - Control,12,Control,1981,100
Income,Upper middle-income,W2,Non-Resident,13 - Medical technology,13,Medical technology,1981,274
Income,Upper middle-income,W2,Non-Resident,14 - Organic fine chemistry,14,Organic fine chemistry,1981,1440
Income,Upper middle-income,W2,Non-Resident,15 - Biotechnology,15,Biotechnology,1981,156
Income,Upper middle-income,W2,Non-Resident,16 - Pharmaceuticals,16,Pharmaceuticals,1981,719
Income,Upper middle-income,W2,Non-Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",1981,402
Income,Upper middle-income,W2,Non-Resident,18 - Food chemistry,18,Food chemistry,1981,167
Income,Upper middle-income,W2,Non-Resident,19 - Basic materials chemistry,19,Basic materials chemistry,1981,913
Income,Upper middle-income,W2,Non-Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",1981,587
Income,Upper middle-income,W2,Non-Resident,"21 - Surface technology, coating",21,"Surface technology, coating",1981,251
Income,Upper middle-income,W2,Non-Resident,23 - Chemical engineering,23,Chemical engineering,1981,664
Income,Upper middle-income,W2,Non-Resident,24 - Environmental technology,24,Environmental technology,1981,153
Income,Upper middle-income,W2,Non-Resident,25 - Handling,25,Handling,1981,498
Income,Upper middle-income,W2,Non-Resident,26 - Machine tools,26,Machine tools,1981,375
Income,Upper middle-income,W2,Non-Resident,"27 - Engines, pumps, turbines",27,"Engines, pumps, turbines",1981,290
Income,Upper middle-income,W2,Non-Resident,28 - Textile and paper machines,28,Textile and paper machines,1981,373
Income,Upper middle-income,W2,Non-Resident,29 - Other special machines,29,Other special machines,1981,648
Income,Upper middle-income,W2,Non-Resident,30 - Thermal processes and apparatus,30,Thermal processes and apparatus,1981,270
Income,Upper middle-income,W2,Non-Resident,31 - Mechanical elements,31,Mechanical elements,1981,590
Income,Upper middle-income,W2,Non-Resident,32 - Transport,32,Transport,1981,535
Income,Upper middle-income,W2,Non-Resident,"33 - Furniture, games",33,"Furniture, games",1981,160
Income,Upper middle-income,W2,Non-Resident,34 - Other consumer goods,34,Other consumer goods,1981,223
Income,Upper middle-income,W2,Non-Resident,35 - Civil engineering,35,Civil engineering,1981,635
Income,High-income,W1,Resident,0 - Unknown,0,Unknown,1982,1941
Income,High-income,W1,Resident,"1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy",1982,5471
Income,High-income,W1,Resident,2 - Audio-visual technology,2,Audio-visual technology,1982,1800
Income,High-income,W1,Resident,3 - Telecommunications,3,Telecommunications,1982,1508
Income,High-income,W1,Resident,4 - Digital communication,4,Digital communication,1982,311
Income,High-income,W1,Resident,5 - Basic communication processes,5,Basic communication processes,1982,1324
Income,High-income,W1,Resident,6 - Computer technology,6,Computer technology,1982,1081
Income,High-income,W1,Resident,7 - IT methods for management,7,IT methods for management,1982,25
Income,High-income,W1,Resident,8 - Semiconductors,8,Semiconductors,1982,916
Income,High-income,W1,Resident,9 - Optics,9,Optics,1982,2041
Income,High-income,W1,Resident,10 - Measurement,10,Measurement,1982,4101
Income,High-income,W1,Resident,11 - Analysis of biological materials,11,Analysis of biological materials,1982,301
Income,High-income,W1,Resident,12 - Control,12,Control,1982,1354
Income,High-income,W1,Resident,13 - Medical technology,13,Medical technology,1982,2029
Income,High-income,W1,Resident,14 - Organic fine chemistry,14,Organic fine chemistry,1982,3820
Income,High-income,W1,Resident,15 - Biotechnology,15,Biotechnology,1982,540
Income,High-income,W1,Resident,16 - Pharmaceuticals,16,Pharmaceuticals,1982,940
Income,High-income,W1,Resident,"17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers",1982,2164
Income,High-income,W1,Resident,18 - Food chemistry,18,Food chemistry,1982,828
Income,High-income,W1,Resident,19 - Basic materials chemistry,19,Basic materials chemistry,1982,3039
Income,High-income,W1,Resident,"20 - Materials, metallurgy",20,"Materials, metallurgy",1982,2349
