Title,Publication number,Publication date,Inventor(s),Applicant(s),International classification,Cooperative Patent Classification,Application number,Date of application,Priority number(s),Patents cited in the search report,Literature cited in the search report,Patents cited during examination,Literature cited during examination,Other patent citations,Other literature citations,Patents used in opposition,Literature used in opposition,Patents cited by the applicant,Literature cited by the applicant,International search citation,International search NPL citation,Supplementary international search citation,Supplementary international search NPL citation
"METHOD FOR PREPARING PIZZA USING ROOIBOS AND ROOIBOS PIZZA HAVING TASTE AND FLAVOR OF ROOIBOS, PLENTIFUL MINERALS, AND A LARGE QUANTITY OF SOD PRODUCED THEREFROM",KR20040095860 (A),16/11/2004,YANG SEUNG HWAN,YANG SEUNG HWAN,A21D13/00; A21D13/00,,KR20030026860,20030428,KR20030026860 20030428,,,,,,,,,,,,,,
PRODUCTION OF POTATO-CHEESE TOPPING CREAM THAT IS USED IN PIZZA SHELL DECORATION,KR20040082630 (A); KR100596345 (B1),30/09/2004,KO HEE RAN,KO HEE RAN,A23C13/00; A23C13/00,,KR20030017227,20030319,KR20030017227 20030319,,,,,,,,,,,,,,
PRODUCTION OF PICKLED MELON IN BRINE SOLUTION CONTAINING CALCIUM LACTATE,KR100500048 (B1); KR20040082448 (A),30/09/2004,CHOE KYU HONG,CHOE KYU HONG,A23L1/218; A23L1/218,,KR20030016478,20030317,KR20030016478 20030317,,,,,,,,,,,,,,
PRODUCTION OF PIZZA-LIKE VEGETABLE BURGER,KR100526449 (B1); KR20030026298 (A),31/03/2003,KIM SEONG CHIâ€‚[KR],KIM SEONG CHIâ€‚[KR],A21D13/00; A21D13/00,,KR20030015305,20030312,KR20030015305 20030312,,,,,,,,,,,,,,
SYSTEM FOR STORING AND DELIVERING FOOD FOR STERILIZING AND REHEATING,KR100396150 (B1),18/08/2003,JI YO SEP,JI YO SEP,A47J47/14; A47J39/00; A47J47/14,A47J39/006,KR20030003326,20030117,KR20030003326 20030117,,,,,,,,,,,,,,
METHOD FOR MANUFACTURING MULTI-FUNCTIONAL SAUCE FOR PIZZA AND CHICKEN USING HERBAL MEDICINES AND FRUITS,KR20030011137 (A),06/02/2003,BAK SUN HEEâ€‚[KR],BAK SUN HEEâ€‚[KR],A23L1/39; A23L1/39,,KR20030002573,20030111,KR20030002573 20030111,,,,,,,,,,,,,,
"FUNCTIONAL PIZZA CONTAINING DIET ENZYME, HERB MEDICINES AND FUNCTIONAL MATERIALS",KR20040063727 (A),14/07/2004,SON YOUNG SUK,SON YOUNG SUK,A21D13/00; A21D13/00,,KR20030001237,20030108,KR20030001237 20030108,,,,,,,,,,,,,,
ANTIBIOTIC CONTAINER FOR DELIVERING PIZZA,KR20030008175 (A),24/01/2003,KANG HYE WANâ€‚[KR];  KANG SUNG WANâ€‚[KR];  SON JUNG BOKâ€‚[KR],KANG SUNG WANâ€‚[KR],A47J47/14; B65D85/36; A47J47/14; B65D85/36,,KR20020080950,20021217,KR20020080950 20021217,,,,,,,,,,,,,,
PRODUCTION OF PIZZA KNIFE NOODLES AND PIZZA CLEAR SOUP WITH WHEAT FLAKES IN IT,KR20040052277 (A),23/06/2004,JEONG WOO JIN,JEONG WOO JIN,A23L1/16; A23L1/16,,KR20020080118,20021216,KR20020080118 20021216,,,,,,,,,,,,,,
RICE CAKE PIZZA AND METHOD FOR PREPARING THE SAME,KR20040052166 (A),19/06/2004,HAN KYU HONG;  KIM JI YEOUNG;  YU JIN HYUN,HAN KYU HONG;  KIM JI YEOUNG;  YU JIN HYUN,A21D13/00; A21D13/00,,KR20020079915,20021214,KR20020079915 20021214,,,,,,,,,,,,,,
"FUNCTIONAL PIZZA AND SAUCE WHEREIN EXTRACT OF HERB DECOCTION, GRAINS, GREENS, MARINE PRODUCTS AND NUTS MIXED AND PRODUCTION PROCESS THEREOF",KR20030003153 (A),09/01/2003,BAK SUN HEEâ€‚[KR],BAK SUN HEEâ€‚[KR],A21D13/00; A23L1/39; A21D13/00; A23L1/39,,KR20020070934,20021114,KR20020070934 20021114,,,,,,,,,,,,,,
SANDWICH SHAPED HAM CUTLET AND MANUFACTURING METHOD THEREOF,KR20040017994 (A),02/03/2004,SHIN CHANG KI,SHIN CHANG KI,A23L1/31; A23L1/31,,KR20020050263,20020823,KR20020050263 20020823,,,,,,,,,,,,,,
MICROWAVE OVEN,KR100478455 (B1); KR20040016744 (A),25/02/2004,HWANG YUN IK,SAMSUNG ELECTRONICS CO LTD,F24C7/04; H05B6/64; H05B6/80; F24C7/04,H05B6/6482; H05B6/6408; H05B6/6426,KR20020049034,20020819,KR20020049034 20020819,,,,,,,,,,,,,,
COMPOSITION OF RED PEPPER PASTE SAUCE CONTAINING TOMATO PASTE AND PRODUCTION METHOD THEREOF,KR100495568 (B1); KR20040016233 (A),21/02/2004,CHO JONG HYUN;  HAN CHAN GYU;  HONG SANG PIL;  KWON DAE YEONG,CHO JONG HYUN;  KOREA FOOD DEV INST,A23L1/30; A23L1/202; A23L1/22; A23L1/221; A23L1/39; A23L1/202,,KR20020048502,20020816,KR20020048502 20020816,,,,,,,,,,,,,,
SEASONED LAVER AND PRODUCTION METHOD THEREOF,KR100452275 (B1); KR20040006741 (A),24/01/2004,PARK BYEONG GEUN,PARK BYEONG GEUN,A23L1/337; A23L1/337,,KR20020041115,20020715,KR20020041115 20020715,,,,,,,,,,,,,,
MANUFACTURING METHOD OF FISH MEAT COMPOSITION TO WRAP CHEESE AND PROCESSED FOOD MANUFACTURED BY USING THE COMPOSITION,KR20040000844 (A),07/01/2004,JEONG KEUN HO,JEONG KEUN HO,A23L1/325; A23L1/325,,KR20020035819,20020625,KR20020035819 20020625,,,,,,,,,,,,,,
PIZZA CONTAINING CHINESE BEAN PASTE AND METHOD OF MANUFACTURING THE SAME,KR20030087752 (A),15/11/2003,KIM JONG KABâ€‚[KR],KIM JONG KABâ€‚[KR],A21D13/00; A21D13/00,,KR20020025643,20020509,KR20020025643 20020509,,,,,,,,,,,,,,
PIZZA PATTY AND PRODUCTION THEREOF,KR20030082796 (A),23/10/2003,EOM JEONG HWAâ€‚[KR],PINEBLUEâ€‚[KR],A23L1/39; A23L1/317; A23L1/39; A23L1/317,,KR20020021285,20020418,KR20020021285 20020418,,,,,,,,,,,,,,
PIZZA TOPPED WITH ROASTED RICE AND METHOD FOR MANUFACTURING THE SAME,KR20030078980 (A); KR100431214 (B1),10/10/2003,CHO SUNG HAâ€‚[KR],CHO SUNG HAâ€‚[KR],A21D13/00; A21D13/00,,KR20020017703,20020401,KR20020017703 20020401,,,,,,,,,,,,,,
METHOD FOR PREPARING SWEET AND SOUR PORK USING KIMCHI-CONTAINING SOURCE,KR100411351 (B1); KR20030060363 (A),16/07/2003,YU SUN HAWâ€‚[KR],YU SUN HAWâ€‚[KR],A23L1/315; A23L1/315,,KR20020001030,20020108,KR20020001030 20020108,,,,,,,,,,,,,,
PIZZA HOT CAKE AND METHOD OF MAKING THE SAME,KR20030059986 (A); KR100443278 (B1),12/07/2003,KIM BONG SOOâ€‚[KR],KIM BONG SOOâ€‚[KR],A21D13/00; A21D13/00,,KR20020000574,20020105,KR20020000574 20020105,,,,,,,,,,,,,,
PROCESS FOR PREPARING PIZZA CRUST,KR20030014001 (A); KR100426708 (B1),15/02/2003,JIN MAL DOâ€‚[KR],JIN MAL DOâ€‚[KR],A21D13/00; A21D13/00,,KR20010048312,20010810,KR20010048312 20010810,,,,,,,,,,,,,,
PIZZA RICE AND PROCESS FOR PREPARING THE SAME,KR20030003896 (A),14/01/2003,AHN CHUL HEEâ€‚[KR],AHN CHUL HEEâ€‚[KR],A23L1/10; A23L1/10,,KR20010039750,20010704,KR20010039750 20010704,,,,,,,,,,,,,,
NOVEL PREPARATION METHOD OF CHEESE OR PIZZA PORK CUTLET,KR20030003836 (A),14/01/2003,SHIN GYEONG SUKâ€‚[KR],GOOD FOOD CO LTDâ€‚[KR],A23L1/31; A23L1/31,,KR20010039672,20010704,KR20010039672 20010704,,,,,,,,,,,,,,
"PIZZA DOUGH, METHOD FOR PRODUCING THE PIZZA DOUGH AND PIZZA AND METHOD FOR PRODUCING THE PIZZA",JP2006262703 (A); JP3715644 (B1),09/11/2005,"ARAKI HITOSHI, ; TAKEMURA SEIKA",BLUNO:KK,A21D13/00; A23L1/48; A21D13/00; A23L1/48,,JP20050080793,20050322,JP20050080793 20050322,,,,,,,,,,,,,,
THIN-PROCESSED RICE CAKE,JP2005341952 (A),15/12/2005,KUSUMOTO SHORI;  YANAGISAWA KENICHI,YANAGISAWA KENICHI;  KUSUMOTO SHORI,A23L1/10; A23L1/48; A23L1/10; A23L1/48,,JP20040196125,20040604,JP20040196125 20040604,,,,,,,,,,,,,,
TRAY FOR MICROWAVE OVEN AND FOOD PACKAGE,JP2005350079 (A); JP3955288 (B2),22/12/2005,ASADA KOHEI;  SASAKI KEITAKU,SNOW BRAND MILK PROD CO LTD;  AQLI FOODS CORP,B65D81/34; A47J27/00; A47J36/04; B65D5/20; B65D5/28; B65D5/462; F24C7/02; B65D81/34; A47J27/00; A47J36/04; B65D5/20; B65D5/28; B65D5/462; F24C7/02,,JP20040170286,20040608,JP20040170286 20040608,,,,,,,,,,,,,,
METHOD FOR PRODUCING PIZZA RICE,JP2005333883 (A),08/12/2005,SUZUKI KISAKU,SUZUKI KISAKU,A23L1/10; A23L1/48; A23L1/48; A23L1/10,,JP20040157514,20040527,JP20040157514 20040527,,,,,,,,,,,,,,
MANUFACTURING METHOD FOR PIZZA,JP2004357704 (A),24/12/2004,FUJIMURA MASAKI;  OKAJIMA NOBUHIRO,KANEKA CORP,A23L1/48; A23L1/48,,JP20040141511,20040511,JP20040141511 20040511; JP20030132816 20030512,,,JP2001299291 (A); JP2001231517 (A),,,,,,,,,,,
LID FOR COOKING AND HEATER WITH LID FOR COOKING,JP2005261476 (A),29/09/2005,SHIMAMURA KOICHI,SUWANSON AUTOMATION SYSTEMS KK,A47J37/00; A47J36/02; A47J36/06; A47J37/00; A47J36/02; A47J36/06,,JP20040074318,20040316,JP20040074318 20040316,,,,,,,,,,,,,,
OVEN WITH BARBECUE COOKING STOVE FUNCTION,JP2005221215 (A),18/08/2005,SAITO AKIO,SAITO AKIO,F24B1/20; A47J37/07; F24B1/20; A47J37/07,,JP20040064752,20040206,JP20040064752 20040206,,,,,,,,,,,,,,
METHOD FOR PRODUCING FOOD DOUGH SUCH AS PIZZA DOUGH AND APPARATUS FOR PRODUCING THE SAME,JP2005237312 (A); JP4546110 (B2),08/09/2005,KOMIYA MICHINOBU;  KOMIYA KENJI,OSAKA JIDOKI KK,A21C9/00; A21C9/00,,JP20040052821,20040227,JP20040052821 20040227,,,,,,,,,,,,,,
METHOD FOR PRODUCING FOOD DOUGH SUCH AS PIZZA DOUGH AND APPARATUS FOR PRODUCING THE SAME,JP4546109 (B2); JP2005237311 (A),08/09/2005,KOMIYA MICHINOBU;  KOMIYA KENJI,OSAKA JIDOKI KK,A21C9/00; A21C9/00,,JP20040052815,20040227,JP20040052815 20040227,,,,,,,,,,,,,,
"PIZZA PIE CRUST FOR FREEZING, METHOD FOR PRODUCING THE SAME AND QUALITY-IMPROVING AGENT",JP2005124435 (A),19/05/2005,KOTANI SACHI,KATAYAMA CHEMICAL WORKS CO,A21D2/26; A21D13/08; A21D2/26; A21D13/08,,JP20030361396,20031022,JP20030361396 20031022,,,,,,,,,,,,,,
PAPER-MADE TRAY FOR HEATING IN MICROWAVE OVEN AND METHOD OF HEATING IN MICROWAVE OVEN,JP2005082197 (A); JP4211543 (B2),31/03/2005,HACHIFUSA KAZUYA;  MIZUMA HIROYUKI,TOPPAN PRINTING CO LTD,B65D81/26; B65D81/34; F24C7/02; B65D81/34; B65D81/26; F24C7/02,B65D81/3453; B65D2205/02; B65D2581/3406,JP20030316390,20030909,JP20030316390 20030909,,,,,,,,,,,,,,
UNINHABITED RESTAURANT WITH SPACE,JP2005042525 (A),17/02/2005,UEI KAZUHIRO,UEICHI KIKAKU KK,E04H3/04; E04H3/04,,JP20030305455,20030725,JP20030305455 20030725,,,,,,,,,,,,,,
STONE OVEN FOR PIZZA USED ON GAS STOVE,JP2005021417 (A),27/01/2005,HIROSE NOBUYUKI,HIROSE NOBUYUKI,A21B1/24; A47J37/01; A47J37/01; A21B1/24,,JP20030190767,20030703,JP20030190767 20030703,,,,,,,,,,,,,,
COMPLEX FOOD INHIBITING ENERGY METABOLISM OF OVERNUTRITION,JP2005013006 (A),20/01/2005,ONO KOTARO,WASHI KOSAN KK,A23L1/30; A23L1/48; A23L1/30; A23L1/48,,JP20030177915,20030623,JP20030177915 20030623,,,,,,,,,,,,,,
MICROWAVE OVEN,JP2004340513 (A),02/12/2004,KITADA YUKIHIRO;  HAYAMIZU KATSUAKI;  HASEGAWA AKIYASU,SANYO ELECTRIC CO,H05B6/68; F24C7/02; H05B6/72; H05B6/74; F24C7/02; H05B6/68; H05B6/72,,JP20030139154,20030516,JP20030139154 20030516,,,,,,,,,,,,,,
SHRIMP PROCESSED PRODUCT AND PIZZA,JP2004298031 (A),28/10/2004,UOZUMI YOJI;  SHITANDA TORU;  KAKO KAZUYA;  MORIKAWA TAKAHIKO;  YAMAKAWA TADASHI;  KOBAYASHI KEIKO;  NODA MIHOKO,TOKUSUI CORP KK,A23L1/48; A23L1/33; A23L1/33; A23L1/48,,JP20030093018,20030331,JP20030093018 20030331,,,,,,,,,,,,,,
METHOD FOR PRODUCING PIZZA CRUST,JP2004267146 (A),30/09/2004,ISHIKURA MASAAKI;  KOGA RYOJI;  OGASAWARA TAKEO;  OSHIMA HIDEO;  SAITO SATOSHI,KENTUCKY FRIED CHICKEN NIPPON;  NITTO FLOUR MILLING,A21D8/00; A21D8/02; A21D13/08; A21D8/00; A21D8/02; A21D13/08,,JP20030064782,20030311,JP20030064782 20030311,,,,,,,,,,,,,,
METHOD FOR PRODUCING PIZZA CRUST,JP2004267145 (A); JP4279013 (B2),30/09/2004,ISHIKURA MASAAKI;  KOGA RYOJI;  OGASAWARA TAKEO;  OSHIMA HIDEO;  SAITO SATOSHI,KENTUCKY FRIED CHICKEN NIPPON;  NITTO FLOUR MILLING,A21D8/02; A21D13/08; A21D8/02; A21D13/08,,JP20030064757,20030311,JP20030064757 20030311,,,,,,,,,,,,,,
"HOME-DELIVERED MERCHANDISE ORDER SENDING/RECEIVING SERVER, METHOD, PROGRAM AND RECORDING MEDIUM",JP2004227373 (A),12/08/2004,YAMAOKA SHIN,TOPPAN PRINTING CO LTD,B65G61/00; G06Q20/00; G06Q20/24; G06Q30/06; G06Q50/00; G06Q50/10; G06F17/60; B65G61/00,,JP20030015785,20030124,JP20030015785 20030124,,,,,,,,,,,,,,
SET-UP PAPER BOX,JP2004203458 (A),22/07/2004,KATSUKI TORU;  HASHIMOTO HIROAKI,DAINIPPON PRINTING CO LTD,B65D5/24; B65D75/18; B65D5/24; B65D75/18,,JP20020376900,20021226,JP20020376900 20021226,,,,,,,,,,,,,,
OVEN,JP2004201778 (A),22/07/2004,SUZUKI TAKAYOSHI,J & L KK,A21B5/03; A47J37/04; A47J37/04; A21B5/03,,JP20020372294,20021224,JP20020372294 20021224,,,,,,,,,,,,,,
ISOFLAVONE AGLYCONE-CONTAINING PROCESSED FOOD PRODUCT AND METHOD FOR PRODUCING THE SAME,JP4031703 (B2); JP2004180589 (A),02/07/2004,YAMATSU ISAO;  SATO TADASHI,YAMATSU ISAO,A23L1/30; A21D2/14; A21D13/00; A23L1/30; A21D2/14; A21D13/00,,JP20020351992,20021204,JP20020351992 20021204,,,,,,,,,,,,,,
METHOD FOR PRODUCING PIZZA CRUST,JP2004154068 (A),03/06/2004,WAKASA KAZUYUKI;  KOYAMA IWAMI;  UCHIYAMA TOSHIKI;  SHIRANE MASANORI,JC FOODS CO LTD,A21D2/36; A21D13/08; A21D2/36; A21D13/08,,JP20020323529,20021107,JP20020323529 20021107,,,,,,,,,,,,,,
METHOD OF PRODUCING RICE FLOUR PIZZA CRUST,JP2004141023 (A),20/05/2004,TAKAMIYA YASUHIRO;  YAMAMOTO NOBUYUKI,TOLONA JAPAN KK,A21D13/00; A21D13/00,,JP20020307595,20021022,JP20020307595 20021022,,,,,,,,,,,,,,
METHOD FOR PRODUCING PIZZA PIE,JP2004033021 (A); JP4052886 (B2),05/02/2004,IKEGAI MAKOTO,JC FOODS CO LTD,A23L1/48; A23L1/48,,JP20020190608,20020628,JP20020190608 20020628,,,,,,,,,,,,,,
WHEAT FLOUR FOR PIZZA,JP3711272 (B2); JP2004008171 (A),15/01/2004,ISHIGAMI SHINJI;  YAMAMOTO YUKIHIRO;  KAMIMURA RYUJI,NISSHIN FLOUR MILLING INC,A21D6/00; A21D13/08; A21D6/00; A21D13/08,,JP20020169629,20020611,JP20020169629 20020611,,,,,,,,,,,,,,
HOUSING CASE,JP2003327275 (A),19/11/2003,ABETA TAIZO,SANPACK KK,B65D85/50; B65D5/43; B65D81/26; B65D81/26; B65D5/43; B65D85/50,,JP20020131532,20020507,JP20020131532 20020507,,,,,,,,,,,,,,
PROCESSED FOOD PRODUCT,JP2003289828 (A),14/10/2003,YAMAMOTO JYUNKAN;  AZUMA HIDEYA;  SATO JUNICHI,YAMAMOTO JYUNKAN;  AZUMA HIDEYA,A23L1/30; A23L1/302; A61K31/122; A61K31/355; A61K31/375; A61P3/02; A61P39/06; A23L1/30; A23L1/302; A61K31/122; A61K31/355; A61K31/375; A61P3/02; A61P39/06,,JP20020101660,20020403,JP20020101660 20020403,,,,,,,,,,,,,,
PIZZA DOUGH FOR BEING FROZEN,JP2003274844 (A),30/09/2003,YAMAMOTO YUKIHIRO;  KAMIMURA RYUJI;  ISHIGAMI SHINJI,NISSHIN FLOUR MILLING INC,A21D2/18; A21D2/18,,JP20020078004,20020320,JP20020078004 20020320,,,,,,,,,,,,,,
PIZZA CRUST AND METHOD FOR PREPARING PIZZA,JP2003259796 (A); JP3796518 (B2),16/09/2003,TAMURA SHUYA,TAMURA SHUYA,A21D13/00; A21D2/34; A21D8/02; A23L1/48; A21D13/00; A21D2/34; A21D8/02; A23L1/48,,JP20020064976,20020311,JP20020064976 20020311,,,,,,,,,,,,,,
PROCESSED RICE CAKE,JP2003219822 (A),05/08/2003,KUSUMOTO SHORI;  YANAGISAWA KENICHI,YANAGISAWA KENICHI;  KUSUMOTO SHORI,A23L1/10; A23L1/48; A23L1/10; A23L1/48,,JP20020054936,20020125,JP20020054936 20020125,,,,,,,,,,,,,,
PIZZA CRUST-BASE FOOD,JP2003180308 (A),02/07/2003,FUJIMOTO KENICHI,FUJIMOTO KENICHI;  KAMINODA JUNZO,A23L1/48; A23L1/48,,JP20020050084,20020226,JP20020050084 20020226; JP20010312033 20011009,,,,,,,,,,,,,,
OVEN FOR PIZZA,JP2003235436 (A); JP3990721 (B2),26/08/2003,NAGAOKA HIROO,NAGAOKA SEISAKUSHO KK;  MASUDA RENGA KK;  FUJIMURA SEISAKUSHO KK,A21B1/28; A21B1/28,,JP20020045561,20020222,JP20020045561 20020222,,,,,,,,,,,,,,
OCTAGONAL BOX,JP2003221026 (A),05/08/2003,ABETA TAIZO,SANPACK KK,B65D5/00; B65D5/43; B65D81/26; B65D5/43; B65D5/00; B65D81/26,,JP20020021285,20020130,JP20020021285 20020130,,,,,,,,,,,,,,
METHOD FOR PRODUCING DOUGH OF PIZZA,JP2003180234 (A),02/07/2003,OKAUCHI SHINJI;  KITAGAKI MISAO,ITOHAM FOODS INC,A21D8/00; A23L1/48; A21D8/00; A23L1/48,,JP20010384599,20011218,JP20010384599 20011218,,,,,,,,,,,,,,
MOTOR-DRIVEN FOOD PROCESSOR,JP2003169755 (A),17/06/2003,KAKIMOTO YASUHIRO,MATSUSHITA ELECTRIC IND CO LTD,A47J37/00; A47J43/046; A47J37/00; A47J43/046,,JP20010371262,20011205,JP20010371262 20011205,,,,,,,,,,,,,,
TOPPING WORK BENCH,JP2003153758 (A),27/05/2003,FUJIWARA TORU;  OSAKA MITSUHIRO,HOSHIZAKI ELECTRIC CO LTD,A47B96/18; A47B96/18,,JP20010353182,20011119,JP20010353182 20011119,,,,,,,,,,,,,,
ELECTRIC COOKING DEVICE,JP2003111551 (A); JP3770134 (B2),15/04/2003,KAKIMOTO YASUHIRO,MATSUSHITA ELECTRIC IND CO LTD,A21C1/00; A47J43/046; A21C1/00; A47J43/046,,JP20010306134,20011002,JP20010306134 20011002,,,,,,,,,,,,,,
DEVICE FOR COATING PIZZA PIE WITH SAUCE,JP2003102447 (A),08/04/2003,OTSUKA KATSUHIKO,HIKARI KIKAI SEISAKUSHO KK,A23L1/48; A21C9/04; A23L1/39; A23P1/08; A23L1/48; A23L1/39,,JP20010305052,20011001,JP20010305052 20011001,,,,,,,,,,,,,,
FOOD PRODUCT USING BEAN-CURD REFUSE,JP2003102414 (A); JP3610517 (B2),08/04/2003,ONO KYOKO,ONO KYOKO,A23L1/308; A23L1/20; A23L1/22; A23L1/24; A23L1/48; A23L1/20; A23L1/22; A23L1/24; A23L1/308; A23L1/48,,JP20010300176,20010928,JP20010300176 20010928,,,,,,,,,,,,,,
VISCOUS LIQUID APPLICATION NOZZLE,JP2003080120 (A),18/03/2003,ONO SUMIO;  SUGINO SACHIHIRO;  WAKIZAKA HIDEAKI;  KURAHASHI AKIRA;  OTA YOSHIMITSU,HEISHIN ENG & EQUIPMENT CO LTD,A23L1/48; B05B1/14; A23L1/48; B05B1/14,,JP20010277583,20010913,JP20010277583 20010913,,,,,,,,,,,,,,
"AN AUTOMATIC DISPENSER OF HOT PIZZAS AND THE LIKE, AND CORRESPONDING METHOD OF OPERATION",WO03077213 (A1),18/09/2003,FURLANETTO MARCOâ€‚[IT],CIBOTEC S R Lâ€‚[IT];  FURLANETTO MARCOâ€‚[IT],G07F9/10; G07F11/60; G07F9/10,G07F9/105; G07F11/60; G07F17/0078,WO2003IT00139,20030307,IT2002TO00202 20020308,,,,,,,,,,,EP1107199 (A2); US5435685 (A); EP0437344 (A2),,,
A process for manufacturing food products,IE20040350 (A1),01/06/2005,DARMON JACINTAâ€‚[IE],BILLCREST PRODUCTS LTDâ€‚[IE],A21C9/00; A21D8/02; A21D13/00; A21C9/00; A21D8/02; A21D13/00,,IE20040000350,20010612,IE20040000350 20010612,,,,,,,,,,,,,,
A method and apparatus for the production of pizza,IE20030441 (A1),31/12/2003,CULLINANE BRIANâ€‚[FR],CHRYSTON LTDâ€‚[FR],A21D8/02; A21D13/00; A23P1/08; A21D8/02; A21D13/00; A23P1/08,,IE20030000441,20030616,IE20030000441 20030616; IES20020485 20020614,,,,,,,,,,,,,,
Food products,IE20030119 (A1),15/10/2003,DARMON JACINTAâ€‚[IE],BILLCREST PRODUCTS LTDâ€‚[IE],A21C9/04; A21C9/08; A21C11/00; A21C11/00; A21C9/04; A21C9/08,,IE20030000119,19981204,IE20030000119 19981204,,,,,,,,,,,,,,
A method and facility for the production of pizza,IES20020485 (A2),25/02/2004,CULLINANE BRIANâ€‚[FR],CHRYSTON LTDâ€‚[FR],A21B7/00; A21C9/04; A21C11/00; A21D13/00; A21D8/02; A21D13/00; A23P1/08,A21D13/007; A21B7/00; A21C9/04; A21C11/006,IES20020485,20020614,IES20020485 20020614,,,,,,,,,,,,,,
"CONTAINER FOR TRANSPORTING HEATED FOOD, PARTICULARLY PIZZA",HK1028224 (A1),06/06/2003,LIZZIO FILIPPO,AGAPI TRADE AGâ€‚[CH],B65D21/02; B65D43/16; B65D51/16; B65D51/28; B65D85/36; B65D,B65D51/28; B65D21/0223; B65D43/162; B65D51/1611; B65D2251/105; B65D2585/366,HK20000106120,20000926,IT1998TO00772 19980911,,,,,,,,,,,,,,
"PRODUCTION METHOD FOR ""SWEET PIZZA""",WO03045155 (A1),05/06/2003,THEMELI ANNA MARIAâ€‚[GR],THEMELI ANNA MARIAâ€‚[GR],A21D13/00; A21D13/08; A21D13/08,A21D13/007,WO2002GR00038,20020620,GR20010100544 20011128,,,,,,,,,,,FR2610478 (A1); FR2434575 (A2); FR2481073 (A1); RU2150837 (C1); KR950008162 (A),XP002217149; XP002217150,,
Article foldable to form alternative containers,GB2413551 (A),02/11/2005,SEWARD PHILIP ANDREWâ€‚[GB],ENCASE LTDâ€‚[GB],B65D5/355; B65D85/36; B65D5/00; B65D5/42; B65D5/54,B65D5/0005; B65D2585/366,GB20050007568,20050414,GB20040009248 20040426,GB1526302 (A); GB1542842 (A); GB2035266 (A); US2251565 (A); US4240576 (A); US4452367 (A); US4791883 (A); US6440050 (B1),,,,,,,,,,,,,
Preparation of pizza,GB2393895 (A); GB2393895 (B),14/04/2004,MCGILLYCUDDY GENEâ€‚[IE];  DARMON JACINTAâ€‚[IE],BILLCREST PRODUCTS LTDâ€‚[IE],A21C11/00; A21D8/02; A21D13/00; A21D8/02; A21C11/00; A21D6/00; A21D13/00,A21D13/007; A21C11/006; A21D8/02,GB20040000292,20010612,GB20010014344 20010612; EP20000650068 20000612,US5354566 (A); US5354566 (A),,,,,,,,,,,,,
Coated aqueous beads,GB2388581 (A),19/11/2003,GOUIN SEBASTIENâ€‚[DK];  TSE KATHRYN LOUISEâ€‚[DK];  HANSEN CARSTEN BJORNâ€‚[DK],DANISCOâ€‚[DK],A21D2/00; A23B4/10; A23B4/12; A23B4/20; A23B4/22; A23B5/06; A23B5/14; A23B5/16; A23C19/084; A23C19/11; A23L1/00; A23L1/30; A23L1/318; A23L2/52; A23L3/3463; A23L3/3472; A23L3/3544; A23L3/3571; B01J13/04; B01J13/08; B01J13/22; B01J13/22,A23L1/3182; A21D2/00; A23B4/10; A23B4/12; A23B4/20; A23B4/22; A23B5/06; A23B5/14; A23B5/16; A23C19/084; A23C19/11; A23L1/0029; A23L1/0032; A23L1/301; A23L1/3014; A23L2/52; A23L3/34635; A23L3/3472; A23L3/3544; A23L3/3571; B01J13/043; B01J13/08; B01J13/22; A23V2002/00; A23V2002/00; A23V2200/224; A23V2200/10,GB20030019817,20030822,GB20030019817 20030822,EP0465328 (A2); US5204029 (A),,,,,,,,,,,,,
Row forming conveyor and other associated apparatus,GB2390591 (B); GB2390591 (A),14/01/2004,REED JOHN NICHOLASâ€‚[GB];  MILES SIMON JOHNâ€‚[GB];  WAKEFIELD ANDREWâ€‚[GB],CKF SYSTEMS LTDâ€‚[GB],B65G47/14; B65G47/64; B65G15/42; B65G3/04; B65G15/44,B65G47/1471; B65G47/642; B65G2201/0202; B65G2201/022,GB20020016295,20020713,GB20020016295 20020713,GB2116509 (A); EP0274229 (A2); US5152391 (A); GB2116509 (A); EP0274229 (A2); US5152391 (A),,,,,,,,,,,,,
Container having a removable indicia display area,GB2388362 (A),12/11/2003,KASAEI AMIR KEIVANâ€‚[GB],MAK 1 PACKAGING LTDâ€‚[GB],B65D5/42; B65D85/36; B65D5/42; B65D85/36,B65D5/4229; B65D2585/366,GB20020010665,20020510,GB20020010665 20020510,GB536736 (A); GB2104048 (A); US3207411 (A); US4306367 (A); US5072877 (A); US6027018 (A); US6155422 (A); US6209780 (B1),,,,,,,,,,,,,
ENCLOSURE FOR HEATABLE FOOD PRODUCT,WO03035507 (A8); WO03035507 (A1),01/05/2003,POPE SIMONâ€‚[GB];  PITTORDOU CHRISTOPHERâ€‚[GB],MCCAIN FOODS GB LTDâ€‚[GB];  POPE SIMONâ€‚[GB];  PITTORDOU CHRISTOPHERâ€‚[GB],B65D5/42; B65D81/34; B65D81/34,B65D5/4295; B65D81/3453; B65D2205/02; B65D2581/3406; B65D2581/3458; B65D2581/3472; B65D2581/3477; B65D2581/3479; B65D2581/3498,WO2002GB04768,20021022,GB20010025346 20011022,,,,,,,,,,,US4260060 (A); WO0035770 (A1); WO9808752 (A2); EP1132317 (A1); US4096948 (A),,,
