Title,Publication number,Publication date,Inventor(s),Applicant(s),International classification,Cooperative Patent Classification,Application number,Date of application,Priority number(s),Patents cited in the search report,Literature cited in the search report,Patents cited during examination,Literature cited during examination,Other patent citations,Other literature citations,Patents used in opposition,Literature used in opposition,Patents cited by the applicant,Literature cited by the applicant,International search citation,International search NPL citation,Supplementary international search citation,Supplementary international search NPL citation
"PIZZA CRUST, METHOD FOR PRODUCING THE SAME AND DEVICE FOR PRODUCING THE SAME",JP2010088356 (A),22/04/2010,UCHIDA HISATO,UCHIDA HISATO,A21D13/00; A21B3/13,,JP20080262298,20081008,JP20080262298 20081008,,,,,,,,,,,,,,
PIZZA BAKING MACHINE,JP2010084955 (A),15/04/2010,YAMAZAKI MITSURU,SOORAMU KK,F24C7/06; A21B5/00; A21D13/00,,JP20080251296,20080929,JP20080251296 20080929,,,JPH0492616 (A); JPH10257980 (A); JPH0361457 (A); JPH0468222 (A); JP2003019075 (A); JP2007029180 (A); JP2005516853 (A),,,,,,,,,,,
HIGH TEMPERATURE BAKE OVEN AND METHOD,US8578927 (B2); US2010147281 (A1),17/06/2010,GUSTAVSEN WILLARDâ€‚[US],GUSTAVSEN WILLARD,F24C15/00,F24B1/003,US20100712575,20100225,US20100712575 20100225; US20080044066 20080307; US20070993394P 20070912,US3095186 (A); US4126778 (A); US4437396 (A); US4805588 (A); US6053094 (A); US2005173400 (A1); US7323663 (B2); US7619186 (B2); FR2670870 (A1); BE893177 (A1); JP2006296237 (A); US3095186 (A); US4126778 (A); US4437396 (A); US4805588 (A); US6053094 (A); US7323663 (B2); US7619186 (B2); US2005173400 (A1); BE893177 (A1); FR2670870 (A1); JP2006296237 (A),,,,,,,,US641575 (A); US898527 (A); US13110 (A); US1049633 (A); US1072231 (A); US1404808 (A); US2019604 (A); US2095654 (A); US3313917 (A); US3952721 (A); US4455319 (A); US4498376 (A); US4800865 (A); US4889103 (A); US5039535 (A); US5413033 (A); US5532456 (A); US5586488 (A); US5883362 (A); US5954980 (A); US6011242 (A); US6041769 (A); USRE36724E (E); US6070572 (A); US6125740 (A); US6187359 (B1); US6262396 (B1); US6354194 (B1); US6384381 (B2); US6640695 (B2); US6967036 (B1); US2002017290 (A1); US2002060215 (A1); US2002069764 (A1); US2003145740 (A1); US2005034716 (A1); US2005039612 (A1); US2006102167 (A1); US2006191528 (A1),,,,,
ONION PICKLE AND MANUFACTURING METHOD FOR THE SAME,KR20100043567 (A),29/04/2010,CHUNG SUN KYUNGâ€‚[KR],CHANGNYONGGUNâ€‚[KR],A23L1/218; A23L1/22; A23L1/221,,KR20080102657,20081020,KR20080102657 20081020,,,,,,,,,,,,,,
Conveyor chain for use in food oven for cooking pizza or the like,EP2261143 (A1); EP2261143 (B1),15/12/2010,BENETTI LUIGIâ€‚[IT];  SOAVE LUCAâ€‚[IT],ITECA IMPIANTI TECNOLOGICI ALIâ€‚[IT],B65G17/38; B65G45/08; F27B9/24; F27D3/00,B65G17/38; B65G45/08; B65G2201/0202,EP20100164520,20100531,IT2009VR00081 20090609,DE102004049244 (A1); US2006058144 (A1); US6707014 (B1); DE20103711U (U1),,,,,,,,DE102004049244 (A1),,,,,
PIZZA SCOOP WITH WHEEL KNIFE,KR20100026269 (A),10/03/2010,LEE KYUNG YULâ€‚[KR],LEE KYUNG YULâ€‚[KR];  LEE BYEONG YUPâ€‚[KR],A47J43/28,,KR20080085207,20080829,KR20080085207 20080829,,,,,,,,,,,,,,
Insulated cover and method for cooking pizza and similar food items on a home gas or charcoal grill,US2010124596 (A1),20/05/2010,NELSON RANDALL WARRENâ€‚[US],,A47J37/07; A23L1/01; A47J37/00; A47J39/00,A23L1/0128; A47J36/06; A47J37/0786,US20090590812,20091116,US20090590812 20091116; US20080199464P 20081117,US2005051157 (A1); US3517602 (A); US3270740 (A); US563928 (A); US2006102167 (A1); US4498376 (A); US5806411 (A); US2002166461 (A1); US4508024 (A); US4800865 (A); US7686010 (B2); US3786741 (A); US2003145740 (A1); US2006191528 (A1); US2009020111 (A1); US2010294138 (A1); US2011214662 (A1); US3035568 (A),,,,,,,,,,,,,
Container for Take-Away Pizza or the Like,US2010122930 (A1); US7942268 (B2),20/05/2010,MANCA SILVIOâ€‚[IT],,A45C11/20,B65D11/188; B65D21/0234; B65D51/1611; B65D2543/00027; B65D2543/00092; B65D2543/00296; B65D2543/00351; B65D2543/00574; B65D2543/0062; B65D2543/00666; B65D2543/00703; B65D2543/00731; B65D2543/00777; B65D2543/00814; B65D2543/00907; B65D2585/366; Y10S229/906,US20090466081,20090514,IT2008MI00382U 20081119,US3335846 (A); US3938726 (A); US4848543 (A); US5076460 (A); US5273174 (A); US5472139 (A); US5605231 (A); US6095324 (A); US6257434 (B1); US7000825 (B2),,,,,,,,EP0989067 (A1); EP1857377 (A1),,,,,
RECYCLABLE FOOD CONTAINER HAVING DETACHABLE PRODUCT SUPPORT PAD,US2010108750 (A1); US8881968 (B2),06/05/2010,COLEMAN JR CASEY Eâ€‚[US],"COLEMAN, JR. CASEY E, ; PRATT INDUSTRIES, INC",B65D5/54; B31B1/14; B65D5/00,B65D5/6658; B65D5/5028; B65D2585/366; Y10S229/906,US20090605726,20091026,US20090605726 20091026; US20080108187P 20081024,US6752311 (B2); US2006131369 (A1); US6440050 (B1); US7380702 (B2); US6440050 (B1); US6752311 (B2); US7380702 (B2); US2006131369 (A1),,,,,,,,US4441626 (A); USD274889S (S); US4476989 (A); USD292176S (S); US4960238 (A); US4995557 (A); USD326358S (S); US5110038 (A); US5170903 (A); US5209392 (A); US5234158 (A); US5305949 (A); US5328258 (A); US5375761 (A); US5385292 (A); USD356254S (S); US5402930 (A); US5423477 (A); US5445314 (A); USD362803S (S); US5472139 (A); US5476214 (A); US5480031 (A); USD368657S (S); USD371296S (S); USD372862S (S); USD390110S (S); US5794999 (A); US5880435 (A); US5881948 (A); US5918797 (A); US5961035 (A); US6016951 (A); USD420583S (S); US6065669 (A); US6070791 (A); US6092715 (A); US6222987 (B1); US6446859 (B1); US6749106 (B2); US6834762 (B2); US6851603 (B1); USD506671S (S1); US6905065 (B2); US6938820 (B2); USD510264S (S1); US6966483 (B2); US7051919 (B1); USD529346S (S1); US7191902 (B1); US2002121542 (A1); US2004188278 (A1); US2005017063 (A1); US2006022026 (A1),,,,,
Dual wheel pizza cutter,USD614925 (S1),04/05/2010,BLUM MATTHEWâ€‚[US],SEARS BRANDS LLCâ€‚[US],,,US20090335848F,20090423,US20090335848F 20090423,,,,,,,,,,,,,,
Pizza slicing device,USD614460 (S1),27/04/2010,GRACE CHRISTOPHER Râ€‚[US];  MCGUYER CARTER Wâ€‚[US],GRACE MFG INCâ€‚[US],,,US20090314757F,20090427,US20090314757F 20090427,,,,,,,,,,,,,,
Electronic Systems and Methods for Distributing a Food Product Over a Turntable,US2010095887 (A1),22/04/2010,BRODSKY BORISâ€‚[US];  TUYLS JAMES Mâ€‚[US];  DEWING JOHN Wâ€‚[US],AUTOMATIC BAR CONTROLS INCâ€‚[US],B05C11/00; A21C9/06,B01F5/0415; A21C9/04; B01F5/0426; B01F5/061; B01F5/0646; B01F5/0655; B01F15/0203; B01F15/0258; B01F2005/0631,US20080253192,20081016,US20080253192 20081016,US6626996 (B1),,,,,,,,,,,,,
SYSTEM FOR HEATED FOOD DELIVERY AND SERVING,WO2010044853 (A2); WO2010044853 (A3),22/04/2010,WONG CHON MENGâ€‚[US];  WONG BELINDA HONG Tâ€‚[US],WONG CHON MENGâ€‚[US];  WONG BELINDA HONG Tâ€‚[US],A47J47/14; B65D81/18,H05B3/68; H05B3/34; H05B2203/005; H05B2203/011; H05B2203/028,WO2009US05606,20091014,US20080285760 20081014,,,,,,,,,,,EP0574072 (A1); WO9739667 (A1); WO0069752 (A2); US2003006633 (A1); JPH03187869 (A),,,
PORTION CONTROL CHEESE DISC FOR TOTAL PRODUCT UTILIZATION,US2010092619 (A1),15/04/2010,BLOOM JOHNâ€‚[US],,A23C19/00; A23L1/48,A23C19/09; A21D13/007,US20080251500,20081015,US20080251500 20081015,,,,,,,,,,,,,,
Cup capable of inserting into pizza board,CN201436935 (U),14/04/2010,DONGJIE XU,DONGJIE XU,A47G19/22; A47G19/03; A47G21/00,,CN20092150493U,20090511,CN20092150493U 20090511,,,,,,,,,,,,,,
PROCESS FOR THE PRODUCTION OF PIZZADDEOKBOKKI USING THE WHITEKIMCHI,KR20100020588 (A); KR101056660 (B1),23/02/2010,HONG IN SOOâ€‚[KR],HONG IN SOOâ€‚[KR],A23L1/16; A23L1/48,,KR20080079249,20080813,KR20080079249 20080813,KR20040064547 (A); KR100731507B (B1); KR940023371 (A); KR20060008262 (A),,,,,,,,,,,,,
THE FAN MAKE A MOLD OF ONE TIME,KR20100018938 (A),18/02/2010,LEE KYUNG HWANâ€‚[KR],LEE KYUNG HWANâ€‚[KR],A21B3/15; A21B3/00; A21B3/13; A21B5/00,,KR20080077704,20080808,KR20080077704 20080808,,,,,,,,,,,,,,
PACKING BOX,KR20100012711 (A),08/02/2010,LEE MYUNG JAEâ€‚[KR],LEE MYUNG JAEâ€‚[KR],B65D85/36,,KR20080074256,20080729,KR20080074256 20080729,,,,,,,,,,,,,,
A MANUFACTURING PROCESS OF FROZEN-PIZZA,KR20100012707 (A); KR100965826 (B1),08/02/2010,YIM SHIN JAEâ€‚[KR],YIM SHIN JAEâ€‚[KR],A21D13/00; A21D15/00; A21D15/02,,KR20080074252,20080729,KR20080074252 20080729,US2007190215 (A1); KR20070013805 (A); US2006115557 (A1),,KR20020044125 (A),,,,,,,,,,,
Baking tray and roaster,CN201435996 (U),07/04/2010,BENRUIJE RATARI,TALI BEN RUIJIE,A47J37/01; A47J37/06,,CN2009205359U,20090210,CN2009205359U 20090210,,,,,,,,,,,,,,
Sand and stone delivery mechanism for tubular pipe,CN201432988 (Y),31/03/2010,ZHONGAN ZHANG;  XUELIN CAI,FUJIAN JIANHUA CONCRETE POLE CO LTD,B65G47/46; B65G47/51; B65G47/72,,CN20092305645U,20090703,CN20092305645U 20090703,,,,,,,,,,,,,,
Novel pizza tray,CN201431279 (Y),31/03/2010,JIAFU WU,QUANZHOU MECAME TABLEWARE CO LTD,A47G23/06; A47G19/02,,CN20092139207U,20090623,CN20092139207U 20090623,,,,,,,,,,,,,,
Pizza baker,CN201426658 (Y),24/03/2010,CHUNYU ZHANG,CHUNYU ZHANG,A47J37/00,,CN20092121742U,20090605,CN20092121742U 20090605,,,,,,,,,,,,,,
Pizza packaging,EP2230184 (B1); EP2230184 (A1),22/09/2010,VAN BALLEGOIJEN-DE JONG TIJSâ€‚[NL],VAN BALLEGOIJEN-DE JONG TIJSâ€‚[NL],B65D1/34; B65D65/46; B65D85/36,B65D1/34; B65D65/466; B65D2543/00462; B65D2585/366,EP20100157125,20100319,NL20092002639 20090319,US4974738 (A); US2004144781 (A1); US2002175164 (A1); NL2001541C (C2); AU512497B (B2); US2006060579 (A1); WO2008028222 (A1); US2009057381 (A1); US5843544 (A),,,,,,,,WO2008020214 (A1),,,,,
Low Cost Curved bottom food stamper,US2010068321 (A1); US8287265 (B2),18/03/2010,ERRERA RICHARD BENâ€‚[US],ERRERA RICHARD BEN,A21C11/02,A47J37/0892; A47J43/20; A21C11/02; A21C14/00,US20090462865,20090811,US20090462865 20090811; US20060447216 20060605; US20050068275 20050228; US20030423562 20030425; US20030404376 20030401; US20030634438 20030805; US20030634439 20030805; US20060802481P 20060522; US20020406448P 20020828,US2008725 (A); US2119260 (A); US2791960 (A); US4348166 (A); USD283964S (S); US4656927 (A); US5303473 (A); US5576031 (A); US5665299 (A); US5693141 (A); USD417464S (S); USD448402S (S1); US6324977 (B1); US2002050215 (A1); US6431849 (B1); US6851192 (B2); US6990892 (B2); US7252491 (B2); US7331776 (B2); US7819650 (B2); WO2004002229 (A2); US2008725 (A); US2119260 (A); US2791960 (A); US4348166 (A); USD283964S (S); US4656927 (A); US5303473 (A); US5576031 (A); US5665299 (A); US5693141 (A); USD417464S (S); USD448402S (S1); US6324977 (B1); US6431849 (B1); US6851192 (B2); US6990892 (B2); US7252491 (B2); US7331776 (B2); US7819650 (B2); US2002050215 (A1); WO2004002229 (A2),,,,,,,,,,,,,
Pizza pan with domed center,US2010065571 (A1),18/03/2010,OLSON JOHNâ€‚[US],,A21B3/13,A47J27/002,US20080283915,20080916,US20080283915 20080916,,,,,,,,,,,,,,
Ripple bottom pizza box and its associated method of construction,US7678036 (B1),16/03/2010,MALITAS ELEFTHERIOSâ€‚[US];  MALITAS KYRIAKIâ€‚[US],,B31B1/25,B65D81/261; B65D2585/366; Y10S493/966; Y10S229/906; Y10S229/939; Y10S229/902,US20070825828,20070710,US20070825828 20070710,US3838632 (A); US5052559 (A); US5615796 (A),,,,,,,,US4441626 (A); US5402930 (A); US5423477 (A),,,,,
Apparatus for docking dough,US7677879 (B1),16/03/2010,CRAIG TODD Wâ€‚[US];  VOELS STEPHEN Dâ€‚[US];  BRISTER MARIA Vâ€‚[US],PIZZA HUT INCâ€‚[US],A21C11/12,A21C11/12; A21C11/02,US20080177569,20080722,US20080177569 20080722,US2791029 (A); US3669069 (A); US5244374 (A); US2003051611 (A1); US2008028951 (A1),,,,,,,,US1026436 (A); US1170772 (A); US1699970 (A); US3138823 (A); US3414925 (A); USD235304S (S); US3891494 (A); US3949660 (A); USD252126S (S); USD252180S (S); US4274202 (A); US4524713 (A); USD312950S (S); USD326562S (S); USD344213S (S); US5591470 (A); US6194017 (B1); US6223651 (B1); US6227093 (B1); US6267036 (B1); US6311399 (B1); USD481268S (S1); WO9745020 (A1),,,,,
A METHOD OF MAKING A CONCENTRATED MIX FOR CURRY PIZZA AND THE CONCENTRATED MIX THEREOF,KR20100000694 (A); KR101023139 (B1),06/01/2010,JEONG HEON CHEOLâ€‚[KR],DAEHAN FLOUR MILL COMPANY CO Lâ€‚[KR],A23L1/22; A23L1/223,,KR20080060287,20080625,KR20080060287 20080625,KR910007447 (A); KR20050062169 (A),,JP2004357704 (A); JP2005130817 (A),,,,,,,,,,,
BREAD YEAST,JP2010022322 (A); JP5285987 (B2),04/02/2010,FUJITA YOHEI;  KIRIKI KAZUYUKI;  FUJITA YOSHIKI;  IMURA TOSHIAKI,KIRIN KYOWA FOODS CO LTD,C12N1/18; A21D2/08; A21D10/00; A21D13/00,,JP20080190151,20080723,JP20080190151 20080723,,,JP2004298014 (A); JPH0779767 (A); JP2006238803 (A); JP2004049217 (A); JP2004041189 (A),,,,,,,,,,,
PIZZA CARTON WITH CUTTING WHEEL,WO2010020022 (A1),25/02/2010,CUKIERMAN RICARDOâ€‚[BR],CUKIERMAN RICARDOâ€‚[BR],B65D85/36; B26B25/00; B65D5/42,B65D81/36; A21C15/04; B26B25/005; B65D85/36; B65D2585/366,WO2008BR00279,20080905,BR2008MU01869U 20080822,,,,,,,,,,,US2007045390 (A1); BRMU8601174U (U); US4170302 (A),,,
"Reclosable, disposable storage bag for a pizza slice",USD610468 (S1),23/02/2010,ROTHSTEIN JONATHANâ€‚[US],,,,US20080312475F,20081022,US20080312475F 20081022; US20080301147F 20080213; US20080069705 20080212; US20070901158P 20070214,,,,,,,,,,,,,,
Pizza pan,USD610391 (S1),23/02/2010,JUNKINS MITCHâ€‚[US],,,,US20090338419F,20090611,US20090338419F 20090611,,,,,,,,,,,,,,
ROLL PIZZA OVEN,KR20090129892 (A),17/12/2009,JO GEUN HYOUNGâ€‚[KR],JO GEUN HYOUNGâ€‚[KR],A21B1/00; A21B1/46,,KR20080056038,20080614,KR20080056038 20080614,,,,,,,,,,,,,,
EGG PIZZA,KR20090125671 (A),07/12/2009,HYUN NAM SIKâ€‚[KR],HYUN NAM SIKâ€‚[KR],A21D13/00; A21D13/08,,KR20080052371,20080602,KR20080052371 20080602,,,,,,,,,,,,,,
Pizza and preparing method thereof,CN101642150 (A); CN101642150 (B),10/02/2010,JIANBO QU,JIANBO QU,A21D13/08,,CN2009117683,20090820,CN2009117683 20090820,,,,,,,,,,,,,,
"Carrying device for carrying load, particularly cake or pizza by person, has base of maximum base area corresponding to load to be carried, where base is connected with two cover surfaces",DE102008046353 (A1),11/03/2010,HUHNKE OLAFâ€‚[DE],HUHNKE OLAFâ€‚[DE],B65D85/36; A47J47/14; B65D30/10; B65D33/00; B65D33/06; B65D85/60,A47J47/145; B65D25/2826; B65D2585/366,DE20081046353,20080909,DE20081046353 20080909,FR2519320 (A1); US3834528 (A1); US4550442 (A); US6964533 (B2); DE2446461 (A1); US6328050 (B1); WO9209493 (A1),,,,,,,,DE69307141T (T2); DE2444461 (A1); US2004164575 (A1); US3653577 (A),,,,,
COOKING METHOD OF PIZZA USING BOILED RICE AS MAJOR INGREDIENT,KR20090121780 (A),26/11/2009,MIN MYEONG SUKâ€‚[KR],MIN MYEONG SUKâ€‚[KR],A21D13/00; A23L1/10,,KR20080047848,20080523,KR20080047848 20080523,,,,,,,,,,,,,,
"Outdoor barbecue with multiple, vertically stacked cooking stations",GB2465880 (B); GB2465880 (A),09/06/2010,MAJEETHIA NILESHâ€‚[GB];  MAJEETHIA NINAâ€‚[GB];  COLLINGS SIMONâ€‚[GB];  BATT MICHAELâ€‚[GB];  POWELL WILLIAMâ€‚[GB];  POWELL HENRYâ€‚[GB],BELL CONTAINER TRADING LTDâ€‚[GB],A47J37/07,A47J37/0658; A47J37/0704; A47J37/0704,GB20090020778,20091127,GB20080022263 20081205; GB20090017906 20091013,US5535664 (A); WO2006111857 (A2); US5535664 (A); WO2006111857 (A2),,,,,,,,,,,,,
A box for pizza packing,KR20090011162 (U); KR200449399 (Y1),02/11/2009,,,B65D85/36; B65D5/36,,KR20080005628U,20080428,KR20080005628U 20080428,KR20040036994 (A); JPH0713713U (U); KR20040031897 (A); KR20070111153 (A),,,,,,,,,,,,,
A box for pizza packing,KR20090011161 (U),02/11/2009,,,B65D85/36; B65D5/36,,KR20080005627U,20080428,KR20080005627U 20080428,,,,,,,,,,,,,,
OVEN APPARATUS,JP5346179 (B2); JP2009296957 (A),24/12/2009,OGAWA KEIJI,KYUHAN KK,A21B2/00; A21B1/14; A21B1/22,,JP20080156123,20080616,JP20080156123 20080616,,,JPH0190369U (U); JPH044852B (B2); JP3701920B (B2),,,,,,,,,,,
Barbecue Mounted Pizza Oven,AU2009202581 (A1),14/01/2010,KTALAV YARIV,WOODLAND HOME PRODUCTS PTY LTD,A47J37/07; A47J36/00,A47J37/0658; A47J37/0704; A47J37/0786,AU20090202581,20090626,AU20080903302 20080629; AU20090202581 20090626,,,,,,,,,,,,,,
Waterproof type sheath structure for power supply socket of electric pizza pan,CN201374446 (Y),30/12/2009,ZHAOFENG WU;  SHAOJIANG WANG,ZHAOFENG WU,H01R13/52,,CN2009208506U,20090309,CN2009208506U 20090309,,,,,,,,,,,,,,
AUTOMATIC APPARATUS FOR DEPOSITING SAUCE ONTO PIZZA BASES OR FOODSTUFFS,EP2337455 (A1); EP2337455 (B1),29/06/2011,VALLORTIGARA OMARâ€‚[ES],VALLORTIGARA OMARâ€‚[ES];  AGUILAR BUENO JUDITâ€‚[ES],A21C9/04,A21C9/04,EP20080875387,20081128,WO2008EP66414 20081128; ES20080002977 20081022,,,,,,,,,GB2298776 (A); USRE36178E (E); WO0000034 (A1); EP1428435 (A1),,EP1428435 (A1); USRE36178E (E); EP0293671 (A1); GB1149308 (A); US3547052 (A); DE19629984 (A1); US4771726 (A),,,
PIZZA BOX,US2010001051 (A1),07/01/2010,CASTIGLIONI CARLOâ€‚[IT];  TAVOSO ANDREAâ€‚[IT],,B65D5/00,B65D5/20; A47G21/001; B65D5/545; B65D81/36; B65D2585/366,US20070514018,20070809,WO2007EP07076 20070809; IT2006VR00171 20061109,,,,,,,,,,,,,,
Pizza box,USD607321 (S1),05/01/2010,MARK JUSTIN Aâ€‚[US],,,,US20090333044F,20090302,US20090333044F 20090302,,,,,,,,,,,,,,
Multi pizza packaging,EP2284086 (A1),16/02/2011,ZEREY MEHMETâ€‚[TR];  OEZTUERK AHSENâ€‚[TR],OLMUKSA INTERNAT PAPER SABANCI AMBALAJ SANAYI VE TICARET ANONIM SIRKETIâ€‚[TR],B65D5/00; B65D5/42; B65D5/66,B65D85/36; B65D2585/366,EP20100150186,20100106,TR20090006013U 20090804,US4971242 (A); DE3636686 (A1); FR2837465 (A1); US4984734 (A); EP0319493 (A1),,,,,,,,,,,,,
"Pizza plate for use in kitchen of restaurant, has edge, and blocking unit forming overhang return unit to prevent pizza from slipping out of plate during transport without obstructing handling of covers during cutting of pizza",FR2948548 (B1); FR2948548 (A1),04/02/2011,MAHR DOMINIQUEâ€‚[FR],MAHR DOMINIQUEâ€‚[FR],A47G19/02,A47G19/02,FR20090055434,20090731,FR20090055434 20090731,US3076579 (A); US6299918 (B1); DE20114007U (U1); WO2007002439 (A1); US2005115974 (A1); US5381905 (A); FR2845880 (A1); FR527078 (A); JP2002315680 (A); US2009065514 (A1); WO2005007525 (A1),,,,,,,,,,,,,
Rice pizza and making method thereof,CN101584359 (A); CN101584359 (B),25/11/2009,CHUNJIANG DUâ€‚[CN],CHUNJIANG DUâ€‚[CN],A21D13/08; A23L1/164,,CN20091118852,20090304,CN20091118852 20090304,,,,,,,,,,,,,,
PIZZA AUTOMATIC VENDING MACHINE IS DRINK MAKING POSSIBILITY,KR20090100712 (A),24/09/2009,PARK KEUN SUâ€‚[KR],WONDERPIZZA KOREA CO LTDâ€‚[KR],G07F9/10,,KR20080026067,20080320,KR20080026067 20080320,,,,,,,,,,,,,,
CUCUMBERS PROCESSING METHOD,RU2371009 (C1),27/10/2009,SHCHEPOCHKINA JULIJA ALEKSEEVNAâ€‚[RU],SHCHEPOCHKINA JULIJA ALEKSEEVNâ€‚[RU],A23L1/212,,RU20080124423,20080616,RU20080124423 20080616,,,,,,,,,,,,,,
Industrial tunnel type wood burning oven for the baking of pizza and similar alimentary products,NZ563223 (A),30/10/2009,FERRO PIETRO,TECHNOFORNI S R L,A21B1/48,A21B1/02; A21B1/48,NZ20050563223,20050616,IT2005MI00934 20050523; WO2005EP52806 20050616,,,,,,,,,,,,,,
MULTI-PIECE PIZZA WITH PERIPHERAL CRUST STRUCTURE AND METHOD AND APPARATUS FOR FORMING THE SAME,WO2009142818 (A1),26/11/2009,MATTHEWS KEVIN Pâ€‚[US],MATTHEWS KEVIN Pâ€‚[US],A21D8/00; A21D13/00,A21D13/007; A21D8/02,WO2009US38317,20090326,US20080122890 20080519,US2007180715 (A1); US2007116803 (A1); US5789009 (A); US5508049 (A),,,,,,,,,,,,,
Pizza Truck,KR20090007020 (U),13/07/2009,,,B60P3/025; A21B1/00; A21B5/00; B60R99/00,,KR20080000246U,20080107,KR20080000246U 20080107,,,,,,,,,,,,,,
VENDER FOR INSTANT PIZZA,KR20090073320 (A),03/07/2009,KIM KI JOONâ€‚[KR];  YU KUN SOOâ€‚[KR];  HWANG MYEONG GWONâ€‚[KR],GREEN FORCE LTDâ€‚[KR];  YU KUN SOOâ€‚[KR];  KIM KI JOONâ€‚[KR];  HWANG MYEONG GWONâ€‚[KR],G07F9/10,,KR20070141235,20071231,KR20070141235 20071231,,,,,,,,,,,,,,
Efficient food wraps,US2009285950 (A1),19/11/2009,BAKER ROBERT Gâ€‚[US],,A21D13/00,A21D13/0029; A21D13/009,US20080154115,20080519,US20080154115 20080519,US2668767 (A); US3773522 (A); US3669007 (A); US4961948 (A); US6165522 (A); US1732567 (A); US6024554 (A); US5306133 (A); US6168817 (B1); US5529799 (A); US3278311 (A),,,,,,,,,,,,,
BAG,JP2009240743 (A),22/10/2009,KOBAYASHI SATOKO,KOBAYASHI SATOKO,A45C3/04,,JP20080114514,20080328,JP20080114514 20080328,,,JPH0568321U (U); JPS3934914Y (Y1),,,,,,,,,,,
Container for frozen pizza,KR20090007971 (U); KR200446124 (Y1),05/08/2009,,,B65D81/34; B65D85/36,,KR20080001558U,20080201,KR20080001558U 20080201,JP2005082197 (A); JPH11227858 (A); KR880002409U (U); KR950003621Y (Y1),,,,,,,,,,,,,
Pizza cutting apparatus,KR20090005080 (U),27/05/2009,,,A21C15/04; A21C15/00; A21D13/00,,KR20070018831U,20071122,KR20070018831U 20071122,,,,,,,,,,,,,,
Oven for cone pizza,KR20090000940 (U),02/02/2009,,,A21B5/00; A21B5/02; A21B5/04,,KR20070012354U,20070725,KR20070012354U 20070725,,,,,,,,,,,,,,
Pizza oven,KR20090008482 (U),24/08/2009,,,A47J37/08; A47J37/00; F24C3/00,,KR20080002202U,20080219,KR20080002202U 20080219,,,,,,,,,,,,,,
METHOD FOR MANUFACTURING FREEZING PIZZA AND FREEZING PIZZA MANUFACTURED BY THE SAME,KR20090081515 (A),29/07/2009,JUNG WON YOUNGâ€‚[KR],JUNG WON YOUNGâ€‚[KR],A21D13/00,,KR20080007420,20080124,KR20080007420 20080124,,,,,,,,,,,,,,
Pizza fixed device,KR20090002681 (U); KR200444117 (Y1),18/03/2009,,,B65D85/36; B65D57/00,,KR20070015280U,20070913,KR20070015280U 20070913,,,,,,,,,,,,,,
pizza bag for delivery,KR20090000027 (U); KR200443498 (Y1),07/01/2009,,,A47J47/14; A45C11/20,,KR20070010619U,20070628,KR20070010619U 20070628,,,,,,,,,,,,,,
Apparatus for forming disk-like elements of food dough,EP2174549 (A1); EP2174549 (B1),14/04/2010,BENETTI LUIGIâ€‚[IT],ITECA S P Aâ€‚[IT],A21C11/00,A21C11/006,EP20090012886,20091012,IT2008VI00238 20081013,GB1192873 (A); US6398539 (B1); EP0695505 (A2); US5176922 (A); US6158315 (A),,,,,,,,,,,,,
MANUFACTURING METHOD OF PIZZA SAUCE USING FIVE GRAINS,KR20090085459 (A); KR101016753 (B1),07/08/2009,KIM JONG GOOâ€‚[KR],KIM JONG GOOâ€‚[KR],A23L1/39; A23L1/10; A23L1/105; A23L1/221,,KR20080011366,20080204,KR20080011366 20080204,KR100810143B (B1); KR100539104B (B1); KR20090043961 (A),,,,,,,,,,,,,
"Semi-rigid material cutout blank i.e. cardboard, for forming parallelepipedic shaped box to pack food product i.e. pizza, has foldable shutter and side pavements comprising mutual co-operation unit formed of tabs and notches",FR2945516 (B1); FR2945516 (A1),19/11/2010,COHEN SERGEâ€‚[FR],COHEN SERGEâ€‚[FR],B65D5/66,B65D5/302; B65D2101/0015; B65D2585/366,FR20090053157,20090513,FR20090053157 20090513,US5799864 (A); US2005274779 (A1); US2003150903 (A1); CH591369 (A5),,,,,,,,,,,,,
Pizza serving utensil,USD601390 (S1),06/10/2009,KIRALY GYORGYâ€‚[US],,,,US20080313057F,20081203,US20080313057F 20081203,,,,,,,,,,,,,,
FROZEN MICROWAVEABLE DOUGH PRODUCTS.,MX2008013344 (A),07/01/2009,BLACK JOHN Mâ€‚[US],FIRST PRODUCTS INCâ€‚[US],A21D13/02,A21D15/02; A21D10/02; A21D13/0006; A21D13/0022,MX20080013344,20081017,US20060793438P 20060420; US20060818951P 20060706; WO2007US65637 20070330,,,,,,,,,,,,,,
BLENDABLE CHEESE SNACK.,MX2007009111 (A),18/02/2009,DELPIERRE PHILLIP IIIâ€‚[US];  BRODY JOHN KIERAN;  KRAHN NANCY M;  KAUFMAN BRIAN L;  LINK KARL L,SARGENTO FOODS INCâ€‚[US],A23C19/00,A23C19/09; A23L1/2123; A23L1/362; A23C2270/15; A23V2002/00; A23V2002/00; A23V2200/08,MX20070009111,20070727,US20060463354 20060809,,,,,,,,,,,,,,
Microwave toaster,CN201314597 (Y),23/09/2009,AIMIN PENGâ€‚[CN],MIDEA GROUP CO LTDâ€‚[CN],F24C7/02,,CN20082202894U,20081031,CN20082202894U 20081031,,,,,,,,,,,,,,
