Title,Publication number,Publication date,Inventor(s),Applicant(s),International classification,Cooperative Patent Classification,Application number,Date of application,Priority number(s),Patents cited in the search report,Literature cited in the search report,Patents cited during examination,Literature cited during examination,Other patent citations,Other literature citations,Patents used in opposition,Literature used in opposition,Patents cited by the applicant,Literature cited by the applicant,International search citation,International search NPL citation,Supplementary international search citation,Supplementary international search NPL citation
Drive mechanism and slicing apparatus for food slicing machine,GB2430353 (A); GB2430353 (B),28/03/2007,BODEY TODD Lâ€‚[US];  THOMAS TONY Lâ€‚[US];  PETTY DAVID Jâ€‚[US],J E GROTE COMPANY INCâ€‚[US],B26D7/06; B26D1/48,B26D1/46; B26D1/48; B26D1/54; B26D7/0616; B26D7/0641; B23D35/008; B26D7/2628; B26D1/48; B26D7/0616,GB20060015950,20060811,US20050231702 20050921,EP0965270 (A2); US3760715 (A); US4230007 (A); DE29623179U (U1); EP0965270 (A2); EP1632322 (A2); US3760715 (A); US4230007 (A),,,,,,,,,,,,,
SYSTEM FOR THE PROTECTION AND TRANSPORTATION OF PACKAGING FOR TAKEAWAY DISHES OF THE PIZZA OR CAKE TYPE,WO2007122326 (A1),01/11/2007,MARSICANO ERNESTâ€‚[FR],MARSICANO ERNESTâ€‚[FR],A47G23/06,A47G23/0616; B65D2585/366,WO2007FR00668,20070420,FR20060003528 20060421,,,,,,,,,,,GB700817 (A); FR1078883 (A); FR2428424 (A3); GB2396289 (A); US2004217034 (A1),,,
"Spicy oiled pod carrying device for pizza case, has support provided on side of pizza box by simple force from finger by user, and two pre cut strips permitting installation of spicy oiled pod",FR2913669 (A1),19/09/2008,BOUZINA FARID,BOUZINA FARIDâ€‚[FR],B65D5/52; B65D77/24; B65D85/72,B65D5/4233; B65D2585/366,FR20070001863,20070315,FR20070001863 20070315,,,,,,,,,,,,,,
"Food product e.g. elongated bread, cutting device, has additional cutting units carrying longitudinal slicing of bread to split bread into several contiguous sections, when bread is disposed into open lower end of warehouse",FR2909916 (B1); FR2909916 (A1),20/06/2008,CORVELER YVON,KAUFLER SOC PAR ACTIONS SIMPLIâ€‚[FR],B26D1/46; B26D7/06,B26D3/18; B26D1/46; B26D1/553; B26D3/185; B26D7/0641; B26D7/0683; B26D2210/02,FR20060010879,20061213,FR20060010879 20061213,US4436012 (A); EP1252989 (A2); GB620245 (A),,,,,,,,,,,,,
"Use of vinegar or its equivalent, as a substitute for salt composition e.g. food, pharmaceutical, cosmetics, functional food, nutraceutical and veterinary composition and to manufacture of bread or pizza",FR2908602 (A1); FR2908602 (B1),23/05/2008,RAMY HUBERT;  GIRAUD ALAIN,SANTE Râ€‚[FR],A23L1/237,A21D2/145; A21D2/368; A21D13/007; A23L1/237; A23V2002/00; A23V2002/00; A23V2250/022; A23V2200/16,FR20060010108,20061117,FR20060010108 20061117,JPS61219336 (A); US5260091 (A),XP008080321; XP008080290; XP008080288; XP008080323,,,,,,,,,,,,
"Pizza box, has lateral cover i.e. cover plate, for covering pizza by supporting another pizza, where raising of plate is assured by flaps and closing slots are presented on cover plate for closing upper cover",FR2908390 (A1),16/05/2008,RUFFIER MERAY DANIEL,RUFFIER MERAY DANIELâ€‚[FR],B65D5/64; B65D5/48,B65D5/48018; B65D2581/3406; B65D2585/366,FR20060010045,20061115,FR20060010045 20061115,,,,,,,,,,,,,,
"Preparing foodstuff with sealed edges comprising cereal pastry, comprises preparing cereal dough, rolling out the dough, preparing cutout, placing deep-frozen, covering the filling, closing the ends and placing folded foodstuff",FR2907316 (A1); FR2907316 (B1),25/04/2008,SCHLIENGER FRANCOIS;  JEANTOT PHILIPPE,AGRO FOOD DEV SARLâ€‚[FR],A23P1/08; A21C11/10; A21D13/00,A21C9/063; A21D6/001; A21D13/0022; A21D15/02,FR20060009248,20061020,FR20060009248 20061020,US5112631 (A); FR2276006 (A1); US4517203 (A); FR2774866 (A1); US4618498 (A); US5196223 (A); US5968570 (A); US4797291 (A); US2006110496 (A1); NL7808686 (A),XP002436941,,,,,,,,,,,,
"Food product e.g. pizza, containing box, for e.g. delivering food product to client, has cover presenting conical shaped base portion defining apex when cover is in closed position, and pin, notch and rim that radially restrain base portion",FR2901542 (A1),30/11/2007,SMADJA HERVE,SEVENINVEST LTDâ€‚[VG],B65D5/50; B65D5/24; B65D85/36; B65D85/72,B65D85/36; B65D2585/366,FR20060004692,20060524,FR20060004692 20060524,US5816485 (A); US5961035 (A); US5226587 (A); US4058214 (A); US3670881 (A),,,,,,,,,,,,,
"Method for making topping disk for pizzas comprises placing meat, vegetables and cheese on flat support and spraying them with cheese-based liquid which solidifies to bind other ingredients together",FR2896130 (A1); FR2896130 (B1),20/07/2007,JOUAULT BERTRAND,TECHNOLOGIES ALIMENTAIRES SOCâ€‚[FR],A23P1/08; A21D13/00,A23C19/09; A23L3/36; A23L1/0061; A21D13/007,FR20060000495,20060119,FR20060000495 20060119,WO9208358 (A1); US5243899 (A); US5681602 (A); EP1116445 (A2); EP0882407 (A1); US4569847 (A); US2289576 (A),,,,,,,,WO9208358 (A1),,,,,
"Molded pizza delivering or carrying box for use with e.g. car, has slanting sides and integrated cover, where box is manufactured from paper, cardboard or fiber by molding process, and cover is integrated to box with hinge/fastening system",FR2888819 (A1),26/01/2007,GOSIOSO MAXIME,GOSIOSO MAXIMEâ€‚[FR],B65D1/34,B65D85/36; B65D2585/366,FR20050007811,20050722,FR20050007811 20050722,DE20019615U (U1); US5472139 (A); WO9939993 (A1),,,,,,,,,,,,,
"BIGGA type accessory support for e.g. pizza, package, has circular plate with hollow legs having length less than/equal to space left when package is closed, where plate and legs are made of plastic material compatible with food product",FR2888218 (A1),12/01/2007,MARSICANO ERNEST;  BRILLET JULIEN PIERRE THOMAS,MARSICANO ERNESTâ€‚[FR];  BRILLET JULIEN PIERRE THOMASâ€‚[FR],B65D57/00; B65D81/05; B65D85/62; B65D85/72,B65D81/05; B65D2585/366,FR20050007274,20050708,FR20050007274 20050708,DE9412477U (U1); US5341748 (A); US2004206806 (A1); US6439529 (B1); US5509601 (A),,,,,,,,,,,,,
"Food stuff e.g. pizza, transport device for use with pizza tray, has support with cut locations receiving drink, where device forms trays supporting drink and has lower part longer than its upper part",FR2886272 (A1); FR2886272 (B1),01/12/2006,ROBERT EDDIE,ROBERT EDDIEâ€‚[FR],B65D5/00,A47G19/06; B65D71/72; B65D5/5038; B65D2571/00925,FR20050005446,20050530,FR20050005446 20050530,US4889239 (A); US3005584 (A); FR2809298 (A1); DE2353222 (A1),,,,,,,,,,,,,
"Pie or pizza cutting device for food service industry, has horizontal base for receiving products to be cut, lever raising and lowering cutting system using set of connecting rods, plate with lower part receiving cutting blades in grooves",FR2885314 (A1),10/11/2006,CONSTANTIN PIERRE,CONSTANTIN PIERREâ€‚[FR],B26D3/24; B26D1/09,B26D3/24,FR20050004483,20050503,FR20050004483 20050503,,,,,,,,,,,,,,
"Object e.g. dish assembly, or hot food e.g. toast, heat maintaining device, has service bag composed of lower compartment with opening/closing system to accommodate hot bag, and upper compartment to receive hot foods",FR2877079 (A1),28/04/2006,MOULIN AGNES PAULETTE DANIELE,MOULIN AGNES PAULETTE DANIELEâ€‚[FR],F28D20/00; A47G23/04; B65D81/18,A47J41/0044; A47J41/0066; A47G23/04; F28D20/0056; Y02E60/142,FR20040011390,20041026,FR20040011390 20041026,US5880435 (A); WO2004020311 (A1); DE10107922 (A1); WO03079869 (A1); GB2406035 (A); WO9303978 (A1); US4468424 (A); US5300104 (A); US2002193857 (A1),,,,,,,,,,,,,
Adapter for fixed table support to allow it to be rotated comprises inverted U-section metal or wooden ring with inner plastic rollers,FR2873009 (A1); FR2873009 (B1),20/01/2006,BEDJAI PASCAL,BEDJAI PASCALâ€‚[FR],A47G23/08; F16M11/08; A47G23/08,A47G23/08; F16M11/08,FR20040007861,20040715,FR20040007861 20040715,DE9018042U (U1); DE19635344 (A1); EP0153662 (A1); JPS6031366 (A),,,,,,,,,,,,,
FOOD COMPOSITION WHICH IS USED TO PRODUCE PIZZA DOUGH,WO2007006820 (A1),18/01/2007,BRISCIANI ROBERTOâ€‚[ES],BRISCIANI ROBERTOâ€‚[ES],A21D13/00,A21D13/007; A21D10/002,WO2006ES00274,20060523,ES20050001658 20050707,,,,,,,,,,,BE1001628 (A6); US4308286 (A),XP003005173,,
IMPROVED PIZZA,WO2006037832 (A1),13/04/2006,SANCHEZ ZARZOSO MARIA ISABELâ€‚[ES],LAZARILLO DE TORMES S Lâ€‚[ES];  SANCHEZ ZARZOSO MARIA ISABELâ€‚[ES],A21D13/00; A23L1/16,A21D13/007,WO2005ES70132,20050923,ES20040002236U 20041001,CA2241577 (A1); ES2112805 (A1); US5253565 (A),,,,,,,,,,,,,
Pizza packaging has connection between base and lid made by multiple tongue pieces that lodges in complementary orifices in simpler and stable way,ES2282018 (A1); ES2282018 (B1),01/10/2007,TEIXIDOR CASANOVAS PEREâ€‚[ES];  CANALES CANAS FERNANDO MANUELâ€‚[ES],PAPER SAâ€‚[ES],B65D85/36,B65D85/36,ES20050001636,20050706,ES20050001636 20050706,ES1056943U (U); WO9739959 (A1); US3984027 (A); ES2199653 (A1),,,,,,,,,,,,,
"Method for making roll-shaped vegetables filled pizza, involves removing toothpicks and placing roll on plate and tray, and keeping sauce above plate and tray, where side of meat is coated with cheese and replaceable salad herbs",ES2251322 (B1); ES2251322 (A1),16/04/2006,AMBROSINO SALVATOREâ€‚[IT],AMBROSINO SALVATOREâ€‚[IT];  STRANGOZZERIA AVION S L,A21D13/00,A21D13/0067,ES20040002448,20041015,ES20040002448 20041015,WO9941988 (A1); EP0761098 (A1); KR20010016044 (A),,,,,,,,,,,,,
MARKETING METHOD AND COMMUNICATIONS SYSTEM FOR CARRYING OUT THE MARKETING METHOD,WO2006034944 (A1),06/04/2006,BLANK FELIXâ€‚[DE],SIEMENS AGâ€‚[DE];  BLANK FELIXâ€‚[DE],G06Q30/00; H04Q3/00; G06F17/60,G06Q30/02; H04Q3/0029; G06Q30/0255,WO2005EP54406,20050907,DE20041047020 20040928,,,,,,,,,,,US6055513 (A); WO2004042608 (A2),,,
"Container for transporting warm meals, in particular pizza",EP1992574 (A1); EP1992574 (B1); EP1992574 (B2),19/11/2008,FASSBACH DIETMARâ€‚[DE],FASSBACH DIETMARâ€‚[DE],B65D85/36,B65D5/4295; B65D5/6608; B65D85/36; B65D5/6611; B65D2101/0007; B65D2101/0092; B65D2585/366,EP20080156306,20080515,DE20071023015 20070515,US6169270 (B1); DE20216203U (U1); US5971262 (A); EP1479619 (A2),,,,,,US3543995 (A); DE19805452 (A1); GB2272684 (A); DE19637022 (A1); US2003085263 (A1); DE202006012171U (U1),,EP1331170 (A1); EP1193184 (A2); EP0989067 (B1),,,,,
Substituted cyclopropane carbolic acid(3-methyl-cyclohexyl)amides as taste substances,EP1989944 (A1); EP1989944 (B1),12/11/2008,LOOFT JANâ€‚[DE];  VOESSING TOBIASâ€‚[DE];  LEY JAKOBâ€‚[DE];  BACKES MICHAELâ€‚[DE];  BLINGS MARIAâ€‚[DE],SYMRISE GMBH & CO KGâ€‚[DE],A23L1/226; C07C233/58,A23L1/39; A23L1/40; A23F3/405; A23L1/162; A23L1/2265; A23L1/243; C07C233/58; C07B2200/07; C07C2101/02; C07C2101/14,EP20080153790,20080331,US20070916589P 20070508,US2005084506 (A1); US2004202760 (A1); US2692282 (A); US3277171 (A),,,,,,,,,,,,,
Dough processing facility,EP1902621 (A3); EP1902621 (A2),26/03/2008,MEIER ALEXANDERâ€‚[DE];  MUELDERS HERBERTâ€‚[DE],WERNER & PFLEIDERER LEBENSMITTâ€‚[DE],A21C7/00; A21C9/00; A21C11/00,A21C7/00; A21C9/00; A21C11/00,EP20070017694,20070911,DE20061044990 20060923,WO0224555 (A1); DE19720689 (A1); FR2678484 (A1); DE19820272 (A1); DE29713287U (U1); WO2007104801 (A1),,,,,,,,,,,,,
Salting compositions for use in foods,EP1922938 (A1); EP1922938 (B1),21/05/2008,LECLERC CHRISTIANâ€‚[FR],LARENAâ€‚[FR],A23L1/237,A23L1/237; A23L1/2375,EP20060291620,20061018,EP20060291620 20061018,US5562942 (A1); EP0766927 (A1); FR2196151 (A1); US4216244 (A1); EP0041620 (A1); EP0124254 (A1),,,,,,,,,,,,,
Kneading machine,EP1661461 (A1),31/05/2006,GNOCCHI LUCIANOâ€‚[IT],SIGMA SPAâ€‚[IT],A21C1/02; A21C1/10; A21C1/14; B01F7/30,A21C1/02; A21C1/10; A21C1/147; A21C1/1485; B01F7/302; B01F7/00408; B01F2215/0431; B01F2215/0463,EP20040425892,20041126,EP20040425892 20041126,US5482366 (A); DE1087094 (B),,,,,,,,,,,,,
"Printed sheet as an information element for a ready-to-serve meal package, in particular a package for a pizza",EP1623929 (A1),08/02/2006,NIEDERBERGER ANTONâ€‚[CH],BEFA GMBH HANDELSGESELLSCHAFTâ€‚[CH],B65D25/20,B65D25/205; B65D43/162,EP20040405496,20040805,EP20040405496 20040805,FR2553215 (A1); EP0488531 (A2); US5605231 (A); US5900264 (A); US4201301 (A); US6764435 (B1); FR2726812 (A1); DE4027267 (A1); WO9721599 (A1),,,,,,,,,,,,,
Packing container made from paper or cardboard for a frozen pizza comprises an upper side covered by a further upper side which is laterally connected to the container via a fold,DE202006017050 (U1),18/01/2007,,HASA GMBHâ€‚[DE],B65D5/42; B65D5/66,B65D5/422; B65D2585/366,DE20062017050U,20061030,DE20062017050U 20061030,,,,,,,,,,,,,,
"Hood for protecting oven walls for splashes of fat or oil when cooking pizzas fits into pizza dish and has one or more air holes, over which second hood can be fitted",DE202006016254 (U1),15/02/2007,,ZERNISCH MARCâ€‚[DE],A47J37/01,A47J36/06; A21B3/135; A47J37/103; A47J37/108,DE20062016254U,20061024,DE20062016254U 20061024,,,,,,,,,,,,,,
"Pizza tray has approximately half-moon shaped base contour, with base thickness of between 3 mm and 4 mm, rim thickness 3 mm, and height of rim between 25 mm and 30 mm",DE202006008966 (U1),17/08/2006,,KUCKERTZ NICOLEâ€‚[DE],A21B3/15; A21B3/13,A21B3/15,DE20062008966U,20060608,DE20062008966U 20060608,,,,,,,,,,,,,,
Tear-open box for pizza can be partly open by a perforated tear-out forming only part of part surface,DE202006008422 (U1),03/08/2006,,RONIS THORSTENâ€‚[DE],B65D85/36; B65D65/28; B65D65/46,B65D65/463; B65D5/54; B65D5/5455; B65D85/36,DE20062008422U,20060527,DE20062008422U 20060527,,,,,,,,,,,,,,
"Plate in particular for serving pizza or other dish with crunchy base, comprising upper perforated layer",DE202006007205 (U1),06/07/2006,,KORN CHRISTIANâ€‚[DE];  METER FRANKâ€‚[DE],A47G19/02,A47G19/02,DE20062007205U,20060505,DE20062007205U 20060505,,,,,,,,,,,,,,
"Spacer holder is made as one-piece via casting, moulding or injection moulding and has at least one foot and is mounted on upper side of pizza and connects with stop on pizza covering",DE202006005740 (U1),14/09/2006,,PUESCHEL THOMASâ€‚[DE],B65D85/36,B65D81/05; B65D85/36; B65D2585/366,DE20062005740U,20060405,DE20052005422U 20050405; DE20062005740U 20060405,,,,,,,,,,,,,,
"Plate, especially for use as pizza plate, has protrusions equally distributed over center section of upper side of plate to prevent pizza from sliding away during cutting",DE202006002097 (U1),06/04/2006,,ROESLER PORZELLAN UND KUNSTSTOâ€‚[DE],A47G19/02,A47G19/02,DE20062002097U,20060209,DE20062002097U 20060209,,,,,,,,,,,,,,
"Moving, taking out and exchanging baking surface device e.g. for pizza of grill oven, inside of furnace and to stone baking surface or grill slide part is provided such that opening is provided on surface",DE202006002091 (U1),01/06/2006,,WEERT IRENEUS MARIA VANâ€‚[DE],F24C15/16; A21B3/07; A47J37/07,A47J37/0704; F24C15/16,DE20062002091U,20060208,DE20062002091U 20060208,,,,,,,,,,,,,,
"Round board for pizza comprises polymer and its decomposing takes place not under two hundred and fifty degree Celsius, grooves move on outside of board from the middle of board outgoing radially on border of board",DE202005020007 (U1),23/02/2006,,MARESI FERDINANDâ€‚[DE],A47J47/00,A47J47/005,DE20052020007U,20051222,DE20052020007U 20051222,,,,,,,,,,,,,,
"Hexagonal or octagonal folding box for pizza products, has base, and lid that does not exhibit closures at lateral folding box walls, where lateral folding box walls have different length",DE202005015257 (U1),09/03/2006,,ORBKE HELMUTâ€‚[DE],B65D5/20; B65D85/36,B65D5/2033; B65D5/667; B65D2585/366,DE20052015257U,20050928,DE20052015257U 20050928,,,,,,,,,,,,,,
"Continuous production of flat pastry goods, i.e. pizza bases, bakes dough blanks followed by a compression station",DE102007006395 (B4); DE102007006395 (A1),07/08/2008,SPIEGEL UDOâ€‚[DE];  SIEKERKOTTE RALFâ€‚[DE],OETKER NAHRUNGSMITTELâ€‚[DE],A21C15/00; A21D8/06,A21C11/008; A21C15/025; A21D13/007,DE20071006395,20070205,DE20071006395 20070205,DE19943239 (C1); DE19943239 (C1); DE317833 (C); GB2165436 (A); EP0687413 (A1),,,,,,,,GB2165436 (A1); EP0687413 (A1),,,,,
"Flat object e.g. food product, positioning device, has storage station with surface movable downwards from transfer position for transferring objects from conveyor device, to delivery position, to another device",DE102006055980 (A1),29/05/2008,SCHREYER UWEâ€‚[DE],SCHREYER SONDERMASCHINEN GMBHâ€‚[DE],B65G47/57,B65G47/57,DE20061055980,20061124,DE20061055980 20061124,,,,,,,,,,,,,,
"Surface coating composition, e.g. for forming release coating on adhesive label supporting paper, contains paraffin, polyhydric alcohol, auxiliary and nano-particulate polymer",DE102006052219 (A1),15/05/2008,ROETH MANFREDâ€‚[DE],SYNAPOL GMBHâ€‚[DE],C09D7/12; C08K5/00; C09J7/02,C08J7/02; C09D7/125; C09D7/1266; C09J7/0228; C08K5/01; C08K5/053; C09J2203/334,DE20061052219,20061106,DE20061052219 20061106,US2004062873 (A1); US2003187120 (A1); EP1249408 (A1),,,,,,,,,,,,,
"Minced meat pizza for eating has pizza base itself composed of minced meat, which may be pounded and may have chopped vegetables or herbs added",DE102006034093 (A1),24/01/2008,YILDIRIM MUHAMMET-BILALâ€‚[DE],YILDIRIM MUHAMMET-BILALâ€‚[DE],A23L1/317; A23L1/48,A23L1/3177; A23V2002/00; A23V2002/00; A23V2200/3322,DE20061034093,20060720,DE20061034093 20060720,KR20060037543 (A),,,,,,,,,,,,,
"Spacer for locating between pizza and lid of box is manufactured in one piece from flat plate and has at least one foot which is insertable into upper side of pizza so that spacer protrudes upwards in direction of lid, acting as stop",DE102006016619 (A1); DE102006016619 (B4),18/01/2007,PUESCHEL THOMASâ€‚[DE],PUESCHEL THOMASâ€‚[DE],B65D85/36,B65D77/24; B65D2585/366,DE20061016619,20060405,DE20052005422U 20050405; DE20061016619 20060405,FR2888218 (A1); US6439529 (B1); US6932267 (B2); US2006037885 (A1); US5173070 (A); US5542540 (A); US5418031 (A); US5509601 (A); US4420493 (A); US4700843 (A); US4498586 (A); US5516036 (A); US2446629 (A); US5759119 (A); WO0214184 (A1),,,,,,,,,,,,,
"Shovel for public pizza bakeries comprises a cutting knife/cutting wheel connected with the shovel, a handle and a positive connection between the shovel and the cutting wheel",DE102006007673 (A1),03/05/2007,TUERKMEN NAHIRâ€‚[DE],TUERKMEN NAHIRâ€‚[DE],A21C15/04,A21C15/04,DE20061007673,20060215,DE20061007673 20060215,,,,,,,,,,,,,,
"Cooking device for use in kitchen, has pizza oven for baking cooking goods, and energy storage- and energy extraction system with energy store that is partially loaded with energy from combi-steamer and/or oven",DE102006007379 (A1); DE102006007379 (B4),30/08/2007,KOHLSTRUNG PETERâ€‚[DE];  MAAS BRUNOâ€‚[DE];  BRUNNER HUBERTâ€‚[DE],RATIONAL AGâ€‚[DE],F24C7/08; A21B1/24; F24C1/00; F24C15/34,A21B3/04; F24C15/327; F24C15/34,DE20061007379,20060217,DE20061007379 20060217,DE19824172 (A1); DE2229939 (A1); DE20105820U (U1); GB2337324 (A); DE19824172 (A1); DE2229939 (A1); DE20105820U (U1); GB2337324 (A); GB313638 (A),,,,,,,,,,,,,
"Pizza table knife e.g. for cutting pizza, has blade with grasp provided at rear end of blade and cut wheel which swivels within range of blade",DE102005020346 (B3),30/11/2006,KRIMMER JOSEFâ€‚[DE];  MONTELLA DONATOâ€‚[DE],KRIMMER JOSEFâ€‚[DE];  MONTELLA DONATOâ€‚[DE],B26B3/00,B26B25/005,DE20051020346,20050502,DE20051020346 20050502,US4423551 (A); US3174223 (A),,,,,,,,,,,,,
"Indentation formation in pizza dough, comprises thin rolling of the dough between parallel cylindrical rollers and pressing the dough by a heated stamp",DE102005013603 (A1),02/11/2006,PEKER OEMERâ€‚[DE],PEKER OEMERâ€‚[DE],A21C3/02,A21C11/008,DE20051013603,20050324,DE20051013603 20050324,FR2768305 (A1),,,,,,,,,,,,,
"Slide carriage for use in moving e.g. pizza carton in slide shelving, has bookend-styled upright support formed of galvanized steel sheet coated in non-adhesive lacquer",DE102005012767 (A1),05/10/2006,NILSSON RICKARDâ€‚[DE],NILSSON RICKARDâ€‚[DE],B65G1/08; A47F1/12; B65G1/06,A47F1/12,DE20051012767,20050319,DE20051012767 20050319,US6142317 (A),,,,,,,,,,,,,
"Device for producing of pizzas has pizza base device for preparing of pizza bases, filling device for filling of pizza base, and conveying device for conveying of pizza bases or pizzas into baking chamber",DE102005011504 (A1),14/09/2006,JEKIMOW ALEXANDERâ€‚[DE],JEKIMOW ALEXANDERâ€‚[DE],A21C9/04; A21C11/00; A21D8/06; A21D13/00; A21D15/02,A21C9/04,DE20051011504,20050312,DE20051011504 20050312,DE4403331 (A1); DE69425778T (T2); DE60001545T (T2),,,,,,,,,,,,,
Packing has cylindrical upper and lower section whereby upper section is formed as crown cap at its outer side and lower part can be form-fit connection with upper section,DE102004049764 (A1),20/07/2006,,SCHWINDT RUDOLFâ€‚[DE],B65D3/10; B65D81/26; B65D81/38; B65D85/36,B65D81/3816; B65D85/36; B65D81/264; B65D81/266; B65D2585/366,DE20041049764,20041015,DE20041049764 20041015,,,,,,,,,,,,,,
"Airflow routing device for cooking apparatus e.g. baking oven, has apparatus airflow routing device with airflow routing unit including molding to route airflow, where molding is formed as ramp and deflects airflow in vertical direction",DE102004046437 (A1),06/04/2006,GOETZ BERNHARDâ€‚[DE];  HERBOLSHEIMER JOCHENâ€‚[DE],BSH BOSCH SIEMENS HAUSGERAETEâ€‚[DE],F24C15/32; F24C1/00; F24C15/00,F24C15/322,DE20041046437,20040924,DE20041046437 20040924,DE19824172 (A1); DE10313916 (A1); DE4436036 (A1); DE3216835 (A1); DE20312031U (U1); DE2614818 (B1); EP1437552 (A1); JPS55134223 (A),,,,,,,,,,,,,
"Baking oven for baking e.g. pizza, has baking muffle cover whose position is changeable vertically in relation to baking muffle base, and flexible sealing is provided between side panels of baking muffle and base or cover",DE102004042827 (A1); DE102004042827 (B4),02/03/2006,ROEHRLE TOBIASâ€‚[DE];  SEIDLER CHRISTIANâ€‚[DE];  RIFFEL MICHAELâ€‚[DE];  SEEBURGER ROLFâ€‚[DE];  SCHINKO HERBERTâ€‚[DE],EGO ELEKTRO GERAETEBAU GMBHâ€‚[DE],F24C15/00,F24C15/16,DE20041042827,20040827,DE20041042827 20040827,DE10234546 (A1); FR2389836 (A1); US1082414 (A); EP1288580 (A1); DE10234546 (A1); DE10059656 (A1); FR2389836 (A1); US1082414 (A); EP1288580 (A1),,,,,,,,,,,,,
"Advertising medium for use with e.g. menu card, has advertising space provided in front, inner and rear sides of card, which provides product price, where medium is provided in color or in black and white and with images or graphics",DE102004033915 (A1),16/02/2006,,DZIEJAK BERNDâ€‚[DE],G09F23/06,G09F23/06,DE20041033915,20040714,DE20041033915 20040714,,,,,,,,,,,,,,
Food product having the form of pizza,CZ17102 (U1),10/01/2007,ANTONI JOSEFâ€‚[CZ],ANTONI CZ S R Oâ€‚[CZ],A23L1/31; A23L1/0522; A23L1/223; A23L1/317; A23P1/08,,CZ20060018216U,20061027,CZ20060018216U 20061027,,,,,,,,,,,,,,
"Bag for carrying flat pizza, cake or the like food boxes",CZ20041010 (A3),17/05/2006,TOMASOVA VERAâ€‚[CZ],TOMASOVA VERAâ€‚[CZ],A45C3/04,,CZ20040001010,20041004,CZ20040001010 20041004,,,,,,,,,,,,,,
In situ cleaning heat stretching machine for production pizza cheese,CN201042182 (Y),02/04/2008,ZHENG ZHAOâ€‚[CN];  TIQIANG ZHANGâ€‚[CN];  SIHUA SHENâ€‚[CN];  JIAN ZHAOâ€‚[CN],UNIV TIANJIN SCIENCE & TECHâ€‚[CN],A23C19/02,,CN2007295717U,20070409,CN2007295717U 20070409,,,,,,,,,,,,,,
Pizza roaster structure,CN2899469 (Y),16/05/2007,WANG QINGXIANGâ€‚[CN],YOUKE ENTPR CO LTDâ€‚[CN],A21B1/22; A47J37/01,,CN20062113893U,20060524,CN20062113893U 20060524,,,,,,,,,,,,,,
Automatic temp. control type roaster using coal as fuel,CN2907256 (Y),06/06/2007,GUO JIANGANGâ€‚[CN],GUO JIANGANGâ€‚[CN],A21B5/02; A21B1/33,,CN2006273298U,20060529,CN2006273298U 20060529,,,,,,,,,,,,,,
Automatic transporting forming device for pizza,CN200962796 (Y),24/10/2007,YAN RENHEâ€‚[CN],YAN RENHEâ€‚[CN],A21B5/03,,CN2006229568U,20061110,CN2006229568U 20061110,,,,,,,,,,,,,,
Heat stretching machine for producing pizza cheese,CN200944814 (Y),12/09/2007,ZHAO ZHENG ZHAOâ€‚[CN],UNIV TIANJIN SCIENCE & TECHâ€‚[CN],A23C19/02,,CN2006227250U,20060906,CN2006227250U 20060906,,,,,,,,,,,,,,
Adjustable suspended type multi-function frame used for refrigerator,CN101063585 (A); CN101063585 (B),31/10/2007,WANG DONGNING WANGâ€‚[CN],HAIER GROUPâ€‚[CN],F25D25/02,F25D2331/803; F25D2331/809,CN20061127919,20060901,CN2006174540 20060427; CN20061127919 20060901,,,,,,,,,,,,,,
Dough processing apparatus,CN1839697 (A),04/10/2006,TORU KOBAYASHI MASAO KOBAYASHIâ€‚[JP],KOBIRD CO LTDâ€‚[JP],A21C11/00; A21C14/00,,CN2006154942,20060227,JP20050099621 20050330,,,,,,,,,,,,,,
Pizza type dog bite,CN2785353 (Y),07/06/2006,ZHANG SHIPINGâ€‚[CN];  JIN DAYUANâ€‚[CN],ZHANG SHIPINGâ€‚[CN],A01K29/00,,CN20052111472U,20050621,CN2005225851U 20050516; CN20052111472U 20050621,,,,,,,,,,,,,,
Pizza bakeware for easy cutting,CN2828602 (Y),18/10/2006,LI WENQINGâ€‚[CN],LI WENQINGâ€‚[CN],F24C15/16; A21B3/15; A47J37/04,,CN2005265045U,20050927,CN2005265045U 20050927,,,,,,,,,,,,,,
Combined cutting-tool,CN2803653 (Y),09/08/2006,HUANG ZHAORONGâ€‚[CN],JINGJI GLOBAL ENTPR CO LTDâ€‚[CN],B26B11/00,,CN2005210878U,20050322,CN2005210878U 20050322,,,,,,,,,,,,,,
Cheese-free nutrient health Pizza pie,CN1934959 (A),28/03/2007,YANG FUGENâ€‚[CN],YANG FUGENâ€‚[CN],A21D13/08; A23L1/164; A23L1/212; A23L1/28; A21D13/08; A23L1/164; A23L1/212; A23L1/28,,CN2005129820,20050921,CN2005129820 20050921,,,,,,,,,,,,,,
PIZZA CONTAINER,CA2598830 (A1); CA2598830 (C),28/02/2008,HANNA D MATTâ€‚[US];  FORD ROBERT Aâ€‚[US],ARVCO CONTAINER CORPâ€‚[US],B65D5/54; B65D5/10,,CA20072598830,20070824,US20060840547P 20060828,,,,,,,,,,,,,,
