Title,Publication number,Publication date,Inventor(s),Applicant(s),International classification,Cooperative Patent Classification,Application number,Date of application,Priority number(s),Patents cited in the search report,Literature cited in the search report,Patents cited during examination,Literature cited during examination,Other patent citations,Other literature citations,Patents used in opposition,Literature used in opposition,Patents cited by the applicant,Literature cited by the applicant,International search citation,International search NPL citation,Supplementary international search citation,Supplementary international search NPL citation
GREEN TEA-CONTAINING PIZZA,JP2001327243 (A),27/11/2001,OISHI KOJI;  OISHI KAZUYUKI,SHO MI KK,A21D13/00; A21D2/36; A23L1/48; A21D13/00; A21D2/36; A23L1/48,,JP20000150337,20000522,JP20000150337 20000522,,,,,,,,,,,,,,
SYSTEM AND METHOD FOR ORDERING/ORDER RECEIVING HOME DELIVERY ARTICLE,JP2001325465 (A),22/11/2001,AKAMATSU TERUHIRO,MAKE SOFTWARE KK;  AKAMATSU TERUHIRO,G06Q10/00; G06Q30/06; G06Q50/00; G06Q50/28; G06F17/60,,JP20000142774,20000516,JP20000142774 20000516,,,,,,,,,,,,,,
RETORTED PASTY COMPOSITION WITH CURRY FLAVOR,JP4150841 (B2); JP2001299291 (A),30/10/2001,FUNAHASHI TAKASHI;  KAWAMURA KENJI;  NAGAI MEGUMI;  TANAKA SACHIKO;  KAMI AKIKO,KANEGAFUCHI CHEMICAL IND;  KANEKA SAN SPICE KK,A23L3/00; A21D13/00; A23L1/39; A23L1/48; A21D13/00; A23L1/48; A23L1/39; A23L3/00,,JP20000127130,20000427,JP20000127130 20000427,,,,,,,,,,,,,,
METHOD OF HOT STORAGE OF SMOTHERED FOOD AND EQUIPMENT,JP2001299598 (A),30/10/2001,SADA MORIHIRO;  UCHIJIMA TORU;  YAMANAKA FUSAKO;  ONUKI TAKUYA,AJINOMOTO KK,A21D13/00; A23L1/01; A23L1/48; A47J27/00; A47J39/02; A47J39/02; A21D13/00; A23L1/01; A23L1/48; A47J27/00,,JP20000116248,20000418,JP20000116248 20000418,,,,,,,,,,,,,,
PIZZA CRUST AND METHOD OF PRODUCING THE SAME,JP2001245583 (A),11/09/2001,MIYAZAWA HITOSHI;  SHIMIZU HIROTARO;  AZUMA MASAYUKI,SNOW BRAND MILK PROD CO LTD,A21D2/18; A21D13/00; A23L1/48; A21D2/18; A21D13/00; A23L1/48,,JP20000064856,20000309,JP20000064856 20000309,,,,,,,,,,,,,,
PASTY COMPOSITION HAVING CURRY FLAVOR,JP2001231517 (A); JP4132544 (B2),28/08/2001,FUJIMURA MASAKI;  FUNAHASHI TAKASHI;  NAGAI MEGUMI;  ZEN KEIZO;  NISHIYAMA TOSHIHIKO,KANEGAFUCHI CHEMICAL IND,A21D6/00; A21D13/08; A21D15/02; A23L1/39; A23L1/48; A21D6/00; A21D13/08; A21D15/02; A23L1/48; A23L1/39,,JP20000046003,20000223,JP20000046003 20000223,,,,,,,,,,,,,,
BOX TYPE CONTAINER HAVING PERFORATION IN COVER PART,JP2000191058 (A),11/07/2000,INOUE ISAO,INOUE ISAO,B65D81/36; B65D43/02; B65D81/36; B65D43/02,,JP19980378572,19981228,JP19980378572 19981228,,,,,,,,,,,,,,
CUT FOOD,JP4052746 (B2); JP2000189043 (A),11/07/2000,SUZUKI TOKU;  MATSUZAWA TORU;  AOKI KAZUICHI;  KINOSHITA YOSHIO;  INOKURA TADAO,SNOW BRAND MILK PROD CO LTD,A21D13/08; A21D13/08,,JP19980377591,19981228,JP19980377591 19981228,,,,,,,,,,,,,,
GYOZA (FRIED DUMPLING STUFFED WITH MINCED PORT) PIZZA,JP2000157230 (A),13/06/2000,IDAKA AKIRA,IDAKA AKIRA,A23L1/48; A23L1/48,,JP19980375245,19981125,JP19980375245 19981125,,,,,,,,,,,,,,
PRODUCTION OF PRECUT CRUST AND CUTTING MEANS USING THE SAME,JP2000175613 (A); JP3037938 (B1),08/05/2000,"ARAKAWA KATSUTO, ; YASUKURA TAKEAKI, ; WAKASA KAZUYUKI",JC FOODS CO LTD,A21C5/00; B26D3/24; B26F1/44; A21C5/00; B26D3/24; B26F1/44,,JP19980353626,19981211,JP19980353626 19981211,,,,,,,,,,,,,,
STORAGE CONTAINER FOR RICE PIZZA,JP2000168759 (A),20/06/2000,SUZUKI KISAKU,SUZUMO MACHINERY CO LTD,B65D21/02; B65D1/22; B65D43/03; B65D85/50; B65D43/03; B65D1/22; B65D21/02; B65D85/50,,JP19980341795,19981201,JP19980341795 19981201,,,,,,,,,,,,,,
MICROWAVE OVEN,JP4081891 (B2); JP2000164340 (A),16/06/2000,YAMAGUCHI MASAAKI;  NAKAJIMA AKIHIKO;  MORIKAWA HISASHI;  ISHIGURO TOSHIYUKI;  ORITA MASATOMO;  MIZUTA ISAO;  ITO TAKESHI,MATSUSHITA ELECTRIC IND CO LTD,H05B6/72; F24C7/02; H05B6/72; F24C7/02,,JP19980332442,19981124,JP19980332442 19981124,,,,,,,,,,,,,,
PIZZA FOR COOKING BY MICROWAVE OVEN,JP3234578 (B2); JP2000139428 (A),23/05/2000,TADOKORO SEIICHIRO;  SHIMIZU HIROTARO;  AZUMA MASAYUKI,SNOW BRAND MILK PROD CO LTD,A23L1/48; A23L1/48,,JP19980326584,19981117,JP19980326584 19981117,,,,,,,,,,,,,,
CONTAINER FOR MICROWAVE HEATING,JP2001120424 (A); JP4088395 (B2),08/05/2001,TAMURA ATSUSHI;  NAGASAWA HIROAKI;  NAKAGAWA MASAHITO;  YOSHINO TATSUYA;  NAKANO SHIGEYUKI;  MURAOKA SEIJI;  NIWA SATOSHI;  KISHIMOTO KUNIYO,NICHIREI KK;  ITOCHU PLAST SYST KK;  TOKAN KOGYO CO LTD,A21B2/00; A23L1/48; A47J27/00; B65D81/34; A21B2/00; A23L1/48; A47J27/00; B65D81/34,,JP19990309249,19991029,JP19990309249 19991029,,,,,,,,,,,,,,
TRANSPORTING CASE FOR PIZZA PIE AND DEVICE FOR STORING AND TAKING OUT THE SAME,JP2001072144 (A),21/03/2001,OINUMA EISUKE,TEITO SANGYO KK,B65D81/38; B65D67/00; B65D85/36; B65D81/38; B65D67/00; B65D85/36,,JP19990284634,19990831,JP19990284634 19990831,,,,,,,,,,,,,,
HEAT STORING PLATE FOR CARRYING PIZZA,JP2000070159 (A),07/03/2000,ISHIDA EISUKE,ISHIDA EISUKE,A47J36/24; A47J39/02; A47J39/02; A47J36/24,,JP19980281910,19980827,JP19980281910 19980827,,,,,,,,,,,,,,
PRODUCTION OF PIZZA CRUST AND PIZZA,JP2000102340 (A); JP3609628 (B2),11/04/2000,YAMADA MUNETAKA;  KAMIYAMA KOICHI;  KONDO MASAAKI;  ANDO TOSHINOBU,LION FOODS KK;  AJINOMOTO KK,A21D13/00; A21D15/02; A21D13/00; A21D15/02,,JP19980278599,19980930,JP19980278599 19980930,,,,,,,,,,,,,,
PASTY MILK PROCESSED PRODUCT AND USE THEREOF,JP2001086928 (A),03/04/2001,KAISE TAKESHI,YUKISATO KK,A23C9/13; A23L1/48; A23C9/13; A23L1/48,,JP19990267189,19990921,JP19990267189 19990921,,,,,,,,,,,,,,
EDIBLE COLOR DEVELOPING FILM,JP2000041621 (A),15/02/2000,TANAKA YOSHINAO;  YAMASHITA NAOKO,OSAKA KAGAKU GOKIN KK,A23L1/27; A23L1/27,,JP19980228719,19980728,JP19980228719 19980728,,,,,,,,,,,,,,
POWDERY SEASONING COMPOSITION,JP2000050825 (A),22/02/2000,KATO KUNIKO;  HIRASA KENJI;  MOTOHASHI SUMI;  OIKAWA TAKESHI,LION CORP,A23L1/176; A23L1/237; A23L1/31; A23L1/31; A23L1/176; A23L1/237,,JP19980225839,19980810,JP19980225839 19980810,,,,,,,,,,,,,,
CRISPY PIZZA FOR HEATING WITH MICROWAVE OVEN AND ITS PRODUCTION,JP2001045963 (A),20/02/2001,NOGUCHI MAKIHARU;  OCHIAI KIYOSHI,NIPPON FLOUR MILLS,A21D13/08; A21D13/08,,JP19990224256,19990806,JP19990224256 19990806,,,,,,,,,,,,,,
PIZZA CRUST AND ITS PRODUCTION,JP2000041568 (A),15/02/2000,TADOKORO SEIICHIRO;  SHIMIZU HIROTARO;  IMAI HIROSHI;  KONDO MICHIKO,SNOW BRAND MILK PROD CO LTD,A21D2/18; A21D2/26; A21D13/00; A21D2/18; A21D2/26; A21D13/00,A21D13/007; A21D2/186; A21D2/265,JP19980217654,19980731,JP19980217654 19980731,,,,,,,,,,,,,,
PIZZA HOLDING PACKAGE,JP2001031164 (A),06/02/2001,MINAMIMOTO KIICHI,DAILY HARASHIMA KK,B65D85/36; B65D85/36,,JP19990207119,19990722,JP19990207119 19990722,,,,,,,,,,,,,,
"PRODUCTION OF PIZZA DOUGH, PRODUCTION MEANS AND BAKING MEANS",JP2000037177 (A),08/02/2000,WATANABE KENJI,WATANABE KENJI,A21D2/02; A21D8/02; A21D8/06; A21D13/00; A23L1/48; A23L1/48; A21D2/02; A21D8/02; A21D8/06; A21D13/00,,JP19980206769,19980722,JP19980206769 19980722,,,,,,,,,,,,,,
HEAT INSULATION CASE FOR PIZZA PIE,JP2000355372 (A),26/12/2000,AONUMA SABURO,SATAKO KK,A21D13/00; A23L1/48; B65D81/18; B65D85/36; A23L1/48; B65D81/18; A21D13/00; B65D85/36,,JP19990203602,19990614,JP19990203602 19990614,,,,,,,,,,,,,,
PRODUCTION OF CRUSTY BREAD FOR PIZZA PIE AND COVER FOR BAKING THE CRUSTY BREAD,JP4020351 (B2); JP2001025355 (A),30/01/2001,ISHIDA KAZUO,KENTUCKY FRIED CHICKEN NIPPON,A21B1/48; A21D8/06; A21D8/08; A21D13/00; A23L1/48; A23L1/48; A21D13/00; A21B1/48; A21D8/06; A21D8/08,,JP19990202586,19990716,JP19990202586 19990716,,,,,,,,,,,,,,
PRODUCTION OF PIZZA,JP2000004851 (A); JP3976896 (B2),11/01/2000,YAMAMOTO KATSUYUKI;  MIZOGUCHI NAOYUKI,MATSUTANI KAGAKU KOGYO KK,A21D2/18; A21D2/22; A21D2/26; A21D13/08; A23L1/48; A23L1/48; A21D2/18; A21D2/22; A21D2/26; A21D13/08,,JP19980196779,19980625,JP19980196779 19980625,,,,,,,,,,,,,,
"PIZZA CRUST HAVING RICE CAKE-LIKE TEXTURE, AND PIZZA",JP2001008612 (A),16/01/2001,MIYAZAWA HITOSHI;  IMAI HIROSHI;  FUJITA SANAE;  SHIMIZU HIROTARO;  NISHITANI TSUGUAKI,SNOW BRAND MILK PROD CO LTD,A21D13/00; A21D2/18; A21D2/26; A23L1/48; A21D13/00; A21D2/18; A21D2/26; A23L1/48,,JP19990185427,19990630,JP19990185427 19990630,,,,,,,,,,,,,,
MICROWAVE OVEN WITH HEATER,JP2000337642 (A),08/12/2000,YAMAGUCHI MASAAKI,MATSUSHITA ELECTRIC IND CO LTD,H05B11/00; F24C7/02; H05B6/64; F24C7/02; H05B6/64; H05B11/00,,JP19990149886,19990528,JP19990149886 19990528,,,,,,,,,,,,,,
HOT BAG,JP2000318768 (A),21/11/2000,KIKUCHI YUZO;  OBA MINORU,ORUSEN KK;  CARROZZERIA JAPAN CO LTD,A21D13/00; A23L1/48; B65D81/38; A21D13/00; A23L1/48; B65D81/38,,JP19990128410,19990510,JP19990128410 19990510,,,,,,,,,,,,,,
STORING VESSEL FOR COOKING PLATE,JP2000300415 (A),31/10/2000,TAKANO KIYOKAZU,FUKUI CRAFT KK,A47G19/02; A47G19/08; A47G19/02; A47G19/08,,JP19990115636,19990423,JP19990115636 19990423,,,,,,,,,,,,,,
PORTABLE TYPE PIZZA BAKING OVEN,JP2000253802 (A),19/09/2000,FUJII HIROMI,PIZZERIA PINOCCHIO,A21B1/52; A21B5/00; A21B1/52; A21B5/00,,JP19990109903,19990311,JP19990109903 19990311,,,,,,,,,,,,,,
PROCESSED FOOD CONTAINING SQUID AS MAIN MATERIAL AND PREPARATION OF PIZZA DOUGH OR BREAD DOUGH,JP2000279136 (A); JP3234199 (B2),10/10/2000,EBINA HIDE;  ITO MITSUO,NIIGATA PREFECTURE,A23L1/325; A21D2/34; A23L1/333; A23L1/48; A23L1/333; A23L1/325; A23L1/48,,JP19990092158,19990331,JP19990092158 19990331,,,,,,,,,,,,,,
FLOUR DOUGH AND PROCESSED FOOD USING THE SAME,JP2000253806 (A),19/09/2000,KIMURA TOSHIAKI;  OGAWA KEIKO;  TOKI KAZUYO;  SHIMIZU HIROTARO,SNOW BRAND MILK PROD CO LTD,A23G3/34; A21D2/26; A21D13/00; A23G3/48; A23G3/00; A23G3/00; A21D2/26; A21D13/00,,JP19990062549,19990310,JP19990062549 19990310,,,,,,,,,,,,,,
CONFECTIONERY AND ITS PRODUCTION,JP2000253823 (A),19/09/2000,TAKAYAMA TSUTOMU,MORINAGA & CO,A23G1/30; A21D13/00; A23G1/00; A23G3/00; A23G3/50; A23G3/00; A21D13/00; A23G1/00; A23G3/00,,JP19990060344,19990308,JP19990060344 19990308,,,,,,,,,,,,,,
OVEN FOR PIZZA,JP4231140 (B2); JP2000253801 (A),19/09/2000,NAGAOKA HIROO,FUJIMURA SEISAKUSHO KK;  NAGAOKA SEISAKUSHO KK,A21B1/28; A47J37/00; F24C3/00; A21B1/28; A47J37/00; F24C3/00,,JP19990059863,19990308,JP19990059863 19990308,,,,,,,,,,,,,,
PIZZA FOR COOKING IN MICROWAVE OVEN,JP3268764 (B2); JP2000210061 (A),02/08/2000,TADOKORO SEIICHIRO;  AZUMA MASAYUKI;  SHIMIZU HIROTARO;  SUZUKI TOKU,SNOW BRAND MILK PROD CO LTD,A23L1/48; A23L1/48,,JP19990041246,19990219,JP19990041246 19990219; JP19980326585 19981117,,,,,,,,,,,,,,
PROCESSING OF FOOD DOUGH SUCH AS PIZZA DOUGH OR THE LIKE,JP2000201614 (A); JP3058158 (B1),04/07/2000,"KOMIYA MICHINOBU, ; KOMIYA KENJI",OSAKA JIDOKI KK,A21D6/00; A21D8/02; A21D8/04; A21D6/00; A21D8/02; A21D8/04,,JP19990006526,19990113,JP19990006526 19990113,,,,,,,,,,,,,,
PIZZA DOUGH,JP3538049 (B2); JP2000201616 (A),25/07/2000,MURATA KUNIHIKO,PIETRO KK,A21D8/02; A21D13/00; A21D15/00; A23L1/48; A21D13/00; A21D8/02; A21D15/00; A23L1/48,,JP19990004675,19990111,JP19990004675 19990111,,,,,,,,,,,,,,
FROZEN PIZZA,JP2000201656 (A),25/07/2000,TATSUMI YOSHIAKI,TATSUMI YOSHIAKI,A23L3/36; A21D15/00; A23L1/48; A23L1/48; A21D15/00; A23L3/36,,JP19990003630,19990111,JP19990003630 19990111,,,,,,,,,,,,,,
"Container for transporting hot foodstuffs such as pizza, has plastic tray with ribs formed on its upper and lower surfaces, which is arranged in outer vessel",IT1320263 (B1); ITTO20000900 (A1),28/03/2002,LIZZIO FILIPPOâ€‚[IT],LIZZIO FILIPPOâ€‚[IT],B65D,,IT2000TO00900,20000928,IT2000TO00900 20000928,,,,,,,,,,,,,,
A device for making pizza having an improved screen & a method of manufacturing the device,IN188130 (A1),24/08/2002,SHARMA RAJENDRA PRASAD;  RAMESH SAMPATH,SHARMA RAJENDRA PRASAD;  RAMESH SAMPATH,A47J37/01; A47J37/01,,IN1996CA01438,19960812,IN1996CA01438 19960812,,,,,,,,,,,,,,
An apparatus for manufacturing food products,IES20010558 (A2),06/02/2002,DARMON JACINTAâ€‚[IE];  MCGILLYCUDDY GENEâ€‚[IE],BREDHALL LTDâ€‚[IE],A21C11/00; A21C13/02; A21D6/00; A21D8/02; A21D13/00; A21C11/00; A21D8/06,A21D13/007; A21C11/006; A21C13/02; A21D6/00; A21D8/02,IES20010558,20010612,EP20000650068 20000612,,,,,,,,,,,,,,
A process for manufacturing food products,IES20000476 (A2),23/01/2002,MCGILLYCUDDY GENEâ€‚[IE];  DARMON JACINTAâ€‚[IE],BREDHALL LTDâ€‚[IE],A21D8/06; A23L1/00; A23L1/00; A21D8/06,,IES20000476,20000612,IES20000476 20000612,,,,,,,,,,,,,,
PROCESS AND APPARATUS FOR DEPOSITING AND SPREADING PIZZA SAUCE ONTO A PIZZA BASE,WO0000034 (A1),06/01/2000,DARMON JACINTAâ€‚[IE];  MCGILLICUDDY GENEâ€‚[IE],BILLCREST PROD LTDâ€‚[IE];  DARMON JACINTAâ€‚[IE];  MCGILLICUDDY GENEâ€‚[IE],A21C9/04; A21C9/04,A21C9/04,WO1999IE00061,19990629,IE19980000522 19980629; IE19980000523 19980629,,,,,,,,,US3860990 (A); FR2485340 (A1); GB2269810 (A); ZA8305640 (A),,US3906850 (A); US3505963 (A); WO9908537 (A1); US3500766 (A); GB2269810 (A); US4088249 (A); US3892171 (A); US4778365 (A); EP0554707 (A1); ZA8305640 (A),XP002115575,,
METHOD AND APPARATUS FOR FORMING A PIZZA DOUGH INTO A RIMMED PIZZA SHAPE,WO0000035 (A1),06/01/2000,DARMON JACINTAâ€‚[IE];  MCGILLICUDDY GENEâ€‚[IE],BILLCREST PROD LTDâ€‚[IE];  DARMON JACINTAâ€‚[IE];  MCGILLICUDDY GENEâ€‚[IE],A21C11/00; A21C11/00,A21C11/006,WO1999IE00060,19990629,IE19980000521 19980629,,,,,,,,,GB2284738 (A),,GB2284738 (A); US4973240 (A); US5074778 (A); US3500766 (A); GB996995 (A); GB2005979 (A),,,
Process and apparatus for depositing and spreading pizza sauce onto a pizza base,IES990546 (A2),02/05/2001,DARMON JACINTAâ€‚[IE];  MCGILLICUDDY GENEâ€‚[IE],BILLCREST PRODUCTS LTDâ€‚[IE],A23L1/10; A23L1/39; B05C5/00; B05C11/06; B05C5/00; A23L1/10; A23L1/39; B05C11/06,,IES990546,19990629,IE19980000522 19980629; IES990546 19990629; IE19980000523 19980629,,,,,,,,,,,,,,
"""Process and apparatus for depositing and spreading pizza sauce onto a pizza base""",IE990545 (A1),02/05/2001,DARMON JACINTAâ€‚[IE];  MCGILLICUDDY GENEâ€‚[IE],BILLCREST PRODUCTS LTDâ€‚[IE],A23L1/10; A23L1/39; B05C5/00; B05C11/06; B05C5/00; A23L1/10; A23L1/39; B05C11/06,,IE19990000545,19990629,IE19990000545 19990629; IE19980000522 19980629; IE19980000523 19980629,,,,,,,,,,,,,,
Apparatus for forming a pizza dough into a rimmed pizza shape,IES990544 (A2),02/05/2001,MCGILLICUDDY GENEâ€‚[IE];  DARMON JACINTAâ€‚[IE],BILLCREST PRODUCTS LTDâ€‚[IE],A21C11/00; A21C11/00,,IES990544,19990629,IES990544 19990629; IE19980000521 19980629,,,,,,,,,,,,,,
Method for forming a pizza dough into a rimmed pizza shape,IES990543 (A2),02/05/2001,MCGILLICUDDY GENEâ€‚[IE];  DARMON JACINTAâ€‚[IE],BILLCREST PRODUCTS LTDâ€‚[IE],A21D6/00; A21D6/00,,IES990543,19990629,IE19980000521 19980629; IES990543 19990629,,,,,,,,,,,,,,
Method and apparatus for forming a pizza dough into a rimmed pizza shape,IE990542 (A1),02/05/2001,MCGILLICUDDY GENEâ€‚[IE];  DARMON JACINTAâ€‚[IE],BILLCREST PRODUCTS LTDâ€‚[IE],A21C11/00; A21D6/00; A23L1/10; A21C11/00; A21D6/00; A23L1/10,,IE19990000542,19990629,IE19990000542 19990629; IE19980000521 19980629,,,,,,,,,,,,,,
Food Products,IE981013 (A1),14/06/2000,DARMON JACINTAâ€‚[IE],BILLCREST PRODUCTS LTDâ€‚[IE],A21C9/04; A21C9/08; A21C11/00; A23L1/10; A21D8/06,A21C9/04; A21C9/08; A21C9/086; A21C11/00,IE19980001013,19981204,IE19980001013 19981204,,,,,,,,,,,,,,
A PIZZA MAKING METHOD AND SYSTEM,WO02100176 (A3); WO02100176 (A9); WO02100176 (A2),19/12/2002,TORGHELE CLAUDIOâ€‚[CH];  MALFATTI PIERLUIGIâ€‚[IT],ARTOS S Aâ€‚[CH];  TORGHELE CLAUDIOâ€‚[CH];  MALFATTI PIERLUIGIâ€‚[IT],A21C9/04; A21C9/08; A21C11/00; A21C11/00,A21C9/04; A21C9/083; A21C11/006,WO2002IB03310,20020610,US20010297160P 20010608; US20020040950 20020107; US20020030287 20020107,,,,,,,,,US5486049 (A); US4630930 (A); US5322388 (A); WO9908537 (A1),,WO9908537 (A1); US5630358 (A); EP1151788 (A1); US6245370 (B1); US2001024671 (A1); US4010932 (A); US5322368 (A),,,
"STACKABLE CARTON BOX FOR PIZZAS, FOOD AND CONFECTIONERY PRODUCTS",GR1004023 (B),15/10/2002,ANGELOPOULOS EVANGELOS VASILEI;  MOTSETA NTOLORES-ANTONIA PAVLO,ANGELOPOULOS EVANGELOS VASILEI;  MOTSETA NTOLORES-ANTONIA PAVLO,B65D5/00; B65D5/20; B65D5/42; B65D5/64; B65D85/36; B65D5/20; B65D5/64; B65D85/36,B65D5/0015; B65D5/2033; B65D5/427; B65D5/64; B65D2585/366,GR20020100218,20020502,GR20020100218 20020502,,,,,,,,,,,,,,
SWEET PIZZA PREPARATION METHOD,GR1003924 (B),27/06/2002,THEMELI ANNA-MARIA,THEMELI ANNA-MARIA,A21D13/00; A21D13/08; A21D13/00,A21D13/007,GR20010100544,20011128,GR20010100544 20011128,,,,,,,,,,,,,,
"ARRANGEMENT AND METHOD FOR THE PRODUCTION OF A CRISPY BAKED SNACK FROM PASTRY LEAF IN AN INFLATED SHAPE (WITH A HOLLOW CAVITY), ROUND AND OBLONG IN DIFFERENT SWEET OR SAVORY TASTES",GR2001100112 (A); GR1004361 (B),02/12/2002,LADIKOS DIMITRIOS;  BAKOS VASILEIOS,GIOTIS A E VIOMICHANIA THREPTI,A21C1/00; A21C9/04; A21C9/08; A21C11/00; A21C11/10; A21D13/08; A21C1/00; A21C9/04; A21C9/08; A21C11/00,,GR20010100112,20010309,GR20010100112 20010309,US4275082 (A); US4044166 (A); US2008024 (A); DE19702961 (A1); FR2553259 (A1),,,,,,,,,,,,,
Box for two pizzas,GB2341595 (A),22/03/2000,PAYMAI REZAâ€‚[GB],PAYMAI REZAâ€‚[GB],B65D5/4805; B65D85/36; B65D5/50; B65D85/36,B65D5/48018; B65D2585/366,GB19990027535,19991123,GB19990027535 19991123,US4944452 (A); US4957237 (A); US5002221 (A); US5351880 (A); US5445314 (A),,,,,,,,,,,,,
A blank which can be folded to form a wedge shaped container,GB2345281 (A),05/07/2000,MONEY JULIAN DAVID KYRLEâ€‚[GB],PETHICK & MONEY LTDâ€‚[GB],B65D5/20; B65D5/36; B65D5/66; B65D85/36; B65D5/00,B65D5/665; B65D5/2028; B65D5/3607; B65D2585/366,GB19980028776,19981229,GB19980028776 19981229,EP0511680 (A1); US3625410 (A); US4492333 (A),,,,,,,,,,,,,
Pizza preparation apparatus,GB2376169 (A); GB2376169 (B),11/12/2002,DARMON JACINTHAâ€‚[IE],BILLCREST PRODUCTS LTDâ€‚[IE],A21C9/08; A21D13/00,A21C9/08,GB20020021730,19981217,GB19980027730 19981217; IE19980001013 19981204,US3631818 (A); US5554225 (A); US3631818 (A); US5554225 (A),,,,,,,,,,,,,
PROVISION OF LOCATION DEPENDENT SERVICES WITHOUT REVEALING THE USER IDENTITY VIA A MOBILE TELECOMMUNICATIONS NETWORK,WO02065804 (A1),22/08/2002,MARLEY NEILâ€‚[GB];  DEBNEY CHARLIE WILLIAMâ€‚[GB],VODAFONE PLCâ€‚[GB];  MARLEY NEILâ€‚[GB];  DEBNEY CHARLIE WILLIAMâ€‚[GB],H04L29/06; H04W4/02; H04W12/02; H04Q7/38,H04L63/0421; H04W4/02; H04W12/02,WO2002GB00195,20020117,GB20010003502 20010213,,,,,,,,,WO0077642 (A1),,WO0128273 (A1); WO0077642 (A1); FR2711033 (A1); WO9952316 (A1),XP002167654; XP002059820,,
Packaging of portions of food product,GB2364522 (A); GB2364522 (B),30/01/2002,VANIER BERNARDâ€‚[GB],VANIER BERNARDâ€‚[GB],A21D13/08; B65D77/02; B65D85/36; B65D85/36; A21D13/08; A23G3/00,B65D85/36; B65D77/02; B65D2585/366,GB20010025641,20011025,GB20010025641 20011025,EP0292338 (A2); US3398827 (A); US4359159 (A); US5082677 (A); EP0292338 (A2); JPH1029678 (A); US3398827 (A); US4359159 (A); US5082677 (A),,,,,,,,,,,,,
Frozen pizza base,GB2376867 (A),31/12/2002,APPLEBY MARKâ€‚[GB];  MUSGRAVE DONNAâ€‚[GB];  HINE ALANâ€‚[GB],H J HEINZ FROZEN & CHILLED FOOâ€‚[GB],A21D8/02; A21D13/00; A21D15/02; A21D13/00,A21D13/007; A21D8/02; A21D15/02,GB20010015960,20010629,GB20010015960 20010629,GB2205066 (A); GB2284738 (A); EP0104742 (A2); US4271200 (A); US4645673 (A); US6149960 (A); WO0000035 (A1); WO0035291 (A1),,,,,,,,,,,,,
A convenience food product and method of making same,GB2361403 (A),24/10/2001,DOW PETERâ€‚[GB],GEEST PLCâ€‚[GB],A21D13/00; A21D15/00; A21D15/02; A21D13/00,A21D13/0022; A21D13/007; A21D15/00; A21D15/02,GB20000006276,20000315,GB20000006276 20000315,US5756137 (A); US5780082 (A); US6203828 (B1); WO0057710 (A1),,,,,,,,,,,,,
"Making gluten free bread, pizza, etc. includes preparing viscous dough paste without kneading, pressurizing and suddenly de=pressurizing paste to make foam to be baked in oven",FR2802774 (A1); FR2802774 (B1),29/06/2001,GIRARD JEAN PHILIPPE;  FASQUEL JEAN PHILIPPE;  PERREIRA FRANCISCO;  CHALET THERESE,EUROGERM SAâ€‚[FR],A21D4/00; A21D8/02; A21D13/04; A23L1/00; A23L1/18; A23P1/16; A21D8/02; A21C1/10; A21D13/04,A21D8/025; A21D4/00; A21D8/02; A21D13/04; A23L1/0097; A23L1/1802; A23P1/16,FR19990016582,19991228,FR19990016582 19991228,GB2039206 (A); FR2765076 (A1); FR1231352 (A); US5229157 (A); WO9307796 (A1),,,,,,,,,,,,,
"Packing for pizza comprises pleated sheet attached to smooth sheet, half of which is covered with bubble wrap and which is folded over edge of pizza so that bubble wrap rests on topping, pleated sheet then being collapsed and bent round",FR2799746 (B3); FR2799746 (A1),20/04/2001,CAPY GILBERT;  BUCHBERG AKIVA,CAPY GILBERTâ€‚[FR],B65D81/03; B65D85/36; B65D85/72; B65D75/04; B65D81/03,B65D81/03; B65D2585/366,FR19990013166,19991018,FR19990013166 19991018,,,,,,,,,,,,,,
"Support for cooking pizza comprises corrugated layer enclosed between two outer layers, at least one of which is of food quality",FR2797853 (A1); FR2797853 (B1),02/03/2001,VANDAMME LILIANE;  PERINET PASCAL,MINIPLUSâ€‚[FR],B31F1/28; B65D65/40; B65D81/34; B65D65/40; B65D81/34; B65D85/72,B65D65/403; B31F1/28; B31F1/2809; B31F1/285; B65D81/343,FR19990010928,19990831,FR19990010928 19990831,US4950524 (A); US3619342 (A); US5247149 (A); US4441626 (A); US5681422 (A); WO9830383 (A1); EP0962310 (A2),,,,,,,,,,,,,
"Compartmented table-top oven for cooking e.g. pizza sectors, comprises cylindrical case with radial internal partitions and peripheral access to each compartment",FR2785368 (A1),05/05/2000,GOUX CHARLES JACQUES PIERRE,GOUX CHARLES JACQUES PIERREâ€‚[FR],A47J37/06; F24C7/00; F24C7/00; F24C15/04; F24C15/08; F24C15/12,A47J37/0623; A47J37/0629; A47J37/0658; F24C7/00,FR19980013764,19981029,FR19980013764 19981029,,,,,,,,,,,,,,
